date,USPS,incidD,gold_out
2020-04-25,ID,13,0
2020-05-02,ID,8,0
2020-05-09,ID,3,0
2020-05-16,ID,8,0
2020-05-23,ID,6,0
2020-05-30,ID,3,0
2020-06-06,ID,1,0
2020-06-13,ID,4,0
2020-06-20,ID,2,0
2020-06-27,ID,2,0
2020-07-04,ID,2,0
2020-07-11,ID,9,0
2020-07-18,ID,17,0
2020-07-25,ID,27,0
2020-08-01,ID,51,0
2020-08-08,ID,38,0
2020-08-15,ID,34,0
2020-08-22,ID,37,0
2020-08-29,ID,52,0
2020-09-05,ID,26,0
2020-09-12,ID,31,0
2020-09-19,ID,26,0
2020-09-26,ID,19,0
2020-10-03,ID,20,0
2020-10-10,ID,27,0
2020-10-17,ID,22,0
2020-10-24,ID,45,0
2020-10-31,ID,57,0
2020-11-07,ID,54,0
2020-11-14,ID,76,0
2020-11-21,ID,88,0
2020-11-28,ID,66,0
2020-12-05,ID,119,0
2020-12-12,ID,137,0
2020-12-19,ID,106,0
2020-12-26,ID,79,0
2021-01-02,ID,94,0
2021-01-09,ID,80,0
2021-01-16,ID,77,0
2021-01-23,ID,67,0
2021-01-30,ID,57,0
2021-02-06,ID,44,0
2021-02-13,ID,36,0
2021-02-20,ID,23,0
2021-02-27,ID,34,0
2021-03-06,ID,19,0
2021-03-13,ID,31,0
2021-03-20,ID,31,0
2021-03-27,ID,13,0
2021-04-03,ID,12,0
2021-04-10,ID,27,0
2021-04-17,ID,24,0
2021-04-24,ID,14,0
2021-05-01,ID,15,0
2021-05-08,ID,15,0
2021-05-15,ID,14,0
2021-05-22,ID,11,0
2021-05-29,ID,10,0
2021-06-05,ID,11,0
2021-06-12,ID,17,0
2021-06-19,ID,6,0
2021-06-26,ID,23,0
2021-07-03,ID,13,0
2021-07-10,ID,7,0
2021-07-17,ID,8,0
2021-07-24,ID,10,0
2021-07-31,ID,14,0
2021-08-07,ID,20,0
2021-08-14,ID,28,0
2021-08-21,ID,38,0
2021-08-28,ID,44,0
2021-09-04,ID,52,0
2021-09-11,ID,93,0
2021-09-18,ID,164,0
2021-09-25,ID,117,0
2021-10-02,ID,211,0
2021-10-09,ID,160,0
2021-10-16,ID,134,0
2021-10-23,ID,157,0
2021-10-30,ID,125,0
2021-11-06,ID,108,0
2021-11-13,ID,99,0
2021-11-20,ID,101,0
2021-11-27,ID,53,0
2021-12-04,ID,71,0
2021-12-11,ID,59,0
2021-12-18,ID,39,0
2021-12-25,ID,31,0
2022-01-01,ID,63,0
2022-01-08,ID,75,0
2022-01-15,ID,37,0
2022-01-22,ID,50,0
2022-01-29,ID,83,0
2022-02-05,ID,74,0
2022-02-12,ID,75,0
2022-02-19,ID,124,0
2022-02-26,ID,54,0
2022-03-05,ID,58,0
2022-03-12,ID,31,0
2022-03-19,ID,15,0
2022-03-26,ID,35,0
2022-04-02,ID,9,0
2022-04-09,ID,19,0
2022-04-16,ID,18,0
2022-04-23,ID,9,0
2022-04-30,ID,5,0
2022-05-07,ID,1,0
2022-05-14,ID,5,0
2022-05-21,ID,3,0
2022-05-28,ID,4,0
2022-06-04,ID,2,0
2022-06-11,ID,9,0
2022-06-18,ID,3,0
2022-06-25,ID,12,0
2022-07-02,ID,15,0
2022-07-09,ID,12,0
2022-07-16,ID,8,0
2022-07-23,ID,16,0
2022-07-30,ID,18,0
2022-08-06,ID,18,0
2022-08-13,ID,7,0
2022-08-20,ID,30,0
2022-08-27,ID,17,0
2022-09-03,ID,49,0
2022-09-10,ID,13,0
2022-09-17,ID,25,0
2022-09-24,ID,10,0
2022-10-01,ID,10,0
2022-10-08,ID,11,0
2022-10-15,ID,11,0
2022-10-22,ID,5,0
2022-10-29,ID,13,0
2022-11-05,ID,9,0
2022-11-12,ID,12,0
2022-11-19,ID,9,0
2022-11-26,ID,5,0
2022-12-03,ID,17,0
2022-12-10,ID,12,0
2022-12-17,ID,7,0
2022-12-24,ID,16,0
2022-12-31,ID,13,0
2023-01-07,ID,4,0
2023-01-14,ID,19,0
2023-01-21,ID,5,0
2023-01-28,ID,13,0
2023-02-04,ID,16,0
2023-02-11,ID,5,0
2023-02-18,ID,11,0
2023-02-25,ID,4,0
2023-03-04,ID,6,0
2023-03-11,ID,17,0
2020-01-25,IL,0,0
2020-02-01,IL,0,0
2020-02-08,IL,0,0
2020-02-15,IL,0,0
2020-02-22,IL,0,0
2020-02-29,IL,0,0
2020-03-07,IL,0,0
2020-03-14,IL,0,0
2020-03-21,IL,6,0
2020-03-28,IL,41,0
2020-04-04,IL,197,0
2020-04-11,IL,433,0
2020-04-18,IL,582,0
2020-04-25,IL,616,0
2020-05-02,IL,684,0
2020-05-09,IL,790,0
2020-05-16,IL,780,0
2020-05-23,IL,661,0
2020-05-30,IL,540,0
2020-06-06,IL,534,0
2020-06-13,IL,425,0
2020-06-20,IL,336,0
2020-06-27,IL,248,0
2020-07-04,IL,141,0
2020-07-11,IL,355,0
2020-07-18,IL,114,0
2020-07-25,IL,106,0
2020-08-01,IL,111,0
2020-08-08,IL,140,0
2020-08-15,IL,97,0
2020-08-22,IL,146,0
2020-08-29,IL,134,0
2020-09-05,IL,168,0
2020-09-12,IL,142,0
2020-09-19,IL,145,0
2020-09-26,IL,160,0
2020-10-03,IL,191,0
2020-10-10,IL,198,0
2020-10-17,IL,231,0
2020-10-24,IL,299,0
2020-10-31,IL,289,0
2020-11-07,IL,448,0
2020-11-14,IL,600,0
2020-11-21,IL,864,0
2020-11-28,IL,886,0
2020-12-05,IL,1179,0
2020-12-12,IL,1215,0
2020-12-19,IL,1094,0
2020-12-26,IL,898,0
2021-01-02,IL,993,0
2021-01-09,IL,993,0
2021-01-16,IL,810,0
2021-01-23,IL,625,0
2021-01-30,IL,568,0
2021-02-06,IL,463,0
2021-02-13,IL,411,0
2021-02-20,IL,339,0
2021-02-27,IL,284,0
2021-03-06,IL,293,0
2021-03-13,IL,186,0
2021-03-20,IL,140,0
2021-03-27,IL,169,0
2021-04-03,IL,137,0
2021-04-10,IL,142,0
2021-04-17,IL,168,0
2021-04-24,IL,169,0
2021-05-01,IL,216,0
2021-05-08,IL,216,0
2021-05-15,IL,224,0
2021-05-22,IL,206,0
2021-05-29,IL,190,0
2021-06-05,IL,148,0
2021-06-12,IL,155,0
2021-06-19,IL,97,0
2021-06-26,IL,72,0
2021-07-03,IL,60,0
2021-07-10,IL,60,0
2021-07-17,IL,66,0
2021-07-24,IL,47,0
2021-07-31,IL,49,0
2021-08-07,IL,76,0
2021-08-14,IL,102,0
2021-08-21,IL,133,0
2021-08-28,IL,197,0
2021-09-04,IL,212,0
2021-09-11,IL,231,0
2021-09-18,IL,330,0
2021-09-25,IL,265,0
2021-10-02,IL,274,0
2021-10-09,IL,251,0
2021-10-16,IL,232,0
2021-10-23,IL,217,0
2021-10-30,IL,206,0
2021-11-06,IL,212,0
2021-11-13,IL,154,0
2021-11-20,IL,171,0
2021-11-27,IL,101,0
2021-12-04,IL,263,0
2021-12-11,IL,321,0
2021-12-18,IL,360,0
2021-12-25,IL,364,0
2022-01-01,IL,451,0
2022-01-08,IL,643,0
2022-01-15,IL,872,0
2022-01-22,IL,914,0
2022-01-29,IL,993,0
2022-02-05,IL,718,0
2022-02-12,IL,568,0
2022-02-19,IL,635,0
2022-02-26,IL,432,0
2022-03-05,IL,316,0
2022-03-12,IL,202,0
2022-03-19,IL,149,0
2022-03-26,IL,130,0
2022-04-02,IL,95,0
2022-04-09,IL,80,0
2022-04-16,IL,51,0
2022-04-23,IL,50,0
2022-04-30,IL,44,0
2022-05-07,IL,63,0
2022-05-14,IL,49,0
2022-05-21,IL,63,0
2022-05-28,IL,59,0
2022-06-04,IL,61,0
2022-06-11,IL,113,0
2022-06-18,IL,121,0
2022-06-25,IL,100,0
2022-07-02,IL,91,0
2022-07-09,IL,59,0
2022-07-16,IL,77,0
2022-07-23,IL,75,0
2022-07-30,IL,70,0
2022-08-06,IL,84,0
2022-08-13,IL,142,0
2022-08-20,IL,72,0
2022-08-27,IL,104,0
2022-09-03,IL,86,0
2022-09-10,IL,75,0
2022-09-17,IL,91,0
2022-09-24,IL,88,0
2022-10-01,IL,74,0
2022-10-08,IL,79,0
2022-10-15,IL,66,0
2022-10-22,IL,56,0
2022-10-29,IL,83,0
2022-11-05,IL,76,0
2022-11-12,IL,51,0
2022-11-19,IL,89,0
2022-11-26,IL,49,0
2022-12-03,IL,92,0
2022-12-10,IL,67,0
2022-12-17,IL,96,0
2022-12-24,IL,108,0
2022-12-31,IL,68,0
2023-01-07,IL,69,0
2023-01-14,IL,0,0
2023-01-21,IL,233,0
2023-01-28,IL,108,0
2023-02-04,IL,92,0
2023-02-11,IL,81,0
2023-02-18,IL,74,0
2023-02-25,IL,44,0
2023-03-04,IL,64,0
2023-03-11,IL,53,0
2020-01-25,IN,0,0
2020-02-01,IN,0,0
2020-02-08,IN,0,0
2020-02-15,IN,0,0
2020-02-22,IN,0,0
2020-02-29,IN,0,0
2020-03-07,IN,0,0
2020-03-14,IN,0,0
2020-03-21,IN,13,0
2020-03-28,IN,45,0
2020-04-04,IN,155,0
2020-04-11,IN,206,0
2020-04-18,IN,246,0
2020-04-25,IN,293,0
2020-05-02,IN,284,0
2020-05-09,IN,253,0
2020-05-16,IN,250,0
2020-05-23,IN,215,0
2020-05-30,IN,136,0
2020-06-06,IN,137,0
2020-06-13,IN,118,0
2020-06-20,IN,114,0
2020-06-27,IN,76,0
2020-07-04,IN,66,0
2020-07-11,IN,74,0
2020-07-18,IN,67,0
2020-07-25,IN,77,0
2020-08-01,IN,74,0
2020-08-08,IN,75,0
2020-08-15,IN,94,0
2020-08-22,IN,96,0
2020-08-29,IN,77,0
2020-09-05,IN,70,0
2020-09-12,IN,81,0
2020-09-19,IN,89,0
2020-09-26,IN,100,0
2020-10-03,IN,124,0
2020-10-10,IN,126,0
2020-10-17,IN,194,0
2020-10-24,IN,209,0
2020-10-31,IN,270,0
2020-11-07,IN,324,0
2020-11-14,IN,363,0
2020-11-21,IN,506,0
2020-11-28,IN,573,0
2020-12-05,IN,629,0
2020-12-12,IN,701,0
2020-12-19,IN,694,0
2020-12-26,IN,610,0
2021-01-02,IN,658,0
2021-01-09,IN,527,0
2021-01-16,IN,445,0
2021-01-23,IN,416,0
2021-01-30,IN,312,0
2021-02-06,IN,490,0
2021-02-13,IN,397,0
2021-02-20,IN,187,0
2021-02-27,IN,220,0
2021-03-06,IN,170,0
2021-03-13,IN,120,0
2021-03-20,IN,80,0
2021-03-27,IN,85,0
2021-04-03,IN,63,0
2021-04-10,IN,64,0
2021-04-17,IN,78,0
2021-04-24,IN,55,0
2021-05-01,IN,67,0
2021-05-08,IN,67,0
2021-05-15,IN,66,0
2021-05-22,IN,82,0
2021-05-29,IN,62,0
2021-06-05,IN,70,0
2021-06-12,IN,60,0
2021-06-19,IN,50,0
2021-06-26,IN,27,0
2021-07-03,IN,41,0
2021-07-10,IN,51,0
2021-07-17,IN,26,0
2021-07-24,IN,27,0
2021-07-31,IN,40,0
2021-08-07,IN,49,0
2021-08-14,IN,74,0
2021-08-21,IN,100,0
2021-08-28,IN,145,0
2021-09-04,IN,197,0
2021-09-11,IN,213,0
2021-09-18,IN,300,0
2021-09-25,IN,294,0
2021-10-02,IN,309,0
2021-10-09,IN,296,0
2021-10-16,IN,263,0
2021-10-23,IN,225,0
2021-10-30,IN,213,0
2021-11-06,IN,215,0
2021-11-13,IN,190,0
2021-11-20,IN,159,0
2021-11-27,IN,139,0
2021-12-04,IN,326,0
2021-12-11,IN,302,0
2021-12-18,IN,371,0
2021-12-25,IN,311,0
2022-01-01,IN,341,0
2022-01-08,IN,577,0
2022-01-15,IN,612,0
2022-01-22,IN,525,0
2022-01-29,IN,550,0
2022-02-05,IN,411,0
2022-02-12,IN,424,0
2022-02-19,IN,393,0
2022-02-26,IN,271,0
2022-03-05,IN,202,0
2022-03-12,IN,162,0
2022-03-19,IN,126,0
2022-03-26,IN,66,0
2022-04-02,IN,75,0
2022-04-09,IN,53,0
2022-04-16,IN,25,0
2022-04-23,IN,40,0
2022-04-30,IN,38,0
2022-05-07,IN,27,0
2022-05-14,IN,22,0
2022-05-21,IN,45,0
2022-05-28,IN,19,0
2022-06-04,IN,40,0
2022-06-11,IN,38,0
2022-06-18,IN,28,0
2022-06-25,IN,49,0
2022-07-02,IN,27,0
2022-07-09,IN,66,0
2022-07-16,IN,52,0
2022-07-23,IN,61,0
2022-07-30,IN,45,0
2022-08-06,IN,78,0
2022-08-13,IN,78,0
2022-08-20,IN,77,0
2022-08-27,IN,72,0
2022-09-03,IN,72,0
2022-09-10,IN,66,0
2022-09-17,IN,56,0
2022-09-24,IN,65,0
2022-10-01,IN,38,0
2022-10-08,IN,40,0
2022-10-15,IN,68,0
2022-10-22,IN,47,0
2022-10-29,IN,37,0
2022-11-05,IN,50,0
2022-11-12,IN,63,0
2022-11-19,IN,66,0
2022-11-26,IN,59,0
2022-12-03,IN,26,0
2022-12-10,IN,66,0
2022-12-17,IN,73,0
2022-12-24,IN,0,0
2022-12-31,IN,61,0
2023-01-07,IN,106,0
2023-01-14,IN,252,1
2023-01-21,IN,74,0
2023-01-28,IN,65,0
2023-02-04,IN,41,0
2023-02-11,IN,57,0
2023-02-18,IN,39,0
2023-02-25,IN,47,0
2023-03-04,IN,46,0
2023-03-11,IN,24,0
2020-12-12,IA,526,1
2021-02-06,IA,457,1
2020-12-19,IA,324,0
2020-12-05,IA,307,0
2020-12-26,IA,211,0
2020-11-21,IA,206,0
2021-01-02,IA,203,0
2021-01-16,IA,194,0
2020-11-28,IA,184,0
2022-01-29,IA,184,0
2022-01-15,IA,182,0
2021-01-09,IA,181,0
2022-02-12,IA,172,0
2021-01-23,IA,165,0
2021-01-30,IA,165,0
2022-01-08,IA,161,0
2022-02-05,IA,156,0
2020-11-14,IA,143,0
2022-02-26,IA,137,0
2021-02-27,IA,134,0
2021-12-18,IA,130,0
2021-02-13,IA,128,0
2020-11-07,IA,126,0
2021-12-25,IA,119,0
2022-02-19,IA,119,0
2021-10-30,IA,117,0
2022-01-22,IA,116,0
2020-10-24,IA,106,0
2021-12-11,IA,105,0
2021-04-03,IA,104,1
2021-11-06,IA,104,0
2021-11-20,IA,102,0
2020-05-23,IA,100,0
2021-02-20,IA,100,0
2021-10-23,IA,100,0
2021-11-13,IA,97,0
2020-05-16,IA,94,0
2021-10-16,IA,94,0
2021-10-09,IA,91,0
2021-12-04,IA,91,0
2022-03-12,IA,91,0
2022-03-19,IA,87,0
2021-11-27,IA,86,0
2022-03-05,IA,86,0
2020-05-30,IA,85,0
2020-08-29,IA,83,0
2020-10-31,IA,82,0
2021-03-06,IA,82,0
2021-09-25,IA,82,0
2021-03-13,IA,81,0
2021-10-02,IA,80,0
2020-10-10,IA,78,0
2020-05-09,IA,77,0
2020-10-17,IA,69,0
2020-06-06,IA,68,0
2020-10-03,IA,67,0
2022-06-25,IA,65,0
2020-09-05,IA,64,0
2021-09-18,IA,64,0
2020-05-02,IA,63,0
2022-01-01,IA,59,0
2020-08-22,IA,58,0
2022-09-24,IA,57,0
2020-09-12,IA,54,0
2020-08-08,IA,53,0
2022-03-26,IA,53,0
2020-06-13,IA,51,0
2020-09-26,IA,49,0
2020-08-01,IA,48,0
2020-08-15,IA,48,0
2020-09-19,IA,47,0
2021-04-24,IA,46,0
2022-12-24,IA,46,0
2023-01-14,IA,46,0
2021-03-27,IA,44,0
2022-04-02,IA,43,0
2021-08-28,IA,42,0
2020-07-18,IA,41,0
2021-03-20,IA,41,0
2022-07-23,IA,41,0
2020-04-18,IA,40,0
2021-09-04,IA,39,0
2023-01-07,IA,39,0
2020-04-25,IA,38,0
2020-07-25,IA,37,0
2021-04-10,IA,35,0
2021-05-22,IA,35,0
2022-04-23,IA,35,0
2022-08-06,IA,35,0
2022-12-31,IA,35,0
2022-08-13,IA,33,0
2022-09-03,IA,33,0
2021-05-08,IA,32,0
2022-08-20,IA,32,0
2020-06-20,IA,31,0
2021-06-12,IA,31,0
2021-09-11,IA,30,0
2022-11-05,IA,30,0
2023-02-04,IA,30,0
2023-01-21,IA,29,0
2023-01-28,IA,29,0
2023-03-04,IA,29,0
2022-09-10,IA,28,0
2022-10-15,IA,28,0
2023-02-11,IA,28,0
2023-02-18,IA,28,0
2020-07-11,IA,27,0
2022-10-22,IA,27,0
2022-12-17,IA,27,0
2022-09-17,IA,26,0
2022-10-01,IA,26,0
2021-05-01,IA,25,0
2022-08-27,IA,25,0
2022-10-29,IA,25,0
2023-03-11,IA,25,0
2021-04-17,IA,24,0
2022-11-19,IA,24,0
2020-06-27,IA,23,0
2022-07-30,IA,23,0
2022-11-26,IA,23,0
2022-05-14,IA,22,0
2022-11-12,IA,22,0
2022-12-10,IA,22,0
2022-04-16,IA,21,0
2020-04-11,IA,20,0
2021-05-29,IA,20,0
2022-10-08,IA,20,0
2021-06-26,IA,19,0
2022-04-30,IA,19,0
2022-12-03,IA,18,0
2023-02-25,IA,18,0
2020-07-04,IA,17,0
2021-08-14,IA,17,0
2021-05-15,IA,16,0
2021-08-21,IA,16,0
2022-05-21,IA,16,0
2022-05-28,IA,16,0
2021-07-03,IA,15,0
2022-06-04,IA,15,0
2022-07-09,IA,15,0
2022-07-16,IA,15,0
2021-06-05,IA,13,0
2021-06-19,IA,13,0
2021-07-31,IA,13,0
2021-07-24,IA,12,0
2022-06-11,IA,12,0
2020-04-04,IA,11,0
2021-08-07,IA,10,0
2021-07-17,IA,9,0
2022-04-09,IA,9,0
2022-07-02,IA,9,0
2022-05-07,IA,4,0
2020-03-28,IA,3,0
2021-07-10,IA,3,0
2020-01-25,IA,0,0
2020-02-01,IA,0,0
2020-02-08,IA,0,0
2020-02-15,IA,0,0
2020-02-22,IA,0,0
2020-02-29,IA,0,0
2020-03-07,IA,0,0
2020-03-14,IA,0,0
2020-03-21,IA,0,0
2022-06-18,IA,0,0
2022-10-01,KS,476,1
2021-01-02,KS,373,0
2021-01-16,KS,353,0
2021-02-06,KS,310,0
2020-12-12,KS,287,0
2020-12-19,KS,274,0
2021-01-09,KS,271,0
2021-07-31,KS,264,0
2020-12-05,KS,260,0
2021-02-13,KS,255,0
2021-02-20,KS,244,0
2021-10-30,KS,202,0
2022-01-29,KS,198,0
2022-02-05,KS,194,0
2021-01-30,KS,186,0
2022-02-19,KS,185,0
2022-04-02,KS,175,0
2020-12-26,KS,167,0
2022-01-22,KS,158,0
2020-11-21,KS,154,0
2022-03-19,KS,139,0
2020-11-07,KS,137,0
2022-05-28,KS,136,0
2021-09-11,KS,135,0
2021-11-13,KS,123,0
2020-11-28,KS,120,0
2021-02-27,KS,119,0
2020-10-24,KS,118,0
2021-09-25,KS,117,0
2021-08-21,KS,107,0
2022-04-09,KS,106,0
2021-12-04,KS,104,0
2021-01-23,KS,99,0
2021-03-06,KS,98,0
2021-09-18,KS,98,0
2022-01-08,KS,91,0
2020-11-14,KS,90,0
2021-10-02,KS,87,0
2020-10-17,KS,86,0
2021-08-14,KS,86,0
2021-09-04,KS,85,0
2022-05-21,KS,83,0
2021-11-06,KS,81,0
2023-01-14,KS,81,0
2021-12-18,KS,79,0
2020-10-10,KS,74,0
2022-03-26,KS,74,0
2022-04-23,KS,72,0
2020-09-19,KS,70,0
2023-01-21,KS,69,0
2021-03-13,KS,68,0
2022-01-15,KS,66,0
2020-10-03,KS,65,0
2022-09-03,KS,61,0
2021-10-09,KS,58,0
2022-05-07,KS,56,0
2020-10-31,KS,54,0
2021-12-11,KS,54,0
2021-08-28,KS,52,0
2022-01-01,KS,52,0
2021-03-27,KS,50,0
2022-03-05,KS,49,0
2020-09-12,KS,48,0
2020-04-18,KS,46,0
2021-07-24,KS,46,0
2021-10-23,KS,46,0
2021-08-07,KS,44,0
2022-09-17,KS,43,0
2020-04-11,KS,42,0
2021-04-03,KS,41,0
2021-12-25,KS,41,0
2023-01-28,KS,41,0
2021-11-27,KS,40,0
2020-09-26,KS,39,0
2021-10-16,KS,39,0
2022-04-30,KS,39,0
2023-01-07,KS,36,0
2022-08-13,KS,35,0
2020-04-25,KS,34,0
2021-05-08,KS,34,0
2023-02-18,KS,34,0
2020-05-09,KS,32,0
2020-09-05,KS,30,0
2021-04-17,KS,30,0
2020-08-01,KS,29,0
2021-11-20,KS,29,0
2022-02-26,KS,29,0
2022-05-14,KS,29,0
2020-08-15,KS,26,0
2022-11-19,KS,26,0
2023-02-11,KS,26,0
2020-08-29,KS,25,0
2021-07-17,KS,25,0
2023-02-04,KS,25,0
2022-03-12,KS,24,0
2020-07-25,KS,23,0
2022-04-16,KS,23,0
2020-05-02,KS,22,0
2020-08-08,KS,22,0
2021-05-15,KS,22,0
2021-06-12,KS,22,0
2021-06-19,KS,22,0
2022-12-03,KS,22,0
2020-05-16,KS,21,0
2021-05-01,KS,21,0
2023-03-04,KS,21,0
2020-08-22,KS,20,0
2021-03-20,KS,20,0
2021-05-22,KS,19,0
2021-05-29,KS,19,0
2020-06-06,KS,18,0
2021-06-26,KS,18,0
2021-07-10,KS,18,0
2022-10-08,KS,18,0
2022-10-15,KS,17,0
2021-04-10,KS,16,0
2020-07-04,KS,15,0
2021-04-24,KS,15,0
2020-04-04,KS,13,0
2020-07-18,KS,13,0
2022-11-05,KS,13,0
2022-12-10,KS,13,0
2020-06-13,KS,12,0
2020-06-27,KS,12,0
2020-07-11,KS,12,0
2022-08-20,KS,12,0
2020-06-20,KS,11,0
2021-07-03,KS,11,0
2022-08-27,KS,11,0
2022-10-22,KS,11,0
2023-03-11,KS,11,0
2020-05-23,KS,10,0
2020-05-30,KS,10,0
2022-09-10,KS,10,0
2022-12-17,KS,10,0
2022-07-09,KS,9,0
2022-07-23,KS,9,0
2021-06-05,KS,8,0
2022-12-31,KS,8,0
2022-02-12,KS,7,0
2022-07-02,KS,7,0
2022-09-24,KS,7,0
2022-12-24,KS,7,0
2022-10-29,KS,6,0
2022-11-12,KS,6,0
2022-07-30,KS,5,0
2022-11-26,KS,5,0
2023-02-25,KS,5,0
2022-06-04,KS,4,0
2022-07-16,KS,4,0
2020-03-28,KS,3,0
2022-06-11,KS,3,0
2022-06-18,KS,3,0
2022-06-25,KS,2,0
2020-03-14,KS,1,0
2020-03-21,KS,1,0
2022-08-06,KS,1,0
2020-01-25,KS,0,0
2020-02-01,KS,0,0
2020-02-08,KS,0,0
2020-02-15,KS,0,0
2020-02-22,KS,0,0
2020-02-29,KS,0,0
2020-03-07,KS,0,0
2021-03-20,KY,754,1
2021-12-11,KY,439,0
2021-11-20,KY,389,0
2021-10-02,KY,329,0
2022-04-02,KY,329,0
2021-01-30,KY,328,0
2021-06-05,KY,309,1
2021-02-06,KY,306,0
2021-03-27,KY,303,0
2021-01-23,KY,293,0
2021-11-13,KY,285,0
2022-03-19,KY,283,0
2021-12-04,KY,281,0
2022-03-26,KY,279,0
2021-09-18,KY,278,0
2022-02-19,KY,265,0
2022-03-05,KY,260,0
2021-02-13,KY,252,0
2021-10-09,KY,248,0
2021-10-23,KY,246,0
2022-01-08,KY,240,0
2021-10-16,KY,237,0
2022-02-12,KY,237,0
2021-09-25,KY,230,0
2021-11-27,KY,229,0
2021-01-16,KY,217,0
2022-01-29,KY,203,0
2022-01-01,KY,200,0
2021-02-27,KY,199,0
2021-11-06,KY,198,0
2022-02-26,KY,193,0
2021-12-18,KY,189,0
2021-10-30,KY,187,0
2021-03-06,KY,181,0
2020-12-19,KY,179,0
2021-01-09,KY,178,0
2020-12-05,KY,177,0
2022-05-07,KY,177,0
2021-09-04,KY,176,0
2022-02-05,KY,173,0
2022-04-09,KY,173,0
2022-01-22,KY,169,0
2021-08-28,KY,166,0
2021-01-02,KY,164,0
2020-12-26,KY,163,0
2021-03-13,KY,160,0
2022-01-15,KY,160,0
2021-02-20,KY,154,0
2022-04-30,KY,148,0
2021-09-11,KY,147,0
2021-12-25,KY,132,0
2020-12-12,KY,130,0
2021-04-03,KY,126,0
2020-11-21,KY,125,0
2022-05-14,KY,116,0
2022-04-16,KY,113,0
2021-04-24,KY,106,0
2020-11-28,KY,102,0
2022-04-23,KY,101,0
2021-08-21,KY,98,0
2020-11-14,KY,97,0
2020-10-24,KY,92,0
2021-04-10,KY,92,0
2021-04-17,KY,89,0
2020-10-31,KY,81,0
2022-10-08,KY,81,0
2022-03-12,KY,79,0
2022-09-17,KY,78,0
2021-05-01,KY,77,0
2021-05-29,KY,77,0
2022-08-27,KY,77,0
2022-09-03,KY,77,0
2022-10-15,KY,77,0
2020-11-07,KY,76,0
2022-05-21,KY,76,0
2022-08-13,KY,76,0
2020-09-05,KY,72,0
2021-05-15,KY,70,0
2020-04-18,KY,68,0
2022-09-10,KY,66,0
2021-05-08,KY,65,0
2020-09-12,KY,64,0
2021-06-12,KY,64,0
2020-10-17,KY,63,0
2022-10-22,KY,63,0
2020-08-22,KY,62,0
2022-06-11,KY,62,0
2022-08-06,KY,62,0
2022-08-20,KY,62,0
2020-04-25,KY,61,0
2022-11-05,KY,61,0
2023-02-18,KY,61,0
2022-07-16,KY,59,0
2022-09-24,KY,59,0
2022-10-01,KY,59,0
2023-01-21,KY,59,0
2021-08-14,KY,58,0
2022-07-30,KY,58,0
2020-05-23,KY,57,0
2021-05-22,KY,57,0
2020-05-09,KY,56,0
2022-07-23,KY,55,0
2023-02-25,KY,55,0
2022-06-04,KY,54,0
2023-02-04,KY,52,0
2020-09-19,KY,51,0
2020-10-03,KY,51,0
2020-04-11,KY,50,0
2022-12-17,KY,50,0
2020-08-29,KY,49,0
2022-11-26,KY,49,0
2023-02-11,KY,49,0
2022-11-19,KY,47,0
2020-09-26,KY,46,0
2022-06-18,KY,46,0
2022-12-31,KY,46,0
2020-07-18,KY,45,0
2022-12-24,KY,45,0
2023-01-28,KY,45,0
2020-08-01,KY,44,0
2020-10-10,KY,44,0
2022-07-09,KY,44,0
2020-05-02,KY,43,0
2022-12-03,KY,43,0
2022-05-28,KY,41,0
2022-11-12,KY,41,0
2020-05-30,KY,40,0
2020-06-06,KY,39,0
2022-07-02,KY,39,0
2023-03-04,KY,39,0
2020-08-15,KY,38,0
2022-06-25,KY,38,0
2020-07-11,KY,37,0
2023-01-14,KY,37,0
2021-08-07,KY,36,0
2022-10-29,KY,36,0
2023-03-11,KY,36,0
2021-07-17,KY,34,0
2020-08-08,KY,32,0
2020-04-04,KY,31,0
2020-07-04,KY,31,0
2020-05-16,KY,30,0
2020-06-27,KY,30,0
2021-07-03,KY,30,0
2020-06-13,KY,29,0
2020-07-25,KY,29,0
2021-06-19,KY,29,0
2022-12-10,KY,28,0
2023-01-07,KY,26,0
2020-06-20,KY,25,0
2021-07-31,KY,25,0
2021-06-26,KY,23,0
2021-07-24,KY,23,0
2021-07-10,KY,21,0
2020-03-28,KY,6,0
2020-03-21,KY,3,0
2020-01-25,KY,0,0
2020-02-01,KY,0,0
2020-02-08,KY,0,0
2020-02-15,KY,0,0
2020-02-22,KY,0,0
2020-02-29,KY,0,0
2020-03-07,KY,0,0
2020-03-14,KY,0,0
2020-01-25,LA,0,0
2020-02-01,LA,0,0
2020-02-08,LA,0,0
2020-02-15,LA,0,0
2020-02-22,LA,0,0
2020-02-29,LA,0,0
2020-03-07,LA,0,0
2020-03-14,LA,1,0
2020-03-21,LA,19,0
2020-03-28,LA,117,0
2020-04-04,LA,272,0
2020-04-11,LA,397,0
2020-04-18,LA,461,0
2020-04-25,LA,440,0
2020-05-02,LA,286,0
2020-05-09,LA,274,0
2020-05-16,LA,212,0
2020-05-23,LA,189,0
2020-05-30,LA,118,0
2020-06-06,LA,139,0
2020-06-13,LA,79,0
2020-06-20,LA,100,0
2020-06-27,LA,86,0
2020-07-04,LA,88,0
2020-07-11,LA,125,0
2020-07-18,LA,106,0
2020-07-25,LA,206,0
