state,USPS,datew,incidI,date
Mississippi,MS,2020-12-12,14489,2020-12-12
Mississippi,MS,2020-12-19,14164,2020-12-19
Mississippi,MS,2020-12-26,12912,2020-12-26
Mississippi,MS,2021-01-02,15254,2021-01-02
Mississippi,MS,2021-01-09,16591,2021-01-09
Mississippi,MS,2021-01-16,14001,2021-01-16
Mississippi,MS,2021-01-23,12154,2021-01-23
Mississippi,MS,2021-01-30,11167,2021-01-30
Mississippi,MS,2021-02-06,6588,2021-02-06
Mississippi,MS,2021-02-13,5564,2021-02-13
Mississippi,MS,2021-02-20,3900,2021-02-20
Mississippi,MS,2021-02-27,3850,2021-02-27
Mississippi,MS,2021-03-06,3228,2021-03-06
Mississippi,MS,2021-03-13,3258,2021-03-13
Mississippi,MS,2021-03-20,2097,2021-03-20
Mississippi,MS,2021-03-27,1744,2021-03-27
Mississippi,MS,2021-04-03,1572,2021-04-03
Mississippi,MS,2021-04-10,1337,2021-04-10
Mississippi,MS,2021-04-17,1647,2021-04-17
Mississippi,MS,2021-04-24,1273,2021-04-24
Mississippi,MS,2021-05-01,1593,2021-05-01
Mississippi,MS,2021-05-08,1324,2021-05-08
Mississippi,MS,2021-05-15,1545,2021-05-15
Mississippi,MS,2021-05-22,1562,2021-05-22
Mississippi,MS,2021-05-29,1134,2021-05-29
Mississippi,MS,2021-06-05,783,2021-06-05
Mississippi,MS,2021-06-12,926,2021-06-12
Mississippi,MS,2021-06-19,833,2021-06-19
Mississippi,MS,2021-06-26,889,2021-06-26
Mississippi,MS,2021-07-03,1349,2021-07-03
Mississippi,MS,2021-07-10,1871,2021-07-10
Mississippi,MS,2021-07-17,2747,2021-07-17
Mississippi,MS,2021-07-24,6376,2021-07-24
Mississippi,MS,2021-07-31,10325,2021-07-31
Mississippi,MS,2021-08-07,14644,2021-08-07
Mississippi,MS,2021-08-14,22998,2021-08-14
Mississippi,MS,2021-08-21,25102,2021-08-21
Mississippi,MS,2021-08-28,21391,2021-08-28
Mississippi,MS,2021-09-04,19223,2021-09-04
Mississippi,MS,2021-09-11,13449,2021-09-11
Mississippi,MS,2021-09-18,13101,2021-09-18
Mississippi,MS,2021-09-25,9489,2021-09-25
Mississippi,MS,2021-10-02,6314,2021-10-02
Mississippi,MS,2021-10-09,5055,2021-10-09
Mississippi,MS,2021-10-16,3519,2021-10-16
Mississippi,MS,2021-10-23,3307,2021-10-23
Mississippi,MS,2021-10-30,3221,2021-10-30
Mississippi,MS,2021-11-06,2237,2021-11-06
Mississippi,MS,2021-11-13,1914,2021-11-13
Mississippi,MS,2021-11-20,2279,2021-11-20
Mississippi,MS,2021-11-27,1884,2021-11-27
Mississippi,MS,2021-12-04,2872,2021-12-04
Mississippi,MS,2021-12-11,3610,2021-12-11
Mississippi,MS,2021-12-18,3341,2021-12-18
Mississippi,MS,2021-12-25,3047,2021-12-25
Mississippi,MS,2022-01-01,18235,2022-01-01
Mississippi,MS,2022-01-08,42810,2022-01-08
Mississippi,MS,2022-01-15,48081,2022-01-15
Mississippi,MS,2022-01-22,46754,2022-01-22
Mississippi,MS,2022-01-29,36284,2022-01-29
Mississippi,MS,2022-02-05,34196,2022-02-05
Mississippi,MS,2022-02-12,24855,2022-02-12
Mississippi,MS,2022-02-19,8811,2022-02-19
Mississippi,MS,2022-02-26,3527,2022-02-26
Mississippi,MS,2022-03-05,2152,2022-03-05
Mississippi,MS,2022-03-12,759,2022-03-12
Mississippi,MS,2022-03-19,983,2022-03-19
Mississippi,MS,2022-03-26,686,2022-03-26
Mississippi,MS,2022-04-02,590,2022-04-02
Mississippi,MS,2022-04-09,939,2022-04-09
Mississippi,MS,2022-04-16,859,2022-04-16
Mississippi,MS,2022-04-23,473,2022-04-23
Mississippi,MS,2022-04-30,665,2022-04-30
Mississippi,MS,2022-05-07,761,2022-05-07
Mississippi,MS,2022-05-14,1686,2022-05-14
Mississippi,MS,2022-05-21,2874,2022-05-21
Mississippi,MS,2022-05-28,2558,2022-05-28
Mississippi,MS,2022-06-04,0,2022-06-04
Mississippi,MS,2022-06-11,6793,2022-06-11
Mississippi,MS,2022-06-18,4739,2022-06-18
Mississippi,MS,2022-06-25,7549,2022-06-25
Mississippi,MS,2022-07-02,6945,2022-07-02
Mississippi,MS,2022-07-09,8931,2022-07-09
Mississippi,MS,2022-07-16,8889,2022-07-16
Mississippi,MS,2022-07-23,10466,2022-07-23
Mississippi,MS,2022-07-30,10114,2022-07-30
Mississippi,MS,2022-08-06,8318,2022-08-06
Mississippi,MS,2022-08-13,8278,2022-08-13
Mississippi,MS,2022-08-20,8710,2022-08-20
Mississippi,MS,2022-08-27,10133,2022-08-27
Mississippi,MS,2022-09-03,8144,2022-09-03
Mississippi,MS,2022-09-10,5825,2022-09-10
Mississippi,MS,2022-09-17,3619,2022-09-17
Mississippi,MS,2022-09-24,3103,2022-09-24
Mississippi,MS,2022-10-01,1869,2022-10-01
Mississippi,MS,2022-10-08,1614,2022-10-08
Mississippi,MS,2022-10-15,1359,2022-10-15
Mississippi,MS,2022-10-22,1269,2022-10-22
Mississippi,MS,2022-10-29,1358,2022-10-29
Mississippi,MS,2022-11-05,1336,2022-11-05
Mississippi,MS,2022-11-12,1369,2022-11-12
Mississippi,MS,2022-11-19,1044,2022-11-19
Mississippi,MS,2022-11-26,0,2022-11-26
Mississippi,MS,2022-12-03,3209,2022-12-03
Mississippi,MS,2022-12-10,3379,2022-12-10
Mississippi,MS,2022-12-17,3255,2022-12-17
Mississippi,MS,2022-12-24,4413,2022-12-24
Mississippi,MS,2022-12-31,4075,2022-12-31
Mississippi,MS,2023-01-07,5778,2023-01-07
Mississippi,MS,2023-01-14,0,2023-01-14
Mississippi,MS,2023-01-21,9662,2023-01-21
Mississippi,MS,2023-01-28,3902,2023-01-28
Mississippi,MS,2023-02-04,3303,2023-02-04
Mississippi,MS,2023-02-11,3230,2023-02-11
Mississippi,MS,2023-02-18,3594,2023-02-18
Mississippi,MS,2023-02-25,2491,2023-02-25
Mississippi,MS,2023-03-04,2177,2023-03-04
Mississippi,MS,2023-03-11,1474,2023-03-11
Missouri,MO,2020-01-25,0,2020-01-25
Missouri,MO,2020-02-01,0,2020-02-01
Missouri,MO,2020-02-08,0,2020-02-08
Missouri,MO,2020-02-15,0,2020-02-15
Missouri,MO,2020-02-22,0,2020-02-22
Missouri,MO,2020-02-29,0,2020-02-29
Missouri,MO,2020-03-07,1,2020-03-07
Missouri,MO,2020-03-14,6,2020-03-14
Missouri,MO,2020-03-21,99,2020-03-21
Missouri,MO,2020-03-28,774,2020-03-28
Missouri,MO,2020-04-04,1572,2020-04-04
Missouri,MO,2020-04-11,1701,2020-04-11
Missouri,MO,2020-04-18,1211,2020-04-18
Missouri,MO,2020-04-25,1316,2020-04-25
Missouri,MO,2020-05-02,1322,2020-05-02
Missouri,MO,2020-05-09,1257,2020-05-09
Missouri,MO,2020-05-16,945,2020-05-16
Missouri,MO,2020-05-23,951,2020-05-23
Missouri,MO,2020-05-30,1063,2020-05-30
Missouri,MO,2020-06-06,1225,2020-06-06
Missouri,MO,2020-06-13,1070,2020-06-13
Missouri,MO,2020-06-20,1672,2020-06-20
Missouri,MO,2020-06-27,2432,2020-06-27
Missouri,MO,2020-07-04,2779,2020-07-04
Missouri,MO,2020-07-11,3778,2020-07-11
Missouri,MO,2020-07-18,4689,2020-07-18
Missouri,MO,2020-07-25,7122,2020-07-25
Missouri,MO,2020-08-01,9261,2020-08-01
Missouri,MO,2020-08-08,5645,2020-08-08
Missouri,MO,2020-08-15,7861,2020-08-15
Missouri,MO,2020-08-22,7157,2020-08-22
Missouri,MO,2020-08-29,7429,2020-08-29
Missouri,MO,2020-09-05,9380,2020-09-05
Missouri,MO,2020-09-12,8709,2020-09-12
Missouri,MO,2020-09-19,10216,2020-09-19
Missouri,MO,2020-09-26,9861,2020-09-26
Missouri,MO,2020-10-03,8110,2020-10-03
Missouri,MO,2020-10-10,12208,2020-10-10
Missouri,MO,2020-10-17,11087,2020-10-17
Missouri,MO,2020-10-24,12137,2020-10-24
Missouri,MO,2020-10-31,15103,2020-10-31
Missouri,MO,2020-11-07,21810,2020-11-07
Missouri,MO,2020-11-14,32518,2020-11-14
Missouri,MO,2020-11-21,27194,2020-11-21
Missouri,MO,2020-11-28,24082,2020-11-28
Missouri,MO,2020-12-05,24705,2020-12-05
Missouri,MO,2020-12-12,23072,2020-12-12
Missouri,MO,2020-12-19,20679,2020-12-19
Missouri,MO,2020-12-26,16541,2020-12-26
Missouri,MO,2021-01-02,18365,2021-01-02
Missouri,MO,2021-01-09,20662,2021-01-09
Missouri,MO,2021-01-16,15544,2021-01-16
Missouri,MO,2021-01-23,11161,2021-01-23
Missouri,MO,2021-01-30,10117,2021-01-30
Missouri,MO,2021-02-06,7738,2021-02-06
Missouri,MO,2021-02-13,5364,2021-02-13
Missouri,MO,2021-02-20,3918,2021-02-20
Missouri,MO,2021-02-27,3640,2021-02-27
Missouri,MO,2021-03-06,2804,2021-03-06
Missouri,MO,2021-03-13,66552,2021-03-13
Missouri,MO,2021-03-20,3551,2021-03-20
Missouri,MO,2021-03-27,3521,2021-03-27
Missouri,MO,2021-04-03,2675,2021-04-03
Missouri,MO,2021-04-10,2310,2021-04-10
Missouri,MO,2021-04-17,1623,2021-04-17
Missouri,MO,2021-04-24,3942,2021-04-24
Missouri,MO,2021-05-01,4065,2021-05-01
Missouri,MO,2021-05-08,3681,2021-05-08
Missouri,MO,2021-05-15,2793,2021-05-15
Missouri,MO,2021-05-22,2755,2021-05-22
Missouri,MO,2021-05-29,2982,2021-05-29
Missouri,MO,2021-06-05,2746,2021-06-05
Missouri,MO,2021-06-12,3397,2021-06-12
Missouri,MO,2021-06-19,4236,2021-06-19
Missouri,MO,2021-06-26,5230,2021-06-26
Missouri,MO,2021-07-03,5766,2021-07-03
Missouri,MO,2021-07-10,9543,2021-07-10
Missouri,MO,2021-07-17,12627,2021-07-17
Missouri,MO,2021-07-24,15645,2021-07-24
Missouri,MO,2021-07-31,16284,2021-07-31
Missouri,MO,2021-08-07,18204,2021-08-07
Missouri,MO,2021-08-14,17561,2021-08-14
Missouri,MO,2021-08-21,15268,2021-08-21
Missouri,MO,2021-08-28,14844,2021-08-28
Missouri,MO,2021-09-04,14930,2021-09-04
Missouri,MO,2021-09-11,13697,2021-09-11
Missouri,MO,2021-09-18,14137,2021-09-18
Missouri,MO,2021-09-25,11760,2021-09-25
Missouri,MO,2021-10-02,10309,2021-10-02
Missouri,MO,2021-10-09,8599,2021-10-09
Missouri,MO,2021-10-16,7239,2021-10-16
Missouri,MO,2021-10-23,6285,2021-10-23
Missouri,MO,2021-10-30,6089,2021-10-30
Missouri,MO,2021-11-06,6998,2021-11-06
Missouri,MO,2021-11-13,8833,2021-11-13
Missouri,MO,2021-11-20,17804,2021-11-20
Missouri,MO,2021-11-27,6533,2021-11-27
Missouri,MO,2021-12-04,20160,2021-12-04
Missouri,MO,2021-12-11,18322,2021-12-11
Missouri,MO,2021-12-18,18229,2021-12-18
Missouri,MO,2021-12-25,14087,2021-12-25
Missouri,MO,2022-01-01,29751,2022-01-01
Missouri,MO,2022-01-08,75763,2022-01-08
Missouri,MO,2022-01-15,77823,2022-01-15
Missouri,MO,2022-01-22,73603,2022-01-22
Missouri,MO,2022-01-29,56768,2022-01-29
Missouri,MO,2022-02-05,30049,2022-02-05
Missouri,MO,2022-02-12,18392,2022-02-12
Missouri,MO,2022-02-19,13184,2022-02-19
Missouri,MO,2022-02-26,6759,2022-02-26
Missouri,MO,2022-03-05,3749,2022-03-05
Missouri,MO,2022-03-12,3027,2022-03-12
Missouri,MO,2022-03-19,1788,2022-03-19
Missouri,MO,2022-03-26,3220,2022-03-26
Missouri,MO,2022-04-02,1704,2022-04-02
Missouri,MO,2022-04-09,5948,2022-04-09
Missouri,MO,2022-04-16,2175,2022-04-16
Missouri,MO,2022-04-23,2933,2022-04-23
Missouri,MO,2022-04-30,3949,2022-04-30
Missouri,MO,2022-05-07,4444,2022-05-07
Missouri,MO,2022-05-14,5798,2022-05-14
Missouri,MO,2022-05-21,8248,2022-05-21
Missouri,MO,2022-05-28,8276,2022-05-28
Missouri,MO,2022-06-04,8924,2022-06-04
Missouri,MO,2022-06-11,10123,2022-06-11
Missouri,MO,2022-06-18,10147,2022-06-18
Missouri,MO,2022-06-25,10739,2022-06-25
Missouri,MO,2022-07-02,12412,2022-07-02
Missouri,MO,2022-07-09,11866,2022-07-09
Missouri,MO,2022-07-16,13820,2022-07-16
Missouri,MO,2022-07-23,13206,2022-07-23
Missouri,MO,2022-07-30,13142,2022-07-30
Missouri,MO,2022-08-06,11102,2022-08-06
Missouri,MO,2022-08-13,11057,2022-08-13
Missouri,MO,2022-08-20,9723,2022-08-20
Missouri,MO,2022-08-27,7894,2022-08-27
Missouri,MO,2022-09-03,8953,2022-09-03
Missouri,MO,2022-09-10,8597,2022-09-10
Missouri,MO,2022-09-17,8797,2022-09-17
Missouri,MO,2022-09-24,6914,2022-09-24
Missouri,MO,2022-10-01,5277,2022-10-01
Missouri,MO,2022-10-08,4832,2022-10-08
Missouri,MO,2022-10-15,4089,2022-10-15
Missouri,MO,2022-10-22,4452,2022-10-22
Missouri,MO,2022-10-29,1279,2022-10-29
Missouri,MO,2022-11-05,6157,2022-11-05
Missouri,MO,2022-11-12,4491,2022-11-12
Missouri,MO,2022-11-19,4330,2022-11-19
Missouri,MO,2022-11-26,4381,2022-11-26
Missouri,MO,2022-12-03,6023,2022-12-03
Missouri,MO,2022-12-10,7242,2022-12-10
Missouri,MO,2022-12-17,7718,2022-12-17
Missouri,MO,2022-12-24,7615,2022-12-24
Missouri,MO,2022-12-31,6612,2022-12-31
Missouri,MO,2023-01-07,6624,2023-01-07
Missouri,MO,2023-01-14,4633,2023-01-14
Missouri,MO,2023-01-21,4589,2023-01-21
Missouri,MO,2023-01-28,3527,2023-01-28
Missouri,MO,2023-02-04,3593,2023-02-04
Missouri,MO,2023-02-11,3564,2023-02-11
Missouri,MO,2023-02-18,4110,2023-02-18
Missouri,MO,2023-02-25,3948,2023-02-25
Missouri,MO,2023-03-04,3442,2023-03-04
Missouri,MO,2023-03-11,3318,2023-03-11
Montana,MT,2020-01-25,0,2020-01-25
Montana,MT,2020-02-01,0,2020-02-01
Montana,MT,2020-02-08,0,2020-02-08
Montana,MT,2020-02-15,0,2020-02-15
Montana,MT,2020-02-22,0,2020-02-22
Montana,MT,2020-02-29,0,2020-02-29
Montana,MT,2020-03-07,0,2020-03-07
Montana,MT,2020-03-14,3,2020-03-14
Montana,MT,2020-03-21,23,2020-03-21
Montana,MT,2020-03-28,103,2020-03-28
Montana,MT,2020-04-04,136,2020-04-04
Montana,MT,2020-04-11,112,2020-04-11
Montana,MT,2020-04-18,49,2020-04-18
Montana,MT,2020-04-25,19,2020-04-25
Montana,MT,2020-05-02,9,2020-05-02
Montana,MT,2020-05-09,4,2020-05-09
Montana,MT,2020-05-16,10,2020-05-16
Montana,MT,2020-05-23,11,2020-05-23
Montana,MT,2020-05-30,25,2020-05-30
Montana,MT,2020-06-06,36,2020-06-06
Montana,MT,2020-06-13,48,2020-06-13
Montana,MT,2020-06-20,109,2020-06-20
Montana,MT,2020-06-27,154,2020-06-27
Montana,MT,2020-07-04,316,2020-07-04
Montana,MT,2020-07-11,509,2020-07-11
Montana,MT,2020-07-18,795,2020-07-18
Montana,MT,2020-07-25,784,2020-07-25
Montana,MT,2020-08-01,826,2020-08-01
Montana,MT,2020-08-08,804,2020-08-08
Montana,MT,2020-08-15,774,2020-08-15
Montana,MT,2020-08-22,715,2020-08-22
Montana,MT,2020-08-29,877,2020-08-29
Montana,MT,2020-09-05,912,2020-09-05
Montana,MT,2020-09-12,762,2020-09-12
Montana,MT,2020-09-19,1238,2020-09-19
Montana,MT,2020-09-26,1744,2020-09-26
Montana,MT,2020-10-03,2448,2020-10-03
Montana,MT,2020-10-10,3763,2020-10-10
Montana,MT,2020-10-17,4107,2020-10-17
Montana,MT,2020-10-24,4912,2020-10-24
Montana,MT,2020-10-31,5630,2020-10-31
Montana,MT,2020-11-07,6046,2020-11-07
Montana,MT,2020-11-14,7109,2020-11-14
Montana,MT,2020-11-21,8620,2020-11-21
Montana,MT,2020-11-28,6303,2020-11-28
Montana,MT,2020-12-05,6225,2020-12-05
Montana,MT,2020-12-12,5532,2020-12-12
Montana,MT,2020-12-19,4059,2020-12-19
Montana,MT,2020-12-26,2769,2020-12-26
Montana,MT,2021-01-02,2512,2021-01-02
Montana,MT,2021-01-09,4141,2021-01-09
Montana,MT,2021-01-16,2973,2021-01-16
Montana,MT,2021-01-23,2355,2021-01-23
Montana,MT,2021-01-30,2350,2021-01-30
Montana,MT,2021-02-06,1955,2021-02-06
Montana,MT,2021-02-13,1574,2021-02-13
Montana,MT,2021-02-20,1349,2021-02-20
Montana,MT,2021-02-27,1193,2021-02-27
Montana,MT,2021-03-06,818,2021-03-06
Montana,MT,2021-03-13,1072,2021-03-13
Montana,MT,2021-03-20,1242,2021-03-20
Montana,MT,2021-03-27,1130,2021-03-27
Montana,MT,2021-04-03,937,2021-04-03
Montana,MT,2021-04-10,1105,2021-04-10
Montana,MT,2021-04-17,946,2021-04-17
Montana,MT,2021-04-24,960,2021-04-24
Montana,MT,2021-05-01,934,2021-05-01
Montana,MT,2021-05-08,892,2021-05-08
Montana,MT,2021-05-15,746,2021-05-15
Montana,MT,2021-05-22,558,2021-05-22
Montana,MT,2021-05-29,611,2021-05-29
Montana,MT,2021-06-05,476,2021-06-05
Montana,MT,2021-06-12,499,2021-06-12
Montana,MT,2021-06-19,407,2021-06-19
Montana,MT,2021-06-26,363,2021-06-26
Montana,MT,2021-07-03,343,2021-07-03
Montana,MT,2021-07-10,367,2021-07-10
Montana,MT,2021-07-17,425,2021-07-17
Montana,MT,2021-07-24,592,2021-07-24
Montana,MT,2021-07-31,1111,2021-07-31
Montana,MT,2021-08-07,1516,2021-08-07
Montana,MT,2021-08-14,1982,2021-08-14
Montana,MT,2021-08-21,2454,2021-08-21
Montana,MT,2021-08-28,3295,2021-08-28
Montana,MT,2021-09-04,3874,2021-09-04
Montana,MT,2021-09-11,4228,2021-09-11
Montana,MT,2021-09-18,5997,2021-09-18
Montana,MT,2021-09-25,6323,2021-09-25
Montana,MT,2021-10-02,5970,2021-10-02
Montana,MT,2021-10-09,6675,2021-10-09
Montana,MT,2021-10-16,5989,2021-10-16
Montana,MT,2021-10-23,5898,2021-10-23
Montana,MT,2021-10-30,5280,2021-10-30
Montana,MT,2021-11-06,4605,2021-11-06
Montana,MT,2021-11-13,3942,2021-11-13
Montana,MT,2021-11-20,3619,2021-11-20
Montana,MT,2021-11-27,2058,2021-11-27
Montana,MT,2021-12-04,2165,2021-12-04
Montana,MT,2021-12-11,1481,2021-12-11
Montana,MT,2021-12-18,1047,2021-12-18
Montana,MT,2021-12-25,905,2021-12-25
Montana,MT,2022-01-01,2055,2022-01-01
Montana,MT,2022-01-08,5139,2022-01-08
Montana,MT,2022-01-15,9215,2022-01-15
Montana,MT,2022-01-22,10015,2022-01-22
Montana,MT,2022-01-29,16708,2022-01-29
Montana,MT,2022-02-05,11228,2022-02-05
Montana,MT,2022-02-12,6600,2022-02-12
Montana,MT,2022-02-19,5090,2022-02-19
Montana,MT,2022-02-26,4072,2022-02-26
Montana,MT,2022-03-05,5233,2022-03-05
Montana,MT,2022-03-12,609,2022-03-12
Montana,MT,2022-03-19,469,2022-03-19
Montana,MT,2022-03-26,292,2022-03-26
Montana,MT,2022-04-02,223,2022-04-02
Montana,MT,2022-04-09,226,2022-04-09
Montana,MT,2022-04-16,265,2022-04-16
Montana,MT,2022-04-23,373,2022-04-23
Montana,MT,2022-04-30,494,2022-04-30
Montana,MT,2022-05-07,623,2022-05-07
Montana,MT,2022-05-14,514,2022-05-14
Montana,MT,2022-05-21,1080,2022-05-21
Montana,MT,2022-05-28,1305,2022-05-28
Montana,MT,2022-06-04,0,2022-06-04
Montana,MT,2022-06-11,3468,2022-06-11
Montana,MT,2022-06-18,2088,2022-06-18
Montana,MT,2022-06-25,1963,2022-06-25
Montana,MT,2022-07-02,2127,2022-07-02
Montana,MT,2022-07-09,2199,2022-07-09
Montana,MT,2022-07-16,2682,2022-07-16
Montana,MT,2022-07-23,2315,2022-07-23
Montana,MT,2022-07-30,2259,2022-07-30
Montana,MT,2022-08-06,2146,2022-08-06
Montana,MT,2022-08-13,1862,2022-08-13
Montana,MT,2022-08-20,1848,2022-08-20
Montana,MT,2022-08-27,1714,2022-08-27
Montana,MT,2022-09-03,1392,2022-09-03
Montana,MT,2022-09-10,1148,2022-09-10
Montana,MT,2022-09-17,1314,2022-09-17
Montana,MT,2022-09-24,1430,2022-09-24
Montana,MT,2022-10-01,1279,2022-10-01
Montana,MT,2022-10-08,1099,2022-10-08
Montana,MT,2022-10-15,0,2022-10-15
Montana,MT,2022-10-22,1979,2022-10-22
Montana,MT,2022-10-29,752,2022-10-29
Montana,MT,2022-11-05,860,2022-11-05
Montana,MT,2022-11-12,0,2022-11-12
Montana,MT,2022-11-19,1713,2022-11-19
Montana,MT,2022-11-26,955,2022-11-26
Montana,MT,2022-12-03,934,2022-12-03
Montana,MT,2022-12-10,0,2022-12-10
Montana,MT,2022-12-17,2221,2022-12-17
Montana,MT,2022-12-24,1024,2022-12-24
Montana,MT,2022-12-31,786,2022-12-31
Montana,MT,2023-01-07,897,2023-01-07
Montana,MT,2023-01-14,768,2023-01-14
Montana,MT,2023-01-21,508,2023-01-21
Montana,MT,2023-01-28,525,2023-01-28
Montana,MT,2023-02-04,602,2023-02-04
Montana,MT,2023-02-11,820,2023-02-11
Montana,MT,2023-02-18,702,2023-02-18
Montana,MT,2023-02-25,791,2023-02-25
Montana,MT,2023-03-04,719,2023-03-04
Montana,MT,2023-03-11,0,2023-03-11
Nebraska,NE,2020-01-25,0,2020-01-25
Nebraska,NE,2020-02-01,0,2020-02-01
Nebraska,NE,2020-02-08,0,2020-02-08
Nebraska,NE,2020-02-15,0,2020-02-15
Nebraska,NE,2020-02-22,0,2020-02-22
Nebraska,NE,2020-02-29,0,2020-02-29
Nebraska,NE,2020-03-07,1,2020-03-07
Nebraska,NE,2020-03-14,17,2020-03-14
Nebraska,NE,2020-03-21,20,2020-03-21
Nebraska,NE,2020-03-28,57,2020-03-28
Nebraska,NE,2020-04-04,225,2020-04-04
Nebraska,NE,2020-04-11,378,2020-04-11
Nebraska,NE,2020-04-18,491,2020-04-18
Nebraska,NE,2020-04-25,1523,2020-04-25
Nebraska,NE,2020-05-02,2601,2020-05-02
Nebraska,NE,2020-05-09,2778,2020-05-09
Nebraska,NE,2020-05-16,1960,2020-05-16
Nebraska,NE,2020-05-23,1738,2020-05-23
Nebraska,NE,2020-05-30,1897,2020-05-30
Nebraska,NE,2020-06-06,1667,2020-06-06
Nebraska,NE,2020-06-13,1103,2020-06-13
Nebraska,NE,2020-06-20,1065,2020-06-20
Nebraska,NE,2020-06-27,1076,2020-06-27
Nebraska,NE,2020-07-04,1056,2020-07-04
Nebraska,NE,2020-07-11,1224,2020-07-11
Nebraska,NE,2020-07-18,1483,2020-07-18
Nebraska,NE,2020-07-25,1900,2020-07-25
Nebraska,NE,2020-08-01,1994,2020-08-01
Nebraska,NE,2020-08-08,1849,2020-08-08
Nebraska,NE,2020-08-15,1982,2020-08-15
Nebraska,NE,2020-08-22,1523,2020-08-22
Nebraska,NE,2020-08-29,2021,2020-08-29
Nebraska,NE,2020-09-05,2034,2020-09-05
Nebraska,NE,2020-09-12,2298,2020-09-12
Nebraska,NE,2020-09-19,2638,2020-09-19
Nebraska,NE,2020-09-26,2727,2020-09-26
Nebraska,NE,2020-10-03,3741,2020-10-03
Nebraska,NE,2020-10-10,4415,2020-10-10
Nebraska,NE,2020-10-17,5444,2020-10-17
Nebraska,NE,2020-10-24,5850,2020-10-24
Nebraska,NE,2020-10-31,7429,2020-10-31
Nebraska,NE,2020-11-07,11507,2020-11-07
Nebraska,NE,2020-11-14,14336,2020-11-14
Nebraska,NE,2020-11-21,16052,2020-11-21
Nebraska,NE,2020-11-28,12215,2020-11-28
Nebraska,NE,2020-12-05,13167,2020-12-05
Nebraska,NE,2020-12-12,9048,2020-12-12
Nebraska,NE,2020-12-19,7698,2020-12-19
Nebraska,NE,2020-12-26,5895,2020-12-26
Nebraska,NE,2021-01-02,6875,2021-01-02
Nebraska,NE,2021-01-09,7322,2021-01-09
Nebraska,NE,2021-01-16,5261,2021-01-16
Nebraska,NE,2021-01-23,5907,2021-01-23
Nebraska,NE,2021-01-30,3679,2021-01-30
Nebraska,NE,2021-02-06,2838,2021-02-06
Nebraska,NE,2021-02-13,3271,2021-02-13
Nebraska,NE,2021-02-20,1723,2021-02-20
Nebraska,NE,2021-02-27,1970,2021-02-27
Nebraska,NE,2021-03-06,1916,2021-03-06
Nebraska,NE,2021-03-13,1766,2021-03-13
Nebraska,NE,2021-03-20,1721,2021-03-20
Nebraska,NE,2021-03-27,2018,2021-03-27
Nebraska,NE,2021-04-03,3360,2021-04-03
Nebraska,NE,2021-04-10,2424,2021-04-10
Nebraska,NE,2021-04-17,2252,2021-04-17
Nebraska,NE,2021-04-24,2275,2021-04-24
Nebraska,NE,2021-05-01,1464,2021-05-01
Nebraska,NE,2021-05-08,1308,2021-05-08
Nebraska,NE,2021-05-15,948,2021-05-15
Nebraska,NE,2021-05-22,569,2021-05-22
Nebraska,NE,2021-05-29,245,2021-05-29
Nebraska,NE,2021-06-05,0,2021-06-05
Nebraska,NE,2021-06-12,0,2021-06-12
Nebraska,NE,2021-06-19,0,2021-06-19
Nebraska,NE,2021-06-26,0,2021-06-26
Nebraska,NE,2021-07-03,0,2021-07-03
Nebraska,NE,2021-07-10,0,2021-07-10
Nebraska,NE,2021-07-17,0,2021-07-17
Nebraska,NE,2021-07-24,0,2021-07-24
Nebraska,NE,2021-07-31,0,2021-07-31
Nebraska,NE,2021-08-07,0,2021-08-07
Nebraska,NE,2021-08-14,0,2021-08-14
Nebraska,NE,2021-08-21,0,2021-08-21
Nebraska,NE,2021-08-28,0,2021-08-28
Nebraska,NE,2021-09-04,0,2021-09-04
Nebraska,NE,2021-09-11,0,2021-09-11
Nebraska,NE,2021-09-18,0,2021-09-18
Nebraska,NE,2021-09-25,39156,2021-09-25
Nebraska,NE,2021-10-02,4552,2021-10-02
Nebraska,NE,2021-10-09,4426,2021-10-09
Nebraska,NE,2021-10-16,4112,2021-10-16
Nebraska,NE,2021-10-23,3271,2021-10-23
Nebraska,NE,2021-10-30,3309,2021-10-30
Nebraska,NE,2021-11-06,5025,2021-11-06
Nebraska,NE,2021-11-13,7848,2021-11-13
Nebraska,NE,2021-11-20,6153,2021-11-20
Nebraska,NE,2021-11-27,3897,2021-11-27
Nebraska,NE,2021-12-04,8530,2021-12-04
Nebraska,NE,2021-12-11,6944,2021-12-11
Nebraska,NE,2021-12-18,5438,2021-12-18
Nebraska,NE,2021-12-25,4435,2021-12-25
Nebraska,NE,2022-01-01,7210,2022-01-01
Nebraska,NE,2022-01-08,17422,2022-01-08
Nebraska,NE,2022-01-15,27683,2022-01-15
Nebraska,NE,2022-01-22,28903,2022-01-22
Nebraska,NE,2022-01-29,21941,2022-01-29
Nebraska,NE,2022-02-05,10126,2022-02-05
Nebraska,NE,2022-02-12,4809,2022-02-12
Nebraska,NE,2022-02-19,1969,2022-02-19
Nebraska,NE,2022-02-26,987,2022-02-26
Nebraska,NE,2022-03-05,20518,2022-03-05
Nebraska,NE,2022-03-12,784,2022-03-12
Nebraska,NE,2022-03-19,549,2022-03-19
Nebraska,NE,2022-03-26,315,2022-03-26
Nebraska,NE,2022-04-02,550,2022-04-02
Nebraska,NE,2022-04-09,271,2022-04-09
