,date,USPS,out,diff,low_date,Problem,Correction,,,,
1371,3/6/2021,DC,,,1/25/2000,,,,,,
1372,3/13/2021,DC,,,1/25/2000,,,,,,
1373,3/20/2021,DC,,,1/25/2000,,,,,,
1374,3/27/2021,DC,,,1/25/2000,,,,,,
1375,4/3/2021,DC,,,1/25/2000,,,,,,
1376,4/10/2021,DC,,,1/25/2000,,,,,,
1377,4/17/2021,DC,,,1/25/2000,,,,,,
1378,4/24/2021,DC,,,1/25/2000,,,,,,
1379,5/1/2021,DC,,,1/25/2000,,,,,,
1380,5/8/2021,DC,,,1/25/2000,,,,,,
1381,5/15/2021,DC,,,1/25/2000,,,,,,
1382,5/22/2021,DC,,,1/25/2000,,,,,,
1383,5/29/2021,DC,,,1/25/2000,,,,,,
1384,6/5/2021,DC,,,1/25/2000,,,,,,
1385,6/12/2021,DC,,,1/25/2000,,,,,,
1386,6/19/2021,DC,,,1/25/2000,,,,,,
1387,6/26/2021,DC,,,1/25/2000,,,,,,
1388,7/3/2021,DC,,,1/25/2000,,,,,,
1389,7/10/2021,DC,,,1/25/2000,,,,,,
1390,7/17/2021,DC,,,1/25/2000,,,,,,
1391,7/24/2021,DC,,,1/25/2000,,,,,,
1392,7/31/2021,DC,,,1/25/2000,,,,,,
1393,8/7/2021,DC,,,1/25/2000,,,,,,
1394,8/14/2021,DC,,,1/25/2000,,,,,,
1395,8/21/2021,DC,,,1/25/2000,,,,,,
1396,8/28/2021,DC,,,1/25/2000,,,,,,
1397,9/4/2021,DC,,,1/25/2000,,,,,,
1398,9/11/2021,DC,,,1/25/2000,,,,,,
1399,9/18/2021,DC,,,1/25/2000,,,,,,
1400,9/25/2021,DC,,,1/25/2000,,,,,,
1401,10/2/2021,DC,,,1/25/2000,,,,,,
1402,10/9/2021,DC,,,1/25/2000,,,,,,
1403,10/16/2021,DC,,,1/25/2000,,,,,,
1404,10/23/2021,DC,,,1/25/2000,,,,,,
1405,10/30/2021,DC,,,1/25/2000,,,,,,
1406,11/6/2021,DC,,,1/25/2000,,,,,,
1407,11/13/2021,DC,,,1/25/2000,,,,,,
1408,11/20/2021,DC,,,1/25/2000,,,,,,
1409,11/27/2021,DC,,,1/25/2000,,,,,,
1410,12/4/2021,DC,,,1/25/2000,,,,,,
1411,12/11/2021,DC,,,1/25/2000,,,,,,
1412,12/18/2021,DC,,,1/25/2000,,,,,,
1413,12/25/2021,DC,,,1/25/2000,,,,,,
1414,1/1/2022,DC,,,1/25/2000,,,,,,
1415,1/8/2022,DC,,,1/25/2000,,,,,,
1416,1/15/2022,DC,,,1/25/2000,,,,,,
1417,1/22/2022,DC,,,1/25/2000,,,,,,
1418,1/29/2022,DC,,,1/25/2000,,,,,,
1419,2/5/2022,DC,,,1/25/2000,,,,,,
1420,2/12/2022,DC,,,1/25/2000,,,,,,
1421,2/19/2022,DC,,,1/25/2000,,,,,,
1422,2/26/2022,DC,,,1/25/2000,,,,,,
1423,3/5/2022,DC,,,1/25/2000,,,,,,
1424,3/12/2022,DC,,,1/25/2000,,,,,,
1425,3/19/2022,DC,,,1/25/2000,,,,,,
1426,3/26/2022,DC,,,1/25/2000,,,,,,
1427,4/2/2022,DC,,,1/25/2000,,,,,,
1428,4/9/2022,DC,,,1/25/2000,,,,,,
1429,4/16/2022,DC,,,1/25/2000,,,,,,
1430,4/23/2022,DC,,,1/25/2000,,,,,,
1431,4/30/2022,DC,,,1/25/2000,,,,,,
1432,5/7/2022,DC,,,1/25/2000,,,,,,
1433,5/14/2022,DC,,,1/25/2000,,,,,,
1434,5/21/2022,DC,,,1/25/2000,,,,,,
1435,5/28/2022,DC,,,1/25/2000,,,,,,
1436,6/4/2022,DC,,,1/25/2000,,,,,,
1437,6/11/2022,DC,,,1/25/2000,,,,,,
1438,6/18/2022,DC,,,1/25/2000,,,,,,
1439,6/25/2022,DC,,,1/25/2000,,,,,,
1440,7/2/2022,DC,,,1/25/2000,,,,,,
1441,7/9/2022,DC,,,1/25/2000,,,,,,
1442,7/16/2022,DC,,,1/25/2000,,,,,,
1443,7/23/2022,DC,,,1/25/2000,,,,,,
1444,7/30/2022,DC,,,1/25/2000,,,,,,
1445,8/6/2022,DC,,,1/25/2000,,,,,,
1446,8/13/2022,DC,,,1/25/2000,,,,,,
1447,8/20/2022,DC,,,1/25/2000,,,,,,
1448,8/27/2022,DC,,,1/25/2000,,,,,,
1449,9/3/2022,DC,,,1/25/2000,,,,,,
1450,9/10/2022,DC,,,1/25/2000,,,,,,
1451,9/17/2022,DC,,,1/25/2000,,,,,,
1452,9/24/2022,DC,,,1/25/2000,,,,,,
1453,10/1/2022,DC,,,1/25/2000,,,,,,
1454,10/8/2022,DC,,,1/25/2000,,,,,,
1455,10/15/2022,DC,,,1/25/2000,,,,,,
1456,10/22/2022,DC,,,1/25/2000,,,,,,
1457,10/29/2022,DC,,,1/25/2000,,,,,,
1458,11/5/2022,DC,,,1/25/2000,,,,,,
1459,11/12/2022,DC,,,1/25/2000,,,,,,
1460,11/19/2022,DC,,,1/25/2000,,,,,,
1461,11/26/2022,DC,,,1/25/2000,,,,,,
1462,12/3/2022,DC,,,1/25/2000,,,,,,
1463,12/10/2022,DC,,,1/25/2000,,,,,,
1464,12/17/2022,DC,,,1/25/2000,,,,,,
1465,12/24/2022,DC,,,1/25/2000,,,,,,
1466,12/31/2022,DC,,,1/25/2000,,,,,,
1467,1/7/2023,DC,,,1/25/2000,,,,,,
1468,1/14/2023,DC,,,1/25/2000,,,,,,
1469,1/21/2023,DC,,,1/25/2000,,,,,,
1470,1/28/2023,DC,,,1/25/2000,,,,,,
1471,2/4/2023,DC,,,1/25/2000,,,,,,
1472,2/11/2023,DC,,,1/25/2000,,,,,,
1473,2/18/2023,DC,,,1/25/2000,,,,,,
1474,2/25/2023,DC,,,1/25/2000,,,,,,
1475,3/4/2023,DC,,,1/25/2000,,,,,,
1476,3/11/2023,DC,,,1/25/2000,,,,,,
1477,1/25/2020,FL,,,1/25/2000,,,,,,
1478,2/1/2020,FL,,,1/25/2000,,,,,,
1479,2/8/2020,FL,,,1/25/2000,,,,,,
1480,2/15/2020,FL,,,1/25/2000,,,,,,
1481,2/22/2020,FL,,,1/25/2000,,,,,,
1482,2/29/2020,FL,,,1/25/2000,,,,,,
1483,3/7/2020,FL,,,1/25/2000,,,,,,
1484,3/14/2020,FL,,,1/25/2000,,,,,,
1485,3/21/2020,FL,,,1/25/2000,,,,,,
1486,3/28/2020,FL,,,1/25/2000,,,,,,
1487,4/4/2020,FL,,,1/25/2000,,,,,,
1488,4/11/2020,FL,,,1/25/2000,,,,,,
1489,4/18/2020,FL,,,1/25/2000,,,,,,
1490,4/25/2020,FL,,,1/25/2000,,,,,,
1491,5/2/2020,FL,,,1/25/2000,,,,,,
1492,5/9/2020,FL,,,1/25/2000,,,,,,
1493,5/16/2020,FL,,,1/25/2000,,,,,,
1494,5/23/2020,FL,,,1/25/2000,,,,,,
1495,5/30/2020,FL,,,1/25/2000,,,,,,
1496,6/6/2020,FL,,,1/25/2000,,,,,,
1497,6/13/2020,FL,,,1/25/2000,,,,,,
1498,6/20/2020,FL,,,1/25/2000,,,,,,
1499,6/27/2020,FL,,,1/25/2000,,,,,,
1500,7/4/2020,FL,,,1/25/2000,,,,,,
1501,7/11/2020,FL,,,1/25/2000,,,,,,
1502,7/18/2020,FL,,,1/25/2000,,,,,,
1503,7/25/2020,FL,,,1/25/2000,,,,,,
1504,8/1/2020,FL,,,1/25/2000,,,,,,
1505,8/8/2020,FL,,,1/25/2000,,,,,,
1506,8/15/2020,FL,,,1/25/2000,,,,,,
1507,8/22/2020,FL,,,1/25/2000,,,,,,
1508,8/29/2020,FL,,,1/25/2000,,,,,,
1509,9/5/2020,FL,,,1/25/2000,,,,,,
1510,9/12/2020,FL,,,1/25/2000,,,,,,
1511,9/19/2020,FL,,,1/25/2000,,,,,,
1512,9/26/2020,FL,,,1/25/2000,,,,,,
1513,10/3/2020,FL,,,1/25/2000,,,,,,
1514,10/10/2020,FL,,,1/25/2000,,,,,,
1515,10/17/2020,FL,,,1/25/2000,,,,,,
1516,10/24/2020,FL,,,1/25/2000,,,,,,
1517,10/31/2020,FL,,,1/25/2000,,,,,,
1518,11/7/2020,FL,,,1/25/2000,,,,,,
1519,11/14/2020,FL,,,1/25/2000,,,,,,
1520,11/21/2020,FL,,,1/25/2000,,,,,,
1521,11/28/2020,FL,,,1/25/2000,,,,,,
1522,12/5/2020,FL,,,1/25/2000,,,,,,
1523,12/12/2020,FL,,,1/25/2000,,,,,,
1524,12/19/2020,FL,,,1/25/2000,,,,,,
1525,12/26/2020,FL,,,1/25/2000,,,,,,
1526,1/2/2021,FL,,,1/25/2000,,,,,,
1527,1/9/2021,FL,,,1/25/2000,,,,,,
1528,1/16/2021,FL,,,1/25/2000,,,,,,
1529,1/23/2021,FL,,,1/25/2000,,,,,,
1530,1/30/2021,FL,,,1/25/2000,,,,,,
1531,2/6/2021,FL,,,1/25/2000,,,,,,
1532,2/13/2021,FL,,,1/25/2000,,,,,,
1533,2/20/2021,FL,,,1/25/2000,,,,,,
1534,2/27/2021,FL,,,1/25/2000,,,,,,
1535,3/6/2021,FL,,,1/25/2000,,,,,,
1536,3/13/2021,FL,,,1/25/2000,,,,,,
1537,3/20/2021,FL,,,1/25/2000,,,,,,
1538,3/27/2021,FL,,,1/25/2000,,,,,,
1539,4/3/2021,FL,,,1/25/2000,,,,,,
1540,4/10/2021,FL,,,1/25/2000,,,,,,
1541,4/17/2021,FL,,,1/25/2000,,,,,,
1542,4/24/2021,FL,,,1/25/2000,,,,,,
1543,5/1/2021,FL,,,1/25/2000,,,,,,
1544,5/8/2021,FL,,,1/25/2000,,,,,,
1545,5/15/2021,FL,,,1/25/2000,,,,,,
1546,5/22/2021,FL,,,1/25/2000,,,,,,
1547,5/29/2021,FL,,,1/25/2000,,,,,,
1548,6/5/2021,FL,,,1/25/2000,,,,,,
1549,6/12/2021,FL,,,1/25/2000,,,,,,
1550,6/19/2021,FL,,,1/25/2000,,,,,,
1551,6/26/2021,FL,,,1/25/2000,,,,,,
1552,7/3/2021,FL,,,1/25/2000,,,,,,
1553,7/10/2021,FL,,,1/25/2000,,,,,,
1554,7/17/2021,FL,,,1/25/2000,,,,,,
1555,7/24/2021,FL,,,1/25/2000,,,,,,
1556,7/31/2021,FL,,,1/25/2000,,,,,,
1557,8/7/2021,FL,,,1/25/2000,,,,,,
1558,8/14/2021,FL,,,1/25/2000,,,,,,
1559,8/21/2021,FL,,,1/25/2000,,,,,,
1560,8/28/2021,FL,,,1/25/2000,,,,,,
1561,9/4/2021,FL,,,1/25/2000,,,,,,
1562,9/11/2021,FL,,,1/25/2000,,,,,,
1563,9/18/2021,FL,,,1/25/2000,,,,,,
1564,9/25/2021,FL,,,1/25/2000,,,,,,
1565,10/2/2021,FL,,,1/25/2000,,,,,,
1566,10/9/2021,FL,,,1/25/2000,,,,,,
1567,10/16/2021,FL,,,1/25/2000,,,,,,
1568,10/23/2021,FL,,,1/25/2000,,,,,,
1569,10/30/2021,FL,,,1/25/2000,,,,,,
1570,11/6/2021,FL,,,1/25/2000,,,,,,
1571,11/13/2021,FL,,,1/25/2000,,,,,,
1572,11/20/2021,FL,,,1/25/2000,,,,,,
1573,11/27/2021,FL,,,1/25/2000,,,,,,
1574,12/4/2021,FL,,,1/25/2000,,,,,,
1575,12/11/2021,FL,,,1/25/2000,,,,,,
1576,12/18/2021,FL,,,1/25/2000,,,,,,
1577,12/25/2021,FL,,,1/25/2000,,,,,,
1578,1/1/2022,FL,,,1/25/2000,,,,,,
1579,1/8/2022,FL,,,1/25/2000,,,,,,
1580,1/15/2022,FL,,,1/25/2000,,,,,,
1581,1/22/2022,FL,,,1/25/2000,,,,,,
1582,1/29/2022,FL,,,1/25/2000,,,,,,
1583,2/5/2022,FL,,,1/25/2000,,,,,,
1584,2/12/2022,FL,,,1/25/2000,,,,,,
1585,2/19/2022,FL,,,1/25/2000,,,,,,
1586,2/26/2022,FL,,,1/25/2000,,,,,,
1587,3/5/2022,FL,,,1/25/2000,,,,,,
1588,3/12/2022,FL,,,1/25/2000,,,,,,
1589,3/19/2022,FL,,,1/25/2000,,,,,,
1590,3/26/2022,FL,,,1/25/2000,,,,,,
1591,4/2/2022,FL,,,1/25/2000,,,,,,
1592,4/9/2022,FL,,,1/25/2000,,,,,,
1593,4/16/2022,FL,,,1/25/2000,,,,,,
1594,4/23/2022,FL,,,1/25/2000,,,,,,
1595,4/30/2022,FL,,,1/25/2000,,,,,,
1596,5/7/2022,FL,,,1/25/2000,,,,,,
1597,5/14/2022,FL,,,1/25/2000,,,,,,
1598,5/21/2022,FL,,,1/25/2000,,,,,,
1599,5/28/2022,FL,,,1/25/2000,,,,,,
1600,6/4/2022,FL,,,1/25/2000,,,,,,
1601,6/11/2022,FL,,,1/25/2000,,,,,,
1602,6/18/2022,FL,,,1/25/2000,,,,,,
1603,6/25/2022,FL,,,1/25/2000,,,,,,
1604,7/2/2022,FL,,,1/25/2000,,,,,,
1605,7/9/2022,FL,,,1/25/2000,,,,,,
1606,7/16/2022,FL,,,1/25/2000,,,,,,
1607,7/23/2022,FL,,,1/25/2000,,,,,,
1608,7/30/2022,FL,,,1/25/2000,,,,,,
1609,8/6/2022,FL,,,1/25/2000,,,,,,
1610,8/13/2022,FL,,,1/25/2000,,,,,,
1611,8/20/2022,FL,,,1/25/2000,,,,,,
1612,8/27/2022,FL,,,1/25/2000,,,,,,
1613,9/3/2022,FL,,,1/25/2000,,,,,,
1614,9/10/2022,FL,,,1/25/2000,,,,,,
1615,9/17/2022,FL,,,1/25/2000,,,,,,
1616,9/24/2022,FL,,,1/25/2000,,,,,,
1617,10/1/2022,FL,,,1/25/2000,,,,,,
1618,10/8/2022,FL,,,1/25/2000,,,,,,
1619,10/15/2022,FL,,,1/25/2000,,,,,,
1620,10/22/2022,FL,,,1/25/2000,,,,,,
1621,10/29/2022,FL,,,1/25/2000,,,,,,
1622,11/5/2022,FL,,,1/25/2000,,,,,,
1623,11/12/2022,FL,,,1/25/2000,,,,,,
1624,11/19/2022,FL,,,1/25/2000,,,,,,
1625,11/26/2022,FL,,,1/25/2000,,,,,,
1626,12/3/2022,FL,,,1/25/2000,,,,,,
1627,12/10/2022,FL,,,1/25/2000,,,,,,
1628,12/17/2022,FL,,,1/25/2000,,,,,,
1629,12/24/2022,FL,,,1/25/2000,,,,,,
1630,12/31/2022,FL,,,1/25/2000,,,,,,
1631,1/7/2023,FL,,,1/25/2000,,,,,,
1632,1/14/2023,FL,,,1/25/2000,,,,,,
1633,1/21/2023,FL,,,1/25/2000,,,,,,
1634,1/28/2023,FL,,,1/25/2000,,,,,,
1635,2/4/2023,FL,,,1/25/2000,,,,,,
1636,2/11/2023,FL,,,1/25/2000,,,,,,
1637,2/18/2023,FL,,,1/25/2000,,,,,,
1638,2/25/2023,FL,,,1/25/2000,,,,,,
1639,3/4/2023,FL,,,1/25/2000,,,,,,
1640,3/11/2023,FL,,,1/25/2000,,,,,,
1641,1/25/2020,GA,,,1/25/2000,,,,,,
1642,2/1/2020,GA,,,1/25/2000,,,,,,
1643,2/8/2020,GA,,,1/25/2000,,,,,,
1644,2/15/2020,GA,,,1/25/2000,,,,,,
1645,2/22/2020,GA,,,1/25/2000,,,,,,
1646,2/29/2020,GA,,,1/25/2000,,,,,,
1647,3/7/2020,GA,,,1/25/2000,,,,,,
1648,3/14/2020,GA,,,1/25/2000,,,,,,
1649,3/21/2020,GA,,,1/25/2000,,,,,,
1650,3/28/2020,GA,,,1/25/2000,,,,,,
1651,4/4/2020,GA,,,1/25/2000,,,,,,
1652,4/11/2020,GA,,,1/25/2000,,,,,,
1653,4/18/2020,GA,,,1/25/2000,,,,,,
1654,4/25/2020,GA,,,1/25/2000,,,,,,
1655,5/2/2020,GA,,,1/25/2000,,,,,,
1656,5/9/2020,GA,,,1/25/2000,,,,,,
1657,5/16/2020,GA,,,1/25/2000,,,,,,
1658,5/23/2020,GA,,,1/25/2000,,,,,,
1659,5/30/2020,GA,,,1/25/2000,,,,,,
1660,6/6/2020,GA,,,1/25/2000,,,,,,
1661,6/13/2020,GA,,,1/25/2000,,,,,,
1662,6/20/2020,GA,,,1/25/2000,,,,,,
1663,6/27/2020,GA,,,1/25/2000,,,,,,
1664,7/4/2020,GA,,,1/25/2000,,,,,,
1665,7/11/2020,GA,,,1/25/2000,,,,,,
1666,7/18/2020,GA,,,1/25/2000,,,,,,
1667,7/25/2020,GA,,,1/25/2000,,,,,,
1668,8/1/2020,GA,,,1/25/2000,,,,,,
1669,8/8/2020,GA,,,1/25/2000,,,,,,
1670,8/15/2020,GA,,,1/25/2000,,,,,,
1671,8/22/2020,GA,,,1/25/2000,,,,,,
1672,8/29/2020,GA,,,1/25/2000,,,,,,
1673,9/5/2020,GA,,,1/25/2000,,,,,,
1674,9/12/2020,GA,,,1/25/2000,,,,,,
1675,9/19/2020,GA,,,1/25/2000,,,,,,
1676,9/26/2020,GA,,,1/25/2000,,,,,,
1677,10/3/2020,GA,,,1/25/2000,,,,,,
1678,10/10/2020,GA,,,1/25/2000,,,,,,
1679,10/17/2020,GA,,,1/25/2000,,,,,,
1680,10/24/2020,GA,,,1/25/2000,,,,,,
1681,10/31/2020,GA,,,1/25/2000,,,,,,
1682,11/7/2020,GA,,,1/25/2000,450 probable deaths to back distribute,,,,,
1683,11/14/2020,GA,,,1/25/2000,,Probable deaths back distributed to November 3,,,,
1684,11/21/2020,GA,,,1/25/2000,,,,,,
1685,11/28/2020,GA,,,1/25/2000,,,,,,
1686,12/5/2020,GA,,,1/25/2000,,,,,,
1687,12/12/2020,GA,,,1/25/2000,,,,,,
1688,12/19/2020,GA,,,1/25/2000,,,,,,
1689,12/26/2020,GA,,,1/25/2000,,,,,,
1690,1/2/2021,GA,,,1/25/2000,,,,,,
1691,1/9/2021,GA,,,1/25/2000,,,,,,
1692,1/16/2021,GA,,,1/25/2000,,,,,,
1693,1/23/2021,GA,,,1/25/2000,,,,,,
1694,1/30/2021,GA,,,1/25/2000,,,,,,
1695,2/6/2021,GA,,,1/25/2000,,,,,,
1696,2/13/2021,GA,,,1/25/2000,,,,,,
1697,2/20/2021,GA,,,1/25/2000,,,,,,
1698,2/27/2021,GA,,,1/25/2000,,,,,,
1699,3/6/2021,GA,,,1/25/2000,,,,,,
1700,3/13/2021,GA,,,1/25/2000,,,,,,
1701,3/20/2021,GA,,,1/25/2000,,,,,,
1702,3/27/2021,GA,,,1/25/2000,,,,,,
1703,4/3/2021,GA,,,1/25/2000,,,,,,
1704,4/10/2021,GA,,,1/25/2000,,,,,,
1705,4/17/2021,GA,,,1/25/2000,,,,,,
1706,4/24/2021,GA,,,1/25/2000,,,,,,
1707,5/1/2021,GA,,,1/25/2000,,,,,,
1708,5/8/2021,GA,,,1/25/2000,,,,,,
1709,5/15/2021,GA,,,1/25/2000,,,,,,
1710,5/22/2021,GA,,,1/25/2000,,,,,,
1711,5/29/2021,GA,,,1/25/2000,,,,,,
1712,6/5/2021,GA,,,1/25/2000,,,,,,
1713,6/12/2021,GA,,,1/25/2000,,,,,,
1714,6/19/2021,GA,,,1/25/2000,,,,,,
1715,6/26/2021,GA,,,1/25/2000,,,,,,
1716,7/3/2021,GA,,,1/25/2000,,,,,,
1717,7/10/2021,GA,,,1/25/2000,,,,,,
1718,7/17/2021,GA,,,1/25/2000,,,,,,
1719,7/24/2021,GA,,,1/25/2000,,,,,,
1720,7/31/2021,GA,,,1/25/2000,,,,,,
1721,8/7/2021,GA,,,1/25/2000,,,,,,
1722,8/14/2021,GA,,,1/25/2000,,,,,,
1723,8/21/2021,GA,,,1/25/2000,,,,,,
1724,8/28/2021,GA,,,1/25/2000,,,,,,
1725,9/4/2021,GA,,,1/25/2000,,,,,,
1726,9/11/2021,GA,,,1/25/2000,,,,,,
1727,9/18/2021,GA,,,1/25/2000,,,,,,
1728,9/25/2021,GA,,,1/25/2000,,,,,,
1729,10/2/2021,GA,,,1/25/2000,,,,,,
1730,10/9/2021,GA,,,1/25/2000,,,,,,
1731,10/16/2021,GA,,,1/25/2000,,,,,,
1732,10/23/2021,GA,,,1/25/2000,,,,,,
1733,10/30/2021,GA,,,1/25/2000,,,,,,
1734,11/6/2021,GA,,,1/25/2000,,,,,,
1735,11/13/2021,GA,,,1/25/2000,,,,,,
1736,11/20/2021,GA,,,1/25/2000,,,,,,
1737,11/27/2021,GA,,,1/25/2000,,,,,,
1738,12/4/2021,GA,,,1/25/2000,,,,,,
1739,12/11/2021,GA,,,1/25/2000,,,,,,
1740,12/18/2021,GA,,,1/25/2000,,,,,,
1741,12/25/2021,GA,,,1/25/2000,,,,,,
1742,1/1/2022,GA,,,1/25/2000,,,,,,
1743,1/8/2022,GA,,,1/25/2000,,,,,,
1744,1/15/2022,GA,,,1/25/2000,,,,,,
1745,1/22/2022,GA,,,1/25/2000,,,,,,
1746,1/29/2022,GA,,,1/25/2000,,,,,,
1747,2/5/2022,GA,,,1/25/2000,,,,,,
1748,2/12/2022,GA,,,1/25/2000,,,,,,
1749,2/19/2022,GA,,,1/25/2000,,,,,,
1750,2/26/2022,GA,,,1/25/2000,,,,,,
1751,3/5/2022,GA,,,1/25/2000,,,,,,
1752,3/12/2022,GA,,,1/25/2000,,,,,,
1753,3/19/2022,GA,,,1/25/2000,,,,,,
1754,3/26/2022,GA,,,1/25/2000,,,,,,
1755,4/2/2022,GA,,,1/25/2000,,,,,,
1756,4/9/2022,GA,,,1/25/2000,,,,,,
1757,4/16/2022,GA,,,1/25/2000,,,,,,
1758,4/23/2022,GA,,,1/25/2000,,,,,,
1759,4/30/2022,GA,,,1/25/2000,,,,,,
1760,5/7/2022,GA,,,1/25/2000,,,,,,
1761,5/14/2022,GA,,,1/25/2000,,,,,,
1762,5/21/2022,GA,,,1/25/2000,,,,,,
1763,5/28/2022,GA,,,1/25/2000,,,,,,
1764,6/4/2022,GA,,,1/25/2000,,,,,,
1765,6/11/2022,GA,,,1/25/2000,,,,,,
1766,6/18/2022,GA,,,1/25/2000,,,,,,
1767,6/25/2022,GA,,,1/25/2000,,,,,,
1768,7/2/2022,GA,,,1/25/2000,,,,,,
1769,7/9/2022,GA,,,1/25/2000,,,,,,
1770,7/16/2022,GA,,,1/25/2000,,,,,,
1771,7/23/2022,GA,,,1/25/2000,,,,,,
1772,7/30/2022,GA,,,1/25/2000,,,,,,
1773,8/6/2022,GA,,,1/25/2000,,,,,,
1774,8/13/2022,GA,,,1/25/2000,,,,,,
1775,8/20/2022,GA,,,1/25/2000,,,,,,
1776,8/27/2022,GA,,,1/25/2000,,,,,,
1777,9/3/2022,GA,,,1/25/2000,,,,,,
1778,9/10/2022,GA,,,1/25/2000,,,,,,
1779,9/17/2022,GA,,,1/25/2000,,,,,,
1780,9/24/2022,GA,,,1/25/2000,,,,,,
1781,10/1/2022,GA,,,1/25/2000,,,,,,
1782,10/8/2022,GA,,,1/25/2000,,,,,,
1783,10/15/2022,GA,,,1/25/2000,,,,,,
1784,10/22/2022,GA,,,1/25/2000,,,,,,
1785,10/29/2022,GA,,,1/25/2000,,,,,,
1786,11/5/2022,GA,,,1/25/2000,,,,,,
1787,11/12/2022,GA,,,1/25/2000,,,,,,
1788,11/19/2022,GA,,,1/25/2000,,,,,,
1789,11/26/2022,GA,,,1/25/2000,,,,,,
1790,12/3/2022,GA,,,1/25/2000,,,,,,
1791,12/10/2022,GA,,,1/25/2000,,,,,,
1792,12/17/2022,GA,,,1/25/2000,,,,,,
1793,12/24/2022,GA,,,1/25/2000,,,,,,
1794,12/31/2022,GA,,,1/25/2000,,,,,,
1795,1/7/2023,GA,,,1/25/2000,,,,,,
1796,1/14/2023,GA,,,1/25/2000,,,,,,
1797,1/21/2023,GA,,,1/25/2000,,,,,,
1798,1/28/2023,GA,,,1/25/2000,,,,,,
1799,2/4/2023,GA,,,1/25/2000,,,,,,
1800,2/11/2023,GA,,,1/25/2000,,,,,,
1801,2/18/2023,GA,,,1/25/2000,,,,,,
1802,2/25/2023,GA,,,1/25/2000,,,,,,
1803,3/4/2023,GA,,,1/25/2000,,,,,,
1804,3/11/2023,GA,,,1/25/2000,,,,,,
1805,1/25/2020,HI,,,1/25/2000,,,,,,
1806,2/1/2020,HI,,,1/25/2000,,,,,,
1807,2/8/2020,HI,,,1/25/2000,,,,,,
1808,2/15/2020,HI,,,1/25/2000,,,,,,
1809,2/22/2020,HI,,,1/25/2000,,,,,,
1810,2/29/2020,HI,,,1/25/2000,,,,,,
1811,3/7/2020,HI,,,1/25/2000,,,,,,
1812,3/14/2020,HI,,,1/25/2000,,,,,,
1813,3/21/2020,HI,,,1/25/2000,,,,,,
1814,3/28/2020,HI,,,1/25/2000,,,,,,
1815,4/4/2020,HI,,,1/25/2000,,,,,,
1816,4/11/2020,HI,,,1/25/2000,,,,,,
1817,4/18/2020,HI,,,1/25/2000,,,,,,
1818,4/25/2020,HI,,,1/25/2000,,,,,,
1819,5/2/2020,HI,,,1/25/2000,,,,,,
1820,5/9/2020,HI,,,1/25/2000,,,,,,
1821,5/16/2020,HI,,,1/25/2000,,,,,,
1822,5/23/2020,HI,,,1/25/2000,,,,,,
1823,5/30/2020,HI,,,1/25/2000,,,,,,
1824,6/6/2020,HI,,,1/25/2000,,,,,,
1825,6/13/2020,HI,,,1/25/2000,,,,,,
1826,6/20/2020,HI,,,1/25/2000,,,,,,
1827,6/27/2020,HI,,,1/25/2000,,,,,,
1828,7/4/2020,HI,,,1/25/2000,,,,,,
1829,7/11/2020,HI,,,1/25/2000,,,,,,
1830,7/18/2020,HI,,,1/25/2000,,,,,,
1831,7/25/2020,HI,,,1/25/2000,,,,,,
1832,8/1/2020,HI,,,1/25/2000,,,,,,
1833,8/8/2020,HI,,,1/25/2000,,,,,,
1834,8/15/2020,HI,,,1/25/2000,,,,,,
1835,8/22/2020,HI,,,1/25/2000,,,,,,
1836,8/29/2020,HI,,,1/25/2000,,,,,,
1837,9/5/2020,HI,,,1/25/2000,,,,,,
1838,9/12/2020,HI,,,1/25/2000,,,,,,
1839,9/19/2020,HI,,,1/25/2000,,,,,,
1840,9/26/2020,HI,,,1/25/2000,,,,,,
1841,10/3/2020,HI,,,1/25/2000,,,,,,
1842,10/10/2020,HI,,,1/25/2000,,,,,,
1843,10/17/2020,HI,,,1/25/2000,,,,,,
1844,10/24/2020,HI,,,1/25/2000,,,,,,
1845,10/31/2020,HI,,,1/25/2000,,,,,,
1846,11/7/2020,HI,,,1/25/2000,,,,,,
1847,11/14/2020,HI,,,1/25/2000,,,,,,
1848,11/21/2020,HI,,,1/25/2000,,,,,,
1849,11/28/2020,HI,,,1/25/2000,,,,,,
1850,12/5/2020,HI,,,1/25/2000,,,,,,
1851,12/12/2020,HI,,,1/25/2000,,,,,,
1852,12/19/2020,HI,,,1/25/2000,,,,,,
1853,12/26/2020,HI,,,1/25/2000,,,,,,
1854,1/2/2021,HI,,,1/25/2000,,,,,,
1855,1/9/2021,HI,,,1/25/2000,,,,,,
1856,1/16/2021,HI,,,1/25/2000,,,,,,
1857,1/23/2021,HI,,,1/25/2000,,,,,,
1858,1/30/2021,HI,,,1/25/2000,,,,,,
1859,2/6/2021,HI,,,1/25/2000,,,,,,
1860,2/13/2021,HI,,,1/25/2000,,,,,,
1861,2/20/2021,HI,,,1/25/2000,,,,,,
1862,2/27/2021,HI,,,1/25/2000,,,,,,
1863,3/6/2021,HI,,,1/25/2000,,,,,,
1864,3/13/2021,HI,,,1/25/2000,,,,,,
1865,3/20/2021,HI,,,1/25/2000,,,,,,
1866,3/27/2021,HI,,,1/25/2000,,,,,,
1867,4/3/2021,HI,,,1/25/2000,,,,,,
1868,4/10/2021,HI,,,1/25/2000,,,,,,
