state,USPS,datew,incidD,date
New Jersey,NJ,2020-08-08,46,2020-08-08
New Jersey,NJ,2020-08-15,41,2020-08-15
New Jersey,NJ,2020-08-22,20,2020-08-22
New Jersey,NJ,2020-08-29,18,2020-08-29
New Jersey,NJ,2020-09-05,53,2020-09-05
New Jersey,NJ,2020-09-12,40,2020-09-12
New Jersey,NJ,2020-09-19,36,2020-09-19
New Jersey,NJ,2020-09-26,39,2020-09-26
New Jersey,NJ,2020-10-03,32,2020-10-03
New Jersey,NJ,2020-10-10,38,2020-10-10
New Jersey,NJ,2020-10-17,35,2020-10-17
New Jersey,NJ,2020-10-24,76,2020-10-24
New Jersey,NJ,2020-10-31,70,2020-10-31
New Jersey,NJ,2020-11-07,76,2020-11-07
New Jersey,NJ,2020-11-14,123,2020-11-14
New Jersey,NJ,2020-11-21,197,2020-11-21
New Jersey,NJ,2020-11-28,221,2020-11-28
New Jersey,NJ,2020-12-05,338,2020-12-05
New Jersey,NJ,2020-12-12,426,2020-12-12
New Jersey,NJ,2020-12-19,442,2020-12-19
New Jersey,NJ,2020-12-26,439,2020-12-26
New Jersey,NJ,2021-01-02,575,2021-01-02
New Jersey,NJ,2021-01-09,667,2021-01-09
New Jersey,NJ,2021-01-16,560,2021-01-16
New Jersey,NJ,2021-01-23,520,2021-01-23
New Jersey,NJ,2021-01-30,521,2021-01-30
New Jersey,NJ,2021-02-06,508,2021-02-06
New Jersey,NJ,2021-02-13,477,2021-02-13
New Jersey,NJ,2021-02-20,394,2021-02-20
New Jersey,NJ,2021-02-27,404,2021-02-27
New Jersey,NJ,2021-03-06,319,2021-03-06
New Jersey,NJ,2021-03-13,331,2021-03-13
New Jersey,NJ,2021-03-20,246,2021-03-20
New Jersey,NJ,2021-03-27,245,2021-03-27
New Jersey,NJ,2021-04-03,252,2021-04-03
New Jersey,NJ,2021-04-10,227,2021-04-10
New Jersey,NJ,2021-04-17,276,2021-04-17
New Jersey,NJ,2021-04-24,233,2021-04-24
New Jersey,NJ,2021-05-01,219,2021-05-01
New Jersey,NJ,2021-05-08,204,2021-05-08
New Jersey,NJ,2021-05-15,162,2021-05-15
New Jersey,NJ,2021-05-22,131,2021-05-22
New Jersey,NJ,2021-05-29,118,2021-05-29
New Jersey,NJ,2021-06-05,71,2021-06-05
New Jersey,NJ,2021-06-12,50,2021-06-12
New Jersey,NJ,2021-06-19,49,2021-06-19
New Jersey,NJ,2021-06-26,61,2021-06-26
New Jersey,NJ,2021-07-03,38,2021-07-03
New Jersey,NJ,2021-07-10,29,2021-07-10
New Jersey,NJ,2021-07-17,35,2021-07-17
New Jersey,NJ,2021-07-24,34,2021-07-24
New Jersey,NJ,2021-07-31,31,2021-07-31
New Jersey,NJ,2021-08-07,42,2021-08-07
New Jersey,NJ,2021-08-14,48,2021-08-14
New Jersey,NJ,2021-08-21,58,2021-08-21
New Jersey,NJ,2021-08-28,95,2021-08-28
New Jersey,NJ,2021-09-04,100,2021-09-04
New Jersey,NJ,2021-09-11,111,2021-09-11
New Jersey,NJ,2021-09-18,128,2021-09-18
New Jersey,NJ,2021-09-25,142,2021-09-25
New Jersey,NJ,2021-10-02,142,2021-10-02
New Jersey,NJ,2021-10-09,125,2021-10-09
New Jersey,NJ,2021-10-16,130,2021-10-16
New Jersey,NJ,2021-10-23,127,2021-10-23
New Jersey,NJ,2021-10-30,125,2021-10-30
New Jersey,NJ,2021-11-06,106,2021-11-06
New Jersey,NJ,2021-11-13,89,2021-11-13
New Jersey,NJ,2021-11-20,83,2021-11-20
New Jersey,NJ,2021-11-27,85,2021-11-27
New Jersey,NJ,2021-12-04,117,2021-12-04
New Jersey,NJ,2021-12-11,116,2021-12-11
New Jersey,NJ,2021-12-18,140,2021-12-18
New Jersey,NJ,2021-12-25,146,2021-12-25
New Jersey,NJ,2022-01-01,199,2022-01-01
New Jersey,NJ,2022-01-08,391,2022-01-08
New Jersey,NJ,2022-01-15,635,2022-01-15
New Jersey,NJ,2022-01-22,634,2022-01-22
New Jersey,NJ,2022-01-29,570,2022-01-29
New Jersey,NJ,2022-02-05,395,2022-02-05
New Jersey,NJ,2022-02-12,305,2022-02-12
New Jersey,NJ,2022-02-19,213,2022-02-19
New Jersey,NJ,2022-02-26,688,2022-02-26
New Jersey,NJ,2022-03-05,118,2022-03-05
New Jersey,NJ,2022-03-12,95,2022-03-12
New Jersey,NJ,2022-03-19,65,2022-03-19
New Jersey,NJ,2022-03-26,44,2022-03-26
New Jersey,NJ,2022-04-02,35,2022-04-02
New Jersey,NJ,2022-04-09,44,2022-04-09
New Jersey,NJ,2022-04-16,39,2022-04-16
New Jersey,NJ,2022-04-23,40,2022-04-23
New Jersey,NJ,2022-04-30,63,2022-04-30
New Jersey,NJ,2022-05-07,56,2022-05-07
New Jersey,NJ,2022-05-14,58,2022-05-14
New Jersey,NJ,2022-05-21,65,2022-05-21
New Jersey,NJ,2022-05-28,84,2022-05-28
New Jersey,NJ,2022-06-04,69,2022-06-04
New Jersey,NJ,2022-06-11,90,2022-06-11
New Jersey,NJ,2022-06-18,73,2022-06-18
New Jersey,NJ,2022-06-25,78,2022-06-25
New Jersey,NJ,2022-07-02,64,2022-07-02
New Jersey,NJ,2022-07-09,42,2022-07-09
New Jersey,NJ,2022-07-16,53,2022-07-16
New Jersey,NJ,2022-07-23,55,2022-07-23
New Jersey,NJ,2022-07-30,48,2022-07-30
New Jersey,NJ,2022-08-06,69,2022-08-06
New Jersey,NJ,2022-08-13,60,2022-08-13
New Jersey,NJ,2022-08-20,59,2022-08-20
New Jersey,NJ,2022-08-27,66,2022-08-27
New Jersey,NJ,2022-09-03,61,2022-09-03
New Jersey,NJ,2022-09-10,36,2022-09-10
New Jersey,NJ,2022-09-17,50,2022-09-17
New Jersey,NJ,2022-09-24,44,2022-09-24
New Jersey,NJ,2022-10-01,42,2022-10-01
New Jersey,NJ,2022-10-08,38,2022-10-08
New Jersey,NJ,2022-10-15,32,2022-10-15
New Jersey,NJ,2022-10-22,37,2022-10-22
New Jersey,NJ,2022-10-29,40,2022-10-29
New Jersey,NJ,2022-11-05,34,2022-11-05
New Jersey,NJ,2022-11-12,55,2022-11-12
New Jersey,NJ,2022-11-19,57,2022-11-19
New Jersey,NJ,2022-11-26,32,2022-11-26
New Jersey,NJ,2022-12-03,81,2022-12-03
New Jersey,NJ,2022-12-10,80,2022-12-10
New Jersey,NJ,2022-12-17,79,2022-12-17
New Jersey,NJ,2022-12-24,111,2022-12-24
New Jersey,NJ,2022-12-31,85,2022-12-31
New Jersey,NJ,2023-01-07,79,2023-01-07
New Jersey,NJ,2023-01-14,81,2023-01-14
New Jersey,NJ,2023-01-21,55,2023-01-21
New Jersey,NJ,2023-01-28,49,2023-01-28
New Jersey,NJ,2023-02-04,47,2023-02-04
New Jersey,NJ,2023-02-11,45,2023-02-11
New Jersey,NJ,2023-02-18,52,2023-02-18
New Jersey,NJ,2023-02-25,32,2023-02-25
New Jersey,NJ,2023-03-04,41,2023-03-04
New Jersey,NJ,2023-03-11,19,2023-03-11
New Mexico,NM,2020-01-25,0,2020-01-25
New Mexico,NM,2020-02-01,0,2020-02-01
New Mexico,NM,2020-02-08,0,2020-02-08
New Mexico,NM,2020-02-15,0,2020-02-15
New Mexico,NM,2020-02-22,0,2020-02-22
New Mexico,NM,2020-02-29,0,2020-02-29
New Mexico,NM,2020-03-07,0,2020-03-07
New Mexico,NM,2020-03-14,0,2020-03-14
New Mexico,NM,2020-03-21,0,2020-03-21
New Mexico,NM,2020-03-28,1,2020-03-28
New Mexico,NM,2020-04-04,10,2020-04-04
New Mexico,NM,2020-04-11,8,2020-04-11
New Mexico,NM,2020-04-18,34,2020-04-18
New Mexico,NM,2020-04-25,40,2020-04-25
New Mexico,NM,2020-05-02,45,2020-05-02
New Mexico,NM,2020-05-09,53,2020-05-09
New Mexico,NM,2020-05-16,68,2020-05-16
New Mexico,NM,2020-05-23,49,2020-05-23
New Mexico,NM,2020-05-30,43,2020-05-30
New Mexico,NM,2020-06-06,41,2020-06-06
New Mexico,NM,2020-06-13,39,2020-06-13
New Mexico,NM,2020-06-20,35,2020-06-20
New Mexico,NM,2020-06-27,25,2020-06-27
New Mexico,NM,2020-07-04,22,2020-07-04
New Mexico,NM,2020-07-11,30,2020-07-11
New Mexico,NM,2020-07-18,26,2020-07-18
New Mexico,NM,2020-07-25,38,2020-07-25
New Mexico,NM,2020-08-01,44,2020-08-01
New Mexico,NM,2020-08-08,30,2020-08-08
New Mexico,NM,2020-08-15,30,2020-08-15
New Mexico,NM,2020-08-22,32,2020-08-22
New Mexico,NM,2020-08-29,26,2020-08-29
New Mexico,NM,2020-09-05,31,2020-09-05
New Mexico,NM,2020-09-12,21,2020-09-12
New Mexico,NM,2020-09-19,26,2020-09-19
New Mexico,NM,2020-09-26,23,2020-09-26
New Mexico,NM,2020-10-03,20,2020-10-03
New Mexico,NM,2020-10-10,17,2020-10-10
New Mexico,NM,2020-10-17,22,2020-10-17
New Mexico,NM,2020-10-24,36,2020-10-24
New Mexico,NM,2020-10-31,53,2020-10-31
New Mexico,NM,2020-11-07,86,2020-11-07
New Mexico,NM,2020-11-14,104,2020-11-14
New Mexico,NM,2020-11-21,142,2020-11-21
New Mexico,NM,2020-11-28,177,2020-11-28
New Mexico,NM,2020-12-05,211,2020-12-05
New Mexico,NM,2020-12-12,175,2020-12-12
New Mexico,NM,2020-12-19,242,2020-12-19
New Mexico,NM,2020-12-26,161,2020-12-26
New Mexico,NM,2021-01-02,218,2021-01-02
New Mexico,NM,2021-01-09,198,2021-01-09
New Mexico,NM,2021-01-16,177,2021-01-16
New Mexico,NM,2021-01-23,206,2021-01-23
New Mexico,NM,2021-01-30,150,2021-01-30
New Mexico,NM,2021-02-06,121,2021-02-06
New Mexico,NM,2021-02-13,129,2021-02-13
New Mexico,NM,2021-02-20,94,2021-02-20
New Mexico,NM,2021-02-27,90,2021-02-27
New Mexico,NM,2021-03-06,95,2021-03-06
New Mexico,NM,2021-03-13,54,2021-03-13
New Mexico,NM,2021-03-20,39,2021-03-20
New Mexico,NM,2021-03-27,36,2021-03-27
New Mexico,NM,2021-04-03,24,2021-04-03
New Mexico,NM,2021-04-10,26,2021-04-10
New Mexico,NM,2021-04-17,25,2021-04-17
New Mexico,NM,2021-04-24,22,2021-04-24
New Mexico,NM,2021-05-01,42,2021-05-01
New Mexico,NM,2021-05-08,28,2021-05-08
New Mexico,NM,2021-05-15,16,2021-05-15
New Mexico,NM,2021-05-22,15,2021-05-22
New Mexico,NM,2021-05-29,142,2021-05-29
New Mexico,NM,2021-06-05,17,2021-06-05
New Mexico,NM,2021-06-12,17,2021-06-12
New Mexico,NM,2021-06-19,19,2021-06-19
New Mexico,NM,2021-06-26,19,2021-06-26
New Mexico,NM,2021-07-03,9,2021-07-03
New Mexico,NM,2021-07-10,10,2021-07-10
New Mexico,NM,2021-07-17,25,2021-07-17
New Mexico,NM,2021-07-24,18,2021-07-24
New Mexico,NM,2021-07-31,13,2021-07-31
New Mexico,NM,2021-08-07,15,2021-08-07
New Mexico,NM,2021-08-14,21,2021-08-14
New Mexico,NM,2021-08-21,26,2021-08-21
New Mexico,NM,2021-08-28,33,2021-08-28
New Mexico,NM,2021-09-04,47,2021-09-04
New Mexico,NM,2021-09-11,53,2021-09-11
New Mexico,NM,2021-09-18,70,2021-09-18
New Mexico,NM,2021-09-25,74,2021-09-25
New Mexico,NM,2021-10-02,63,2021-10-02
New Mexico,NM,2021-10-09,57,2021-10-09
New Mexico,NM,2021-10-16,61,2021-10-16
New Mexico,NM,2021-10-23,57,2021-10-23
New Mexico,NM,2021-10-30,62,2021-10-30
New Mexico,NM,2021-11-06,64,2021-11-06
New Mexico,NM,2021-11-13,56,2021-11-13
New Mexico,NM,2021-11-20,94,2021-11-20
New Mexico,NM,2021-11-27,47,2021-11-27
New Mexico,NM,2021-12-04,97,2021-12-04
New Mexico,NM,2021-12-11,65,2021-12-11
New Mexico,NM,2021-12-18,105,2021-12-18
New Mexico,NM,2021-12-25,168,2021-12-25
New Mexico,NM,2022-01-01,110,2022-01-01
New Mexico,NM,2022-01-08,128,2022-01-08
New Mexico,NM,2022-01-15,162,2022-01-15
New Mexico,NM,2022-01-22,114,2022-01-22
New Mexico,NM,2022-01-29,158,2022-01-29
New Mexico,NM,2022-02-05,118,2022-02-05
New Mexico,NM,2022-02-12,123,2022-02-12
New Mexico,NM,2022-02-19,117,2022-02-19
New Mexico,NM,2022-02-26,127,2022-02-26
New Mexico,NM,2022-03-05,70,2022-03-05
New Mexico,NM,2022-03-12,78,2022-03-12
New Mexico,NM,2022-03-19,95,2022-03-19
New Mexico,NM,2022-03-26,61,2022-03-26
New Mexico,NM,2022-04-02,73,2022-04-02
New Mexico,NM,2022-04-09,80,2022-04-09
New Mexico,NM,2022-04-16,51,2022-04-16
New Mexico,NM,2022-04-23,32,2022-04-23
New Mexico,NM,2022-04-30,57,2022-04-30
New Mexico,NM,2022-05-07,57,2022-05-07
New Mexico,NM,2022-05-14,51,2022-05-14
New Mexico,NM,2022-05-21,68,2022-05-21
New Mexico,NM,2022-05-28,102,2022-05-28
New Mexico,NM,2022-06-04,25,2022-06-04
New Mexico,NM,2022-06-11,62,2022-06-11
New Mexico,NM,2022-06-18,19,2022-06-18
New Mexico,NM,2022-06-25,22,2022-06-25
New Mexico,NM,2022-07-02,41,2022-07-02
New Mexico,NM,2022-07-09,17,2022-07-09
New Mexico,NM,2022-07-16,93,2022-07-16
New Mexico,NM,2022-07-23,135,2022-07-23
New Mexico,NM,2022-07-30,55,2022-07-30
New Mexico,NM,2022-08-06,36,2022-08-06
New Mexico,NM,2022-08-13,30,2022-08-13
New Mexico,NM,2022-08-20,35,2022-08-20
New Mexico,NM,2022-08-27,52,2022-08-27
New Mexico,NM,2022-09-03,70,2022-09-03
New Mexico,NM,2022-09-10,14,2022-09-10
New Mexico,NM,2022-09-17,32,2022-09-17
New Mexico,NM,2022-09-24,37,2022-09-24
New Mexico,NM,2022-10-01,15,2022-10-01
New Mexico,NM,2022-10-08,28,2022-10-08
New Mexico,NM,2022-10-15,6,2022-10-15
New Mexico,NM,2022-10-22,19,2022-10-22
New Mexico,NM,2022-10-29,22,2022-10-29
New Mexico,NM,2022-11-05,22,2022-11-05
New Mexico,NM,2022-11-12,13,2022-11-12
New Mexico,NM,2022-11-19,18,2022-11-19
New Mexico,NM,2022-11-26,7,2022-11-26
New Mexico,NM,2022-12-03,0,2022-12-03
New Mexico,NM,2022-12-10,40,2022-12-10
New Mexico,NM,2022-12-17,21,2022-12-17
New Mexico,NM,2022-12-24,25,2022-12-24
New Mexico,NM,2022-12-31,26,2022-12-31
New Mexico,NM,2023-01-07,35,2023-01-07
New Mexico,NM,2023-01-14,42,2023-01-14
New Mexico,NM,2023-01-21,28,2023-01-21
New Mexico,NM,2023-01-28,24,2023-01-28
New Mexico,NM,2023-02-04,25,2023-02-04
New Mexico,NM,2023-02-11,33,2023-02-11
New Mexico,NM,2023-02-18,11,2023-02-18
New Mexico,NM,2023-02-25,8,2023-02-25
New Mexico,NM,2023-03-04,28,2023-03-04
New Mexico,NM,2023-03-11,11,2023-03-11
New York,NY,2020-01-25,0,2020-01-25
New York,NY,2020-02-01,0,2020-02-01
New York,NY,2020-02-08,0,2020-02-08
New York,NY,2020-02-15,0,2020-02-15
New York,NY,2020-02-22,0,2020-02-22
New York,NY,2020-02-29,0,2020-02-29
New York,NY,2020-03-07,0,2020-03-07
New York,NY,2020-03-14,3,2020-03-14
New York,NY,2020-03-21,171,2020-03-21
New York,NY,2020-03-28,1111,2020-03-28
New York,NY,2020-04-04,3348,2020-04-04
New York,NY,2020-04-11,5711,2020-04-11
New York,NY,2020-04-18,4445,2020-04-18
New York,NY,2020-04-25,3732,2020-04-25
New York,NY,2020-05-02,2400,2020-05-02
New York,NY,2020-05-09,2094,2020-05-09
New York,NY,2020-05-16,1284,2020-05-16
New York,NY,2020-05-23,5318,2020-05-23
New York,NY,2020-05-30,672,2020-05-30
New York,NY,2020-06-06,568,2020-06-06
New York,NY,2020-06-13,454,2020-06-13
New York,NY,2020-06-20,282,2020-06-20
New York,NY,2020-06-27,217,2020-06-27
New York,NY,2020-07-04,191,2020-07-04
New York,NY,2020-07-11,173,2020-07-11
New York,NY,2020-07-18,113,2020-07-18
New York,NY,2020-07-25,109,2020-07-25
New York,NY,2020-08-01,75,2020-08-01
New York,NY,2020-08-08,72,2020-08-08
New York,NY,2020-08-15,57,2020-08-15
New York,NY,2020-08-22,43,2020-08-22
New York,NY,2020-08-29,51,2020-08-29
New York,NY,2020-09-05,93,2020-09-05
New York,NY,2020-09-12,42,2020-09-12
New York,NY,2020-09-19,60,2020-09-19
New York,NY,2020-09-26,97,2020-09-26
New York,NY,2020-10-03,84,2020-10-03
New York,NY,2020-10-10,86,2020-10-10
New York,NY,2020-10-17,77,2020-10-17
New York,NY,2020-10-24,86,2020-10-24
New York,NY,2020-10-31,99,2020-10-31
New York,NY,2020-11-07,142,2020-11-07
New York,NY,2020-11-14,135,2020-11-14
New York,NY,2020-11-21,265,2020-11-21
New York,NY,2020-11-28,227,2020-11-28
New York,NY,2020-12-05,392,2020-12-05
New York,NY,2020-12-12,559,2020-12-12
New York,NY,2020-12-19,804,2020-12-19
New York,NY,2020-12-26,932,2020-12-26
New York,NY,2021-01-02,980,2021-01-02
New York,NY,2021-01-09,1173,2021-01-09
New York,NY,2021-01-16,1338,2021-01-16
New York,NY,2021-01-23,1307,2021-01-23
New York,NY,2021-01-30,1275,2021-01-30
New York,NY,2021-02-06,1191,2021-02-06
New York,NY,2021-02-13,1092,2021-02-13
New York,NY,2021-02-20,965,2021-02-20
New York,NY,2021-02-27,796,2021-02-27
New York,NY,2021-03-06,761,2021-03-06
New York,NY,2021-03-13,606,2021-03-13
New York,NY,2021-03-20,562,2021-03-20
New York,NY,2021-03-27,526,2021-03-27
New York,NY,2021-04-03,598,2021-04-03
New York,NY,2021-04-10,491,2021-04-10
New York,NY,2021-04-17,514,2021-04-17
New York,NY,2021-04-24,406,2021-04-24
New York,NY,2021-05-01,364,2021-05-01
New York,NY,2021-05-08,348,2021-05-08
New York,NY,2021-05-15,255,2021-05-15
New York,NY,2021-05-22,214,2021-05-22
New York,NY,2021-05-29,159,2021-05-29
New York,NY,2021-06-05,158,2021-06-05
New York,NY,2021-06-12,113,2021-06-12
New York,NY,2021-06-19,62,2021-06-19
New York,NY,2021-06-26,51,2021-06-26
New York,NY,2021-07-03,41,2021-07-03
New York,NY,2021-07-10,45,2021-07-10
New York,NY,2021-07-17,32,2021-07-17
New York,NY,2021-07-24,32,2021-07-24
New York,NY,2021-07-31,49,2021-07-31
New York,NY,2021-08-07,81,2021-08-07
New York,NY,2021-08-14,117,2021-08-14
New York,NY,2021-08-21,145,2021-08-21
New York,NY,2021-08-28,143,2021-08-28
New York,NY,2021-09-04,201,2021-09-04
New York,NY,2021-09-11,256,2021-09-11
New York,NY,2021-09-18,226,2021-09-18
New York,NY,2021-09-25,256,2021-09-25
New York,NY,2021-10-02,303,2021-10-02
New York,NY,2021-10-09,233,2021-10-09
New York,NY,2021-10-16,263,2021-10-16
New York,NY,2021-10-23,248,2021-10-23
New York,NY,2021-10-30,241,2021-10-30
New York,NY,2021-11-06,274,2021-11-06
New York,NY,2021-11-13,227,2021-11-13
New York,NY,2021-11-20,232,2021-11-20
New York,NY,2021-11-27,238,2021-11-27
New York,NY,2021-12-04,322,2021-12-04
New York,NY,2021-12-11,391,2021-12-11
New York,NY,2021-12-18,409,2021-12-18
New York,NY,2021-12-25,387,2021-12-25
New York,NY,2022-01-01,638,2022-01-01
New York,NY,2022-01-08,833,2022-01-08
New York,NY,2022-01-15,1298,2022-01-15
New York,NY,2022-01-22,1429,2022-01-22
New York,NY,2022-01-29,1516,2022-01-29
New York,NY,2022-02-05,903,2022-02-05
New York,NY,2022-02-12,798,2022-02-12
New York,NY,2022-02-19,505,2022-02-19
New York,NY,2022-02-26,357,2022-02-26
New York,NY,2022-03-05,221,2022-03-05
New York,NY,2022-03-12,132,2022-03-12
New York,NY,2022-03-19,146,2022-03-19
New York,NY,2022-03-26,112,2022-03-26
New York,NY,2022-04-02,70,2022-04-02
New York,NY,2022-04-09,60,2022-04-09
New York,NY,2022-04-16,65,2022-04-16
New York,NY,2022-04-23,108,2022-04-23
New York,NY,2022-04-30,121,2022-04-30
New York,NY,2022-05-07,116,2022-05-07
New York,NY,2022-05-14,154,2022-05-14
New York,NY,2022-05-21,177,2022-05-21
New York,NY,2022-05-28,158,2022-05-28
New York,NY,2022-06-04,168,2022-06-04
New York,NY,2022-06-11,147,2022-06-11
New York,NY,2022-06-18,161,2022-06-18
New York,NY,2022-06-25,132,2022-06-25
New York,NY,2022-07-02,126,2022-07-02
New York,NY,2022-07-09,99,2022-07-09
New York,NY,2022-07-16,129,2022-07-16
New York,NY,2022-07-23,160,2022-07-23
New York,NY,2022-07-30,170,2022-07-30
New York,NY,2022-08-06,219,2022-08-06
New York,NY,2022-08-13,198,2022-08-13
New York,NY,2022-08-20,154,2022-08-20
New York,NY,2022-08-27,160,2022-08-27
New York,NY,2022-09-03,167,2022-09-03
New York,NY,2022-09-10,130,2022-09-10
New York,NY,2022-09-17,190,2022-09-17
New York,NY,2022-09-24,142,2022-09-24
New York,NY,2022-10-01,176,2022-10-01
New York,NY,2022-10-08,158,2022-10-08
New York,NY,2022-10-15,188,2022-10-15
New York,NY,2022-10-22,404,2022-10-22
New York,NY,2022-10-29,533,2022-10-29
New York,NY,2022-11-05,163,2022-11-05
New York,NY,2022-11-12,136,2022-11-12
New York,NY,2022-11-19,202,2022-11-19
New York,NY,2022-11-26,171,2022-11-26
New York,NY,2022-12-03,247,2022-12-03
New York,NY,2022-12-10,228,2022-12-10
New York,NY,2022-12-17,245,2022-12-17
New York,NY,2022-12-24,314,2022-12-24
New York,NY,2022-12-31,291,2022-12-31
New York,NY,2023-01-07,287,2023-01-07
New York,NY,2023-01-14,320,2023-01-14
New York,NY,2023-01-21,190,2023-01-21
New York,NY,2023-01-28,309,2023-01-28
New York,NY,2023-02-04,289,2023-02-04
New York,NY,2023-02-11,229,2023-02-11
New York,NY,2023-02-18,131,2023-02-18
New York,NY,2023-02-25,71,2023-02-25
New York,NY,2023-03-04,104,2023-03-04
New York,NY,2023-03-11,63,2023-03-11
North Carolina,NC,2020-01-25,0,2020-01-25
North Carolina,NC,2020-02-01,0,2020-02-01
North Carolina,NC,2020-02-08,0,2020-02-08
North Carolina,NC,2020-02-15,0,2020-02-15
North Carolina,NC,2020-02-22,0,2020-02-22
North Carolina,NC,2020-02-29,0,2020-02-29
North Carolina,NC,2020-03-07,0,2020-03-07
North Carolina,NC,2020-03-14,0,2020-03-14
North Carolina,NC,2020-03-21,0,2020-03-21
North Carolina,NC,2020-03-28,4,2020-03-28
North Carolina,NC,2020-04-04,30,2020-04-04
North Carolina,NC,2020-04-11,55,2020-04-11
North Carolina,NC,2020-04-18,98,2020-04-18
North Carolina,NC,2020-04-25,118,2020-04-25
North Carolina,NC,2020-05-02,124,2020-05-02
North Carolina,NC,2020-05-09,121,2020-05-09
North Carolina,NC,2020-05-16,125,2020-05-16
North Carolina,NC,2020-05-23,94,2020-05-23
North Carolina,NC,2020-05-30,151,2020-05-30
North Carolina,NC,2020-06-06,103,2020-06-06
North Carolina,NC,2020-06-13,96,2020-06-13
North Carolina,NC,2020-06-20,92,2020-06-20
North Carolina,NC,2020-06-27,130,2020-06-27
North Carolina,NC,2020-07-04,70,2020-07-04
North Carolina,NC,2020-07-11,100,2020-07-11
North Carolina,NC,2020-07-18,135,2020-07-18
North Carolina,NC,2020-07-25,163,2020-07-25
North Carolina,NC,2020-08-01,164,2020-08-01
North Carolina,NC,2020-08-08,195,2020-08-08
North Carolina,NC,2020-08-15,175,2020-08-15
North Carolina,NC,2020-08-22,177,2020-08-22
North Carolina,NC,2020-08-29,163,2020-08-29
North Carolina,NC,2020-09-05,205,2020-09-05
North Carolina,NC,2020-09-12,159,2020-09-12
North Carolina,NC,2020-09-19,185,2020-09-19
North Carolina,NC,2020-09-26,206,2020-09-26
North Carolina,NC,2020-10-03,191,2020-10-03
North Carolina,NC,2020-10-10,136,2020-10-10
North Carolina,NC,2020-10-17,158,2020-10-17
North Carolina,NC,2020-10-24,220,2020-10-24
North Carolina,NC,2020-10-31,235,2020-10-31
North Carolina,NC,2020-11-07,224,2020-11-07
North Carolina,NC,2020-11-14,153,2020-11-14
North Carolina,NC,2020-11-21,250,2020-11-21
North Carolina,NC,2020-11-28,213,2020-11-28
North Carolina,NC,2020-12-05,296,2020-12-05
North Carolina,NC,2020-12-12,278,2020-12-12
North Carolina,NC,2020-12-19,393,2020-12-19
North Carolina,NC,2020-12-26,340,2020-12-26
North Carolina,NC,2021-01-02,367,2021-01-02
North Carolina,NC,2021-01-09,532,2021-01-09
North Carolina,NC,2021-01-16,592,2021-01-16
North Carolina,NC,2021-01-23,569,2021-01-23
North Carolina,NC,2021-01-30,571,2021-01-30
North Carolina,NC,2021-02-06,768,2021-02-06
North Carolina,NC,2021-02-13,527,2021-02-13
North Carolina,NC,2021-02-20,445,2021-02-20
North Carolina,NC,2021-02-27,315,2021-02-27
North Carolina,NC,2021-03-06,291,2021-03-06
North Carolina,NC,2021-03-13,185,2021-03-13
North Carolina,NC,2021-03-20,131,2021-03-20
North Carolina,NC,2021-03-27,207,2021-03-27
North Carolina,NC,2021-04-03,108,2021-04-03
North Carolina,NC,2021-04-10,112,2021-04-10
North Carolina,NC,2021-04-17,137,2021-04-17
North Carolina,NC,2021-04-24,137,2021-04-24
North Carolina,NC,2021-05-01,126,2021-05-01
North Carolina,NC,2021-05-08,123,2021-05-08
North Carolina,NC,2021-05-15,82,2021-05-15
North Carolina,NC,2021-05-22,99,2021-05-22
North Carolina,NC,2021-05-29,114,2021-05-29
North Carolina,NC,2021-06-05,75,2021-06-05
North Carolina,NC,2021-06-12,107,2021-06-12
North Carolina,NC,2021-06-19,78,2021-06-19
North Carolina,NC,2021-06-26,68,2021-06-26
North Carolina,NC,2021-07-03,34,2021-07-03
North Carolina,NC,2021-07-10,53,2021-07-10
North Carolina,NC,2021-07-17,41,2021-07-17
North Carolina,NC,2021-07-24,47,2021-07-24
North Carolina,NC,2021-07-31,64,2021-07-31
North Carolina,NC,2021-08-07,100,2021-08-07
North Carolina,NC,2021-08-14,95,2021-08-14
North Carolina,NC,2021-08-21,233,2021-08-21
North Carolina,NC,2021-08-28,260,2021-08-28
North Carolina,NC,2021-09-04,389,2021-09-04
North Carolina,NC,2021-09-11,367,2021-09-11
North Carolina,NC,2021-09-18,540,2021-09-18
North Carolina,NC,2021-09-25,493,2021-09-25
North Carolina,NC,2021-10-02,497,2021-10-02
North Carolina,NC,2021-10-09,500,2021-10-09
North Carolina,NC,2021-10-16,349,2021-10-16
North Carolina,NC,2021-10-23,307,2021-10-23
North Carolina,NC,2021-10-30,287,2021-10-30
North Carolina,NC,2021-11-06,202,2021-11-06
North Carolina,NC,2021-11-13,162,2021-11-13
North Carolina,NC,2021-11-20,186,2021-11-20
North Carolina,NC,2021-11-27,78,2021-11-27
North Carolina,NC,2021-12-04,149,2021-12-04
North Carolina,NC,2021-12-11,151,2021-12-11
North Carolina,NC,2021-12-18,144,2021-12-18
North Carolina,NC,2021-12-25,112,2021-12-25
North Carolina,NC,2022-01-01,167,2022-01-01
North Carolina,NC,2022-01-08,218,2022-01-08
North Carolina,NC,2022-01-15,286,2022-01-15
North Carolina,NC,2022-01-22,290,2022-01-22
North Carolina,NC,2022-01-29,401,2022-01-29
North Carolina,NC,2022-02-05,503,2022-02-05
North Carolina,NC,2022-02-12,568,2022-02-12
