state,USPS,datew,incidI,date
Indiana,IN,2020-10-24,14477,2020-10-24
Indiana,IN,2020-10-31,18904,2020-10-31
Indiana,IN,2020-11-07,26364,2020-11-07
Indiana,IN,2020-11-14,39165,2020-11-14
Indiana,IN,2020-11-21,44296,2020-11-21
Indiana,IN,2020-11-28,39825,2020-11-28
Indiana,IN,2020-12-05,46011,2020-12-05
Indiana,IN,2020-12-12,44517,2020-12-12
Indiana,IN,2020-12-19,38335,2020-12-19
Indiana,IN,2020-12-26,34150,2020-12-26
Indiana,IN,2021-01-02,31069,2021-01-02
Indiana,IN,2021-01-09,35470,2021-01-09
Indiana,IN,2021-01-16,28489,2021-01-16
Indiana,IN,2021-01-23,21470,2021-01-23
Indiana,IN,2021-01-30,16440,2021-01-30
Indiana,IN,2021-02-06,13028,2021-02-06
Indiana,IN,2021-02-13,9670,2021-02-13
Indiana,IN,2021-02-20,7003,2021-02-20
Indiana,IN,2021-02-27,6282,2021-02-27
Indiana,IN,2021-03-06,5574,2021-03-06
Indiana,IN,2021-03-13,5343,2021-03-13
Indiana,IN,2021-03-20,5276,2021-03-20
Indiana,IN,2021-03-27,5941,2021-03-27
Indiana,IN,2021-04-03,6889,2021-04-03
Indiana,IN,2021-04-10,7568,2021-04-10
Indiana,IN,2021-04-17,9578,2021-04-17
Indiana,IN,2021-04-24,6848,2021-04-24
Indiana,IN,2021-05-01,7618,2021-05-01
Indiana,IN,2021-05-08,7234,2021-05-08
Indiana,IN,2021-05-15,5925,2021-05-15
Indiana,IN,2021-05-22,4890,2021-05-22
Indiana,IN,2021-05-29,3712,2021-05-29
Indiana,IN,2021-06-05,3216,2021-06-05
Indiana,IN,2021-06-12,2543,2021-06-12
Indiana,IN,2021-06-19,2145,2021-06-19
Indiana,IN,2021-06-26,1457,2021-06-26
Indiana,IN,2021-07-03,2025,2021-07-03
Indiana,IN,2021-07-10,2338,2021-07-10
Indiana,IN,2021-07-17,3101,2021-07-17
Indiana,IN,2021-07-24,4285,2021-07-24
Indiana,IN,2021-07-31,6851,2021-07-31
Indiana,IN,2021-08-07,10027,2021-08-07
Indiana,IN,2021-08-14,15407,2021-08-14
Indiana,IN,2021-08-21,20416,2021-08-21
Indiana,IN,2021-08-28,26551,2021-08-28
Indiana,IN,2021-09-04,33775,2021-09-04
Indiana,IN,2021-09-11,26685,2021-09-11
Indiana,IN,2021-09-18,26701,2021-09-18
Indiana,IN,2021-09-25,21327,2021-09-25
Indiana,IN,2021-10-02,17923,2021-10-02
Indiana,IN,2021-10-09,16980,2021-10-09
Indiana,IN,2021-10-16,13860,2021-10-16
Indiana,IN,2021-10-23,11242,2021-10-23
Indiana,IN,2021-10-30,11378,2021-10-30
Indiana,IN,2021-11-06,12488,2021-11-06
Indiana,IN,2021-11-13,16228,2021-11-13
Indiana,IN,2021-11-20,17163,2021-11-20
Indiana,IN,2021-11-27,15038,2021-11-27
Indiana,IN,2021-12-04,33847,2021-12-04
Indiana,IN,2021-12-11,32564,2021-12-11
Indiana,IN,2021-12-18,30655,2021-12-18
Indiana,IN,2021-12-25,19372,2021-12-25
Indiana,IN,2022-01-01,45928,2022-01-01
Indiana,IN,2022-01-08,82569,2022-01-08
Indiana,IN,2022-01-15,96454,2022-01-15
Indiana,IN,2022-01-22,98650,2022-01-22
Indiana,IN,2022-01-29,79545,2022-01-29
Indiana,IN,2022-02-05,42865,2022-02-05
Indiana,IN,2022-02-12,17416,2022-02-12
Indiana,IN,2022-02-19,9916,2022-02-19
Indiana,IN,2022-02-26,6062,2022-02-26
Indiana,IN,2022-03-05,3408,2022-03-05
Indiana,IN,2022-03-12,2932,2022-03-12
Indiana,IN,2022-03-19,2099,2022-03-19
Indiana,IN,2022-03-26,1374,2022-03-26
Indiana,IN,2022-04-02,1326,2022-04-02
Indiana,IN,2022-04-09,1230,2022-04-09
Indiana,IN,2022-04-16,865,2022-04-16
Indiana,IN,2022-04-23,3194,2022-04-23
Indiana,IN,2022-04-30,5533,2022-04-30
Indiana,IN,2022-05-07,4793,2022-05-07
Indiana,IN,2022-05-14,6749,2022-05-14
Indiana,IN,2022-05-21,8143,2022-05-21
Indiana,IN,2022-05-28,8784,2022-05-28
Indiana,IN,2022-06-04,8082,2022-06-04
Indiana,IN,2022-06-11,8643,2022-06-11
Indiana,IN,2022-06-18,8473,2022-06-18
Indiana,IN,2022-06-25,8917,2022-06-25
Indiana,IN,2022-07-02,11010,2022-07-02
Indiana,IN,2022-07-09,11173,2022-07-09
Indiana,IN,2022-07-16,11371,2022-07-16
Indiana,IN,2022-07-23,14728,2022-07-23
Indiana,IN,2022-07-30,15576,2022-07-30
Indiana,IN,2022-08-06,14888,2022-08-06
Indiana,IN,2022-08-13,15574,2022-08-13
Indiana,IN,2022-08-20,14200,2022-08-20
Indiana,IN,2022-08-27,13962,2022-08-27
Indiana,IN,2022-09-03,12195,2022-09-03
Indiana,IN,2022-09-10,8772,2022-09-10
Indiana,IN,2022-09-17,6026,2022-09-17
Indiana,IN,2022-09-24,4977,2022-09-24
Indiana,IN,2022-10-01,2665,2022-10-01
Indiana,IN,2022-10-08,3652,2022-10-08
Indiana,IN,2022-10-15,4377,2022-10-15
Indiana,IN,2022-10-22,3080,2022-10-22
Indiana,IN,2022-10-29,4463,2022-10-29
Indiana,IN,2022-11-05,5143,2022-11-05
Indiana,IN,2022-11-12,5311,2022-11-12
Indiana,IN,2022-11-19,5478,2022-11-19
Indiana,IN,2022-11-26,5924,2022-11-26
Indiana,IN,2022-12-03,6336,2022-12-03
Indiana,IN,2022-12-10,11535,2022-12-10
Indiana,IN,2022-12-17,9725,2022-12-17
Indiana,IN,2022-12-24,9236,2022-12-24
Indiana,IN,2022-12-31,6507,2022-12-31
Indiana,IN,2023-01-07,9151,2023-01-07
Indiana,IN,2023-01-14,6067,2023-01-14
Indiana,IN,2023-01-21,2960,2023-01-21
Indiana,IN,2023-01-28,4031,2023-01-28
Indiana,IN,2023-02-04,4490,2023-02-04
Indiana,IN,2023-02-11,4420,2023-02-11
Indiana,IN,2023-02-18,4846,2023-02-18
Indiana,IN,2023-02-25,4344,2023-02-25
Indiana,IN,2023-03-04,4553,2023-03-04
Indiana,IN,2023-03-11,3482,2023-03-11
Iowa,IA,2020-01-25,0,2020-01-25
Iowa,IA,2020-02-01,0,2020-02-01
Iowa,IA,2020-02-08,0,2020-02-08
Iowa,IA,2020-02-15,0,2020-02-15
Iowa,IA,2020-02-22,0,2020-02-22
Iowa,IA,2020-02-29,0,2020-02-29
Iowa,IA,2020-03-07,0,2020-03-07
Iowa,IA,2020-03-14,17,2020-03-14
Iowa,IA,2020-03-21,52,2020-03-21
Iowa,IA,2020-03-28,229,2020-03-28
Iowa,IA,2020-04-04,489,2020-04-04
Iowa,IA,2020-04-11,723,2020-04-11
Iowa,IA,2020-04-18,1003,2020-04-18
Iowa,IA,2020-04-25,2579,2020-04-25
Iowa,IA,2020-05-02,3551,2020-05-02
Iowa,IA,2020-05-09,3028,2020-05-09
Iowa,IA,2020-05-16,2657,2020-05-16
Iowa,IA,2020-05-23,2570,2020-05-23
Iowa,IA,2020-05-30,2346,2020-05-30
Iowa,IA,2020-06-06,2234,2020-06-06
Iowa,IA,2020-06-13,2239,2020-06-13
Iowa,IA,2020-06-20,1779,2020-06-20
Iowa,IA,2020-06-27,2577,2020-06-27
Iowa,IA,2020-07-04,2988,2020-07-04
Iowa,IA,2020-07-11,3597,2020-07-11
Iowa,IA,2020-07-18,3655,2020-07-18
Iowa,IA,2020-07-25,3573,2020-07-25
Iowa,IA,2020-08-01,3407,2020-08-01
Iowa,IA,2020-08-08,3242,2020-08-08
Iowa,IA,2020-08-15,3530,2020-08-15
Iowa,IA,2020-08-22,3931,2020-08-22
Iowa,IA,2020-08-29,7616,2020-08-29
Iowa,IA,2020-09-05,6078,2020-09-05
Iowa,IA,2020-09-12,4515,2020-09-12
Iowa,IA,2020-09-19,5599,2020-09-19
Iowa,IA,2020-09-26,6104,2020-09-26
Iowa,IA,2020-10-03,6393,2020-10-03
Iowa,IA,2020-10-10,6741,2020-10-10
Iowa,IA,2020-10-17,7656,2020-10-17
Iowa,IA,2020-10-24,8138,2020-10-24
Iowa,IA,2020-10-31,13674,2020-10-31
Iowa,IA,2020-11-07,21744,2020-11-07
Iowa,IA,2020-11-14,33301,2020-11-14
Iowa,IA,2020-11-21,25648,2020-11-21
Iowa,IA,2020-11-28,17976,2020-11-28
Iowa,IA,2020-12-05,16206,2020-12-05
Iowa,IA,2020-12-12,11624,2020-12-12
Iowa,IA,2020-12-19,11950,2020-12-19
Iowa,IA,2020-12-26,7834,2020-12-26
Iowa,IA,2021-01-02,9102,2021-01-02
Iowa,IA,2021-01-09,12276,2021-01-09
Iowa,IA,2021-01-16,8577,2021-01-16
Iowa,IA,2021-01-23,7874,2021-01-23
Iowa,IA,2021-01-30,6488,2021-01-30
Iowa,IA,2021-02-06,5196,2021-02-06
Iowa,IA,2021-02-13,4733,2021-02-13
Iowa,IA,2021-02-20,3143,2021-02-20
Iowa,IA,2021-02-27,4100,2021-02-27
Iowa,IA,2021-03-06,3247,2021-03-06
Iowa,IA,2021-03-13,3176,2021-03-13
Iowa,IA,2021-03-20,2937,2021-03-20
Iowa,IA,2021-03-27,3912,2021-03-27
Iowa,IA,2021-04-03,3653,2021-04-03
Iowa,IA,2021-04-10,3616,2021-04-10
Iowa,IA,2021-04-17,2942,2021-04-17
Iowa,IA,2021-04-24,2964,2021-04-24
Iowa,IA,2021-05-01,2500,2021-05-01
Iowa,IA,2021-05-08,2335,2021-05-08
Iowa,IA,2021-05-15,1668,2021-05-15
Iowa,IA,2021-05-22,1287,2021-05-22
Iowa,IA,2021-05-29,812,2021-05-29
Iowa,IA,2021-06-05,625,2021-06-05
Iowa,IA,2021-06-12,567,2021-06-12
Iowa,IA,2021-06-19,524,2021-06-19
Iowa,IA,2021-06-26,485,2021-06-26
Iowa,IA,2021-07-03,588,2021-07-03
Iowa,IA,2021-07-10,2401,2021-07-10
Iowa,IA,2021-07-17,651,2021-07-17
Iowa,IA,2021-07-24,1395,2021-07-24
Iowa,IA,2021-07-31,2158,2021-07-31
Iowa,IA,2021-08-07,3570,2021-08-07
Iowa,IA,2021-08-14,6822,2021-08-14
Iowa,IA,2021-08-21,5944,2021-08-21
Iowa,IA,2021-08-28,7558,2021-08-28
Iowa,IA,2021-09-04,8852,2021-09-04
Iowa,IA,2021-09-11,9591,2021-09-11
Iowa,IA,2021-09-18,13071,2021-09-18
Iowa,IA,2021-09-25,11429,2021-09-25
Iowa,IA,2021-10-02,9911,2021-10-02
Iowa,IA,2021-10-09,5773,2021-10-09
Iowa,IA,2021-10-16,8167,2021-10-16
Iowa,IA,2021-10-23,6907,2021-10-23
Iowa,IA,2021-10-30,9706,2021-10-30
Iowa,IA,2021-11-06,8275,2021-11-06
Iowa,IA,2021-11-13,9157,2021-11-13
Iowa,IA,2021-11-20,10073,2021-11-20
Iowa,IA,2021-11-27,5222,2021-11-27
Iowa,IA,2021-12-04,15764,2021-12-04
Iowa,IA,2021-12-11,11664,2021-12-11
Iowa,IA,2021-12-18,10742,2021-12-18
Iowa,IA,2021-12-25,6926,2021-12-25
Iowa,IA,2022-01-01,11546,2022-01-01
Iowa,IA,2022-01-08,32499,2022-01-08
Iowa,IA,2022-01-15,37410,2022-01-15
Iowa,IA,2022-01-22,36953,2022-01-22
Iowa,IA,2022-01-29,29925,2022-01-29
Iowa,IA,2022-02-05,17412,2022-02-05
Iowa,IA,2022-02-12,9866,2022-02-12
Iowa,IA,2022-02-19,5964,2022-02-19
Iowa,IA,2022-02-26,3319,2022-02-26
Iowa,IA,2022-03-05,6698,2022-03-05
Iowa,IA,2022-03-12,1231,2022-03-12
Iowa,IA,2022-03-19,773,2022-03-19
Iowa,IA,2022-03-26,743,2022-03-26
Iowa,IA,2022-04-02,754,2022-04-02
Iowa,IA,2022-04-09,673,2022-04-09
Iowa,IA,2022-04-16,1060,2022-04-16
Iowa,IA,2022-04-23,1255,2022-04-23
Iowa,IA,2022-04-30,1746,2022-04-30
Iowa,IA,2022-05-07,2811,2022-05-07
Iowa,IA,2022-05-14,3535,2022-05-14
Iowa,IA,2022-05-21,2077,2022-05-21
Iowa,IA,2022-05-28,3960,2022-05-28
Iowa,IA,2022-06-04,3854,2022-06-04
Iowa,IA,2022-06-11,4283,2022-06-11
Iowa,IA,2022-06-18,3987,2022-06-18
Iowa,IA,2022-06-25,3919,2022-06-25
Iowa,IA,2022-07-02,4403,2022-07-02
Iowa,IA,2022-07-09,4037,2022-07-09
Iowa,IA,2022-07-16,5188,2022-07-16
Iowa,IA,2022-07-23,6337,2022-07-23
Iowa,IA,2022-07-30,5932,2022-07-30
Iowa,IA,2022-08-06,5637,2022-08-06
Iowa,IA,2022-08-13,5648,2022-08-13
Iowa,IA,2022-08-20,4743,2022-08-20
Iowa,IA,2022-08-27,4938,2022-08-27
Iowa,IA,2022-09-03,4909,2022-09-03
Iowa,IA,2022-09-10,4201,2022-09-10
Iowa,IA,2022-09-17,3998,2022-09-17
Iowa,IA,2022-09-24,2821,2022-09-24
Iowa,IA,2022-10-01,2042,2022-10-01
Iowa,IA,2022-10-08,1848,2022-10-08
Iowa,IA,2022-10-15,1688,2022-10-15
Iowa,IA,2022-10-22,1378,2022-10-22
Iowa,IA,2022-10-29,1915,2022-10-29
Iowa,IA,2022-11-05,1827,2022-11-05
Iowa,IA,2022-11-12,1863,2022-11-12
Iowa,IA,2022-11-19,1980,2022-11-19
Iowa,IA,2022-11-26,2302,2022-11-26
Iowa,IA,2022-12-03,2700,2022-12-03
Iowa,IA,2022-12-10,3471,2022-12-10
Iowa,IA,2022-12-17,3702,2022-12-17
Iowa,IA,2022-12-24,3493,2022-12-24
Iowa,IA,2022-12-31,2148,2022-12-31
Iowa,IA,2023-01-07,2256,2023-01-07
Iowa,IA,2023-01-14,2204,2023-01-14
Iowa,IA,2023-01-21,1687,2023-01-21
Iowa,IA,2023-01-28,1568,2023-01-28
Iowa,IA,2023-02-04,1512,2023-02-04
Iowa,IA,2023-02-11,1498,2023-02-11
Iowa,IA,2023-02-18,1626,2023-02-18
Iowa,IA,2023-02-25,1581,2023-02-25
Iowa,IA,2023-03-04,1732,2023-03-04
Iowa,IA,2023-03-11,1916,2023-03-11
Kansas,KS,2020-01-25,0,2020-01-25
Kansas,KS,2020-02-01,0,2020-02-01
Kansas,KS,2020-02-08,0,2020-02-08
Kansas,KS,2020-02-15,0,2020-02-15
Kansas,KS,2020-02-22,0,2020-02-22
Kansas,KS,2020-02-29,0,2020-02-29
Kansas,KS,2020-03-07,0,2020-03-07
Kansas,KS,2020-03-14,8,2020-03-14
Kansas,KS,2020-03-21,49,2020-03-21
Kansas,KS,2020-03-28,209,2020-03-28
Kansas,KS,2020-04-04,432,2020-04-04
Kansas,KS,2020-04-11,577,2020-04-11
Kansas,KS,2020-04-18,546,2020-04-18
Kansas,KS,2020-04-25,1314,2020-04-25
Kansas,KS,2020-05-02,1750,2020-05-02
Kansas,KS,2020-05-09,1944,2020-05-09
Kansas,KS,2020-05-16,1110,2020-05-16
Kansas,KS,2020-05-23,1007,2020-05-23
Kansas,KS,2020-05-30,744,2020-05-30
Kansas,KS,2020-06-06,671,2020-06-06
Kansas,KS,2020-06-13,659,2020-06-13
Kansas,KS,2020-06-20,1077,2020-06-20
Kansas,KS,2020-06-27,1520,2020-06-27
Kansas,KS,2020-07-04,2294,2020-07-04
Kansas,KS,2020-07-11,2776,2020-07-11
Kansas,KS,2020-07-18,3006,2020-07-18
Kansas,KS,2020-07-25,3315,2020-07-25
Kansas,KS,2020-08-01,2582,2020-08-01
Kansas,KS,2020-08-08,2855,2020-08-08
Kansas,KS,2020-08-15,3440,2020-08-15
Kansas,KS,2020-08-22,3486,2020-08-22
Kansas,KS,2020-08-29,4199,2020-08-29
Kansas,KS,2020-09-05,4054,2020-09-05
Kansas,KS,2020-09-12,2997,2020-09-12
Kansas,KS,2020-09-19,3807,2020-09-19
Kansas,KS,2020-09-26,5637,2020-09-26
Kansas,KS,2020-10-03,4504,2020-10-03
Kansas,KS,2020-10-10,4730,2020-10-10
Kansas,KS,2020-10-17,5213,2020-10-17
Kansas,KS,2020-10-24,5782,2020-10-24
Kansas,KS,2020-10-31,8551,2020-10-31
Kansas,KS,2020-11-07,12774,2020-11-07
Kansas,KS,2020-11-14,17577,2020-11-14
Kansas,KS,2020-11-21,19518,2020-11-21
Kansas,KS,2020-11-28,18448,2020-11-28
Kansas,KS,2020-12-05,15720,2020-12-05
Kansas,KS,2020-12-12,17113,2020-12-12
Kansas,KS,2020-12-19,15172,2020-12-19
Kansas,KS,2020-12-26,9250,2020-12-26
Kansas,KS,2021-01-02,17566,2021-01-02
Kansas,KS,2021-01-09,14608,2021-01-09
Kansas,KS,2021-01-16,13761,2021-01-16
Kansas,KS,2021-01-23,10550,2021-01-23
Kansas,KS,2021-01-30,8064,2021-01-30
Kansas,KS,2021-02-06,6839,2021-02-06
Kansas,KS,2021-02-13,4563,2021-02-13
Kansas,KS,2021-02-20,4714,2021-02-20
Kansas,KS,2021-02-27,2793,2021-02-27
Kansas,KS,2021-03-06,2189,2021-03-06
Kansas,KS,2021-03-13,1794,2021-03-13
Kansas,KS,2021-03-20,1530,2021-03-20
Kansas,KS,2021-03-27,1467,2021-03-27
Kansas,KS,2021-04-03,1433,2021-04-03
Kansas,KS,2021-04-10,1347,2021-04-10
Kansas,KS,2021-04-17,1634,2021-04-17
Kansas,KS,2021-04-24,1458,2021-04-24
Kansas,KS,2021-05-01,1707,2021-05-01
Kansas,KS,2021-05-08,1461,2021-05-08
Kansas,KS,2021-05-15,1136,2021-05-15
Kansas,KS,2021-05-22,1291,2021-05-22
Kansas,KS,2021-05-29,836,2021-05-29
Kansas,KS,2021-06-05,712,2021-06-05
Kansas,KS,2021-06-12,829,2021-06-12
Kansas,KS,2021-06-19,735,2021-06-19
Kansas,KS,2021-06-26,745,2021-06-26
Kansas,KS,2021-07-03,1192,2021-07-03
Kansas,KS,2021-07-10,1872,2021-07-10
Kansas,KS,2021-07-17,2931,2021-07-17
Kansas,KS,2021-07-24,3798,2021-07-24
Kansas,KS,2021-07-31,5725,2021-07-31
Kansas,KS,2021-08-07,6626,2021-08-07
Kansas,KS,2021-08-14,8375,2021-08-14
Kansas,KS,2021-08-21,8221,2021-08-21
Kansas,KS,2021-08-28,9687,2021-08-28
Kansas,KS,2021-09-04,11353,2021-09-04
Kansas,KS,2021-09-11,9956,2021-09-11
Kansas,KS,2021-09-18,9815,2021-09-18
Kansas,KS,2021-09-25,7516,2021-09-25
Kansas,KS,2021-10-02,6843,2021-10-02
Kansas,KS,2021-10-09,6233,2021-10-09
Kansas,KS,2021-10-16,5687,2021-10-16
Kansas,KS,2021-10-23,5597,2021-10-23
Kansas,KS,2021-10-30,5837,2021-10-30
Kansas,KS,2021-11-06,5622,2021-11-06
Kansas,KS,2021-11-13,7524,2021-11-13
Kansas,KS,2021-11-20,8020,2021-11-20
Kansas,KS,2021-11-27,5378,2021-11-27
Kansas,KS,2021-12-04,13158,2021-12-04
Kansas,KS,2021-12-11,11704,2021-12-11
Kansas,KS,2021-12-18,11698,2021-12-18
Kansas,KS,2021-12-25,7788,2021-12-25
Kansas,KS,2022-01-01,14043,2022-01-01
Kansas,KS,2022-01-08,45901,2022-01-08
Kansas,KS,2022-01-15,54495,2022-01-15
Kansas,KS,2022-01-22,60201,2022-01-22
Kansas,KS,2022-01-29,41990,2022-01-29
Kansas,KS,2022-02-05,21853,2022-02-05
Kansas,KS,2022-02-12,4448,2022-02-12
Kansas,KS,2022-02-19,13394,2022-02-19
Kansas,KS,2022-02-26,3324,2022-02-26
Kansas,KS,2022-03-05,2059,2022-03-05
Kansas,KS,2022-03-12,1176,2022-03-12
Kansas,KS,2022-03-19,521,2022-03-19
Kansas,KS,2022-03-26,466,2022-03-26
Kansas,KS,2022-04-02,541,2022-04-02
Kansas,KS,2022-04-09,682,2022-04-09
Kansas,KS,2022-04-16,1302,2022-04-16
Kansas,KS,2022-04-23,1574,2022-04-23
Kansas,KS,2022-04-30,2016,2022-04-30
Kansas,KS,2022-05-07,2229,2022-05-07
Kansas,KS,2022-05-14,2849,2022-05-14
Kansas,KS,2022-05-21,1909,2022-05-21
Kansas,KS,2022-05-28,3107,2022-05-28
Kansas,KS,2022-06-04,3202,2022-06-04
Kansas,KS,2022-06-11,4686,2022-06-11
Kansas,KS,2022-06-18,3955,2022-06-18
Kansas,KS,2022-06-25,4138,2022-06-25
Kansas,KS,2022-07-02,5017,2022-07-02
Kansas,KS,2022-07-09,5408,2022-07-09
Kansas,KS,2022-07-16,7336,2022-07-16
Kansas,KS,2022-07-23,7651,2022-07-23
Kansas,KS,2022-07-30,7507,2022-07-30
Kansas,KS,2022-08-06,6751,2022-08-06
Kansas,KS,2022-08-13,6611,2022-08-13
Kansas,KS,2022-08-20,5390,2022-08-20
Kansas,KS,2022-08-27,5073,2022-08-27
Kansas,KS,2022-09-03,5747,2022-09-03
Kansas,KS,2022-09-10,4562,2022-09-10
Kansas,KS,2022-09-17,4169,2022-09-17
Kansas,KS,2022-09-24,2780,2022-09-24
Kansas,KS,2022-10-01,2628,2022-10-01
Kansas,KS,2022-10-08,1690,2022-10-08
Kansas,KS,2022-10-15,2878,2022-10-15
Kansas,KS,2022-10-22,1905,2022-10-22
Kansas,KS,2022-10-29,2099,2022-10-29
Kansas,KS,2022-11-05,2392,2022-11-05
Kansas,KS,2022-11-12,2707,2022-11-12
Kansas,KS,2022-11-19,2590,2022-11-19
Kansas,KS,2022-11-26,3049,2022-11-26
Kansas,KS,2022-12-03,3604,2022-12-03
Kansas,KS,2022-12-10,4273,2022-12-10
Kansas,KS,2022-12-17,4168,2022-12-17
Kansas,KS,2022-12-24,4207,2022-12-24
Kansas,KS,2022-12-31,2721,2022-12-31
Kansas,KS,2023-01-07,2838,2023-01-07
Kansas,KS,2023-01-14,2346,2023-01-14
Kansas,KS,2023-01-21,1944,2023-01-21
Kansas,KS,2023-01-28,2146,2023-01-28
Kansas,KS,2023-02-04,2164,2023-02-04
Kansas,KS,2023-02-11,1960,2023-02-11
Kansas,KS,2023-02-18,2054,2023-02-18
Kansas,KS,2023-02-25,1987,2023-02-25
Kansas,KS,2023-03-04,1927,2023-03-04
Kansas,KS,2023-03-11,1753,2023-03-11
Kentucky,KY,2020-01-25,0,2020-01-25
Kentucky,KY,2020-02-01,0,2020-02-01
Kentucky,KY,2020-02-08,0,2020-02-08
Kentucky,KY,2020-02-15,0,2020-02-15
Kentucky,KY,2020-02-22,0,2020-02-22
Kentucky,KY,2020-02-29,0,2020-02-29
Kentucky,KY,2020-03-07,1,2020-03-07
Kentucky,KY,2020-03-14,15,2020-03-14
Kentucky,KY,2020-03-21,71,2020-03-21
Kentucky,KY,2020-03-28,293,2020-03-28
Kentucky,KY,2020-04-04,537,2020-04-04
Kentucky,KY,2020-04-11,776,2020-04-11
Kentucky,KY,2020-04-18,1014,2020-04-18
Kentucky,KY,2020-04-25,1208,2020-04-25
Kentucky,KY,2020-05-02,970,2020-05-02
Kentucky,KY,2020-05-09,1561,2020-05-09
Kentucky,KY,2020-05-16,1248,2020-05-16
Kentucky,KY,2020-05-23,883,2020-05-23
Kentucky,KY,2020-05-30,1133,2020-05-30
Kentucky,KY,2020-06-06,1583,2020-06-06
Kentucky,KY,2020-06-13,1158,2020-06-13
Kentucky,KY,2020-06-20,1185,2020-06-20
Kentucky,KY,2020-06-27,1537,2020-06-27
Kentucky,KY,2020-07-04,1209,2020-07-04
Kentucky,KY,2020-07-11,2745,2020-07-11
Kentucky,KY,2020-07-18,3063,2020-07-18
Kentucky,KY,2020-07-25,4580,2020-07-25
Kentucky,KY,2020-08-01,3959,2020-08-01
Kentucky,KY,2020-08-08,3855,2020-08-08
Kentucky,KY,2020-08-15,4352,2020-08-15
Kentucky,KY,2020-08-22,4136,2020-08-22
Kentucky,KY,2020-08-29,4511,2020-08-29
Kentucky,KY,2020-09-05,4887,2020-09-05
Kentucky,KY,2020-09-12,3951,2020-09-12
Kentucky,KY,2020-09-19,4691,2020-09-19
Kentucky,KY,2020-09-26,4930,2020-09-26
Kentucky,KY,2020-10-03,5965,2020-10-03
Kentucky,KY,2020-10-10,7444,2020-10-10
Kentucky,KY,2020-10-17,7352,2020-10-17
Kentucky,KY,2020-10-24,8683,2020-10-24
Kentucky,KY,2020-10-31,11739,2020-10-31
Kentucky,KY,2020-11-07,12442,2020-11-07
Kentucky,KY,2020-11-14,16476,2020-11-14
Kentucky,KY,2020-11-21,19771,2020-11-21
Kentucky,KY,2020-11-28,18274,2020-11-28
Kentucky,KY,2020-12-05,23882,2020-12-05
Kentucky,KY,2020-12-12,22595,2020-12-12
Kentucky,KY,2020-12-19,19904,2020-12-19
Kentucky,KY,2020-12-26,14999,2020-12-26
Kentucky,KY,2021-01-02,18408,2021-01-02
Kentucky,KY,2021-01-09,26427,2021-01-09
Kentucky,KY,2021-01-16,23927,2021-01-16
Kentucky,KY,2021-01-23,20243,2021-01-23
Kentucky,KY,2021-01-30,16548,2021-01-30
Kentucky,KY,2021-02-06,15138,2021-02-06
Kentucky,KY,2021-02-13,10837,2021-02-13
Kentucky,KY,2021-02-20,8928,2021-02-20
Kentucky,KY,2021-02-27,7929,2021-02-27
Kentucky,KY,2021-03-06,6237,2021-03-06
Kentucky,KY,2021-03-13,5586,2021-03-13
Kentucky,KY,2021-03-20,4742,2021-03-20
Kentucky,KY,2021-03-27,4154,2021-03-27
Kentucky,KY,2021-04-03,4440,2021-04-03
Kentucky,KY,2021-04-10,3614,2021-04-10
Kentucky,KY,2021-04-17,4317,2021-04-17
Kentucky,KY,2021-04-24,3594,2021-04-24
Kentucky,KY,2021-05-01,4140,2021-05-01
Kentucky,KY,2021-05-08,3986,2021-05-08
Kentucky,KY,2021-05-15,3493,2021-05-15
Kentucky,KY,2021-05-22,3325,2021-05-22
Kentucky,KY,2021-05-29,2700,2021-05-29
Kentucky,KY,2021-06-05,2137,2021-06-05
Kentucky,KY,2021-06-12,1808,2021-06-12
Kentucky,KY,2021-06-19,1290,2021-06-19
Kentucky,KY,2021-06-26,1037,2021-06-26
Kentucky,KY,2021-07-03,1129,2021-07-03
Kentucky,KY,2021-07-10,1570,2021-07-10
Kentucky,KY,2021-07-17,2974,2021-07-17
Kentucky,KY,2021-07-24,5154,2021-07-24
Kentucky,KY,2021-07-31,8786,2021-07-31
Kentucky,KY,2021-08-07,13364,2021-08-07
Kentucky,KY,2021-08-14,17097,2021-08-14
Kentucky,KY,2021-08-21,23196,2021-08-21
Kentucky,KY,2021-08-28,28850,2021-08-28
Kentucky,KY,2021-09-04,30544,2021-09-04
Kentucky,KY,2021-09-11,27566,2021-09-11
Kentucky,KY,2021-09-18,28715,2021-09-18
Kentucky,KY,2021-09-25,23682,2021-09-25
Kentucky,KY,2021-10-02,20796,2021-10-02
Kentucky,KY,2021-10-09,14787,2021-10-09
Kentucky,KY,2021-10-16,12873,2021-10-16
Kentucky,KY,2021-10-23,9772,2021-10-23
Kentucky,KY,2021-10-30,8692,2021-10-30
Kentucky,KY,2021-11-06,8047,2021-11-06
Kentucky,KY,2021-11-13,9346,2021-11-13
Kentucky,KY,2021-11-20,10285,2021-11-20
Kentucky,KY,2021-11-27,9661,2021-11-27
Kentucky,KY,2021-12-04,15724,2021-12-04
Kentucky,KY,2021-12-11,16057,2021-12-11
Kentucky,KY,2021-12-18,15046,2021-12-18
Kentucky,KY,2021-12-25,8181,2021-12-25
Kentucky,KY,2022-01-01,19704,2022-01-01
Kentucky,KY,2022-01-08,59736,2022-01-08
Kentucky,KY,2022-01-15,59465,2022-01-15
