state,USPS,datew,incidD,date,out,no,back_date
Pennsylvania,PA,4/10/2021,225,4/10/2021,0,,
Pennsylvania,PA,4/17/2021,261,4/17/2021,0,,
Pennsylvania,PA,4/24/2021,316,4/24/2021,0,,
Pennsylvania,PA,5/1/2021,257,5/1/2021,0,,
Pennsylvania,PA,5/8/2021,262,5/8/2021,0,,
Pennsylvania,PA,5/15/2021,226,5/15/2021,0,,
Pennsylvania,PA,5/22/2021,268,5/22/2021,0,,
Pennsylvania,PA,5/29/2021,208,5/29/2021,0,,
Pennsylvania,PA,6/5/2021,140,6/5/2021,0,,
Pennsylvania,PA,6/12/2021,122,6/12/2021,0,,
Pennsylvania,PA,6/19/2021,94,6/19/2021,0,,
Pennsylvania,PA,6/26/2021,83,6/26/2021,0,,
Pennsylvania,PA,7/3/2021,62,7/3/2021,0,,
Pennsylvania,PA,7/10/2021,39,7/10/2021,0,,
Pennsylvania,PA,7/17/2021,47,7/17/2021,0,,
Pennsylvania,PA,7/24/2021,33,7/24/2021,0,,
Pennsylvania,PA,7/31/2021,27,7/31/2021,0,,
Pennsylvania,PA,8/7/2021,50,8/7/2021,0,,
Pennsylvania,PA,8/14/2021,66,8/14/2021,0,,
Pennsylvania,PA,8/21/2021,108,8/21/2021,0,,
Pennsylvania,PA,8/28/2021,131,8/28/2021,0,,
Pennsylvania,PA,9/4/2021,173,9/4/2021,0,,
Pennsylvania,PA,9/11/2021,186,9/11/2021,0,,
Pennsylvania,PA,9/18/2021,278,9/18/2021,0,,
Pennsylvania,PA,9/25/2021,277,9/25/2021,0,,
Pennsylvania,PA,10/2/2021,367,10/2/2021,0,,
Pennsylvania,PA,10/9/2021,421,10/9/2021,0,,
Pennsylvania,PA,10/16/2021,511,10/16/2021,0,,
Pennsylvania,PA,10/23/2021,544,10/23/2021,0,,
Pennsylvania,PA,10/30/2021,451,10/30/2021,0,,
Pennsylvania,PA,11/6/2021,484,11/6/2021,0,,
Pennsylvania,PA,11/13/2021,458,11/13/2021,0,,
Pennsylvania,PA,11/20/2021,556,11/20/2021,0,,
Pennsylvania,PA,11/27/2021,340,11/27/2021,0,,
Pennsylvania,PA,12/4/2021,608,12/4/2021,0,,
Pennsylvania,PA,12/11/2021,712,12/11/2021,0,,
Pennsylvania,PA,12/18/2021,807,12/18/2021,0,,
Pennsylvania,PA,12/25/2021,672,12/25/2021,0,,
Pennsylvania,PA,1/1/2022,664,1/1/2022,0,,
Pennsylvania,PA,1/8/2022,928,1/8/2022,0,,
Pennsylvania,PA,1/15/2022,969,1/15/2022,0,,
Pennsylvania,PA,1/22/2022,876,1/22/2022,0,,
Pennsylvania,PA,1/29/2022,1061,1/29/2022,0,,
Pennsylvania,PA,2/5/2022,976,2/5/2022,0,,
Pennsylvania,PA,2/12/2022,679,2/12/2022,0,,
Pennsylvania,PA,2/19/2022,483,2/19/2022,0,,
Pennsylvania,PA,2/26/2022,517,2/26/2022,0,,
Pennsylvania,PA,3/5/2022,322,3/5/2022,0,,
Pennsylvania,PA,3/12/2022,309,3/12/2022,0,,
Pennsylvania,PA,3/19/2022,177,3/19/2022,0,,
Pennsylvania,PA,3/26/2022,197,3/26/2022,0,,
Pennsylvania,PA,4/2/2022,105,4/2/2022,0,,
Pennsylvania,PA,4/9/2022,104,4/9/2022,0,,
Pennsylvania,PA,4/16/2022,73,4/16/2022,0,,
Pennsylvania,PA,4/23/2022,114,4/23/2022,0,,
Pennsylvania,PA,4/30/2022,75,4/30/2022,0,,
Pennsylvania,PA,5/7/2022,56,5/7/2022,0,,
Pennsylvania,PA,5/14/2022,81,5/14/2022,0,,
Pennsylvania,PA,5/21/2022,84,5/21/2022,0,,
Pennsylvania,PA,5/28/2022,249,5/28/2022,0,,
Pennsylvania,PA,6/4/2022,107,6/4/2022,0,,
Pennsylvania,PA,6/11/2022,159,6/11/2022,0,,
Pennsylvania,PA,6/18/2022,167,6/18/2022,0,,
Pennsylvania,PA,6/25/2022,77,6/25/2022,0,,
Pennsylvania,PA,7/2/2022,109,7/2/2022,0,,
Pennsylvania,PA,7/9/2022,55,7/9/2022,0,,
Pennsylvania,PA,7/16/2022,128,7/16/2022,0,,
Pennsylvania,PA,7/23/2022,98,7/23/2022,0,,
Pennsylvania,PA,7/30/2022,117,7/30/2022,0,,
Pennsylvania,PA,8/6/2022,97,8/6/2022,0,,
Pennsylvania,PA,8/13/2022,113,8/13/2022,0,,
Pennsylvania,PA,8/20/2022,140,8/20/2022,0,,
Pennsylvania,PA,8/27/2022,82,8/27/2022,0,,
Pennsylvania,PA,9/3/2022,120,9/3/2022,0,,
Pennsylvania,PA,9/10/2022,115,9/10/2022,0,,
Pennsylvania,PA,9/17/2022,139,9/17/2022,0,,
Pennsylvania,PA,9/24/2022,128,9/24/2022,0,,
Pennsylvania,PA,10/1/2022,115,10/1/2022,0,,
Pennsylvania,PA,10/8/2022,110,10/8/2022,0,,
Pennsylvania,PA,10/15/2022,119,10/15/2022,0,,
Pennsylvania,PA,10/22/2022,140,10/22/2022,0,,
Pennsylvania,PA,10/29/2022,123,10/29/2022,0,,
Pennsylvania,PA,11/5/2022,135,11/5/2022,0,,
Pennsylvania,PA,11/12/2022,154,11/12/2022,0,,
Pennsylvania,PA,11/19/2022,132,11/19/2022,0,,
Pennsylvania,PA,11/26/2022,145,11/26/2022,0,,
Pennsylvania,PA,12/3/2022,116,12/3/2022,0,,
Pennsylvania,PA,12/10/2022,140,12/10/2022,0,,
Pennsylvania,PA,12/17/2022,135,12/17/2022,0,,
Pennsylvania,PA,12/24/2022,136,12/24/2022,0,,
Pennsylvania,PA,12/31/2022,94,12/31/2022,0,,
Pennsylvania,PA,1/7/2023,142,1/7/2023,0,,
Pennsylvania,PA,1/14/2023,229,1/14/2023,0,,
Pennsylvania,PA,1/21/2023,134,1/21/2023,0,,
Pennsylvania,PA,1/28/2023,236,1/28/2023,0,,
Pennsylvania,PA,2/4/2023,158,2/4/2023,0,,
Pennsylvania,PA,2/11/2023,130,2/11/2023,0,,
Pennsylvania,PA,2/18/2023,134,2/18/2023,0,,
Pennsylvania,PA,2/25/2023,113,2/25/2023,0,,
Pennsylvania,PA,3/4/2023,113,3/4/2023,0,,
Pennsylvania,PA,3/11/2023,117,3/11/2023,0,,
Puerto Rico,PR,1/25/2020,0,1/25/2020,0,,
Puerto Rico,PR,2/1/2020,0,2/1/2020,0,,
Puerto Rico,PR,2/8/2020,0,2/8/2020,0,,
Puerto Rico,PR,2/15/2020,0,2/15/2020,0,,
Puerto Rico,PR,2/22/2020,0,2/22/2020,0,,
Puerto Rico,PR,2/29/2020,0,2/29/2020,0,,
Puerto Rico,PR,3/7/2020,0,3/7/2020,0,,
Puerto Rico,PR,3/14/2020,0,3/14/2020,0,,
Puerto Rico,PR,3/21/2020,1,3/21/2020,0,,
Puerto Rico,PR,3/28/2020,2,3/28/2020,0,,
Puerto Rico,PR,4/4/2020,15,4/4/2020,0,,
Puerto Rico,PR,4/11/2020,24,4/11/2020,0,,
Puerto Rico,PR,4/18/2020,18,4/18/2020,0,,
Puerto Rico,PR,4/25/2020,25,4/25/2020,0,,
Puerto Rico,PR,5/2/2020,12,5/2/2020,0,,
Puerto Rico,PR,5/9/2020,13,5/9/2020,0,,
Puerto Rico,PR,5/16/2020,14,5/16/2020,0,,
Puerto Rico,PR,5/23/2020,5,5/23/2020,0,,
Puerto Rico,PR,5/30/2020,6,5/30/2020,0,,
Puerto Rico,PR,6/6/2020,9,6/6/2020,0,,
Puerto Rico,PR,6/13/2020,4,6/13/2020,0,,
Puerto Rico,PR,6/20/2020,1,6/20/2020,0,,
Puerto Rico,PR,6/27/2020,5,6/27/2020,0,,
Puerto Rico,PR,7/4/2020,3,7/4/2020,0,,
Puerto Rico,PR,7/11/2020,12,7/11/2020,0,,
Puerto Rico,PR,7/18/2020,11,7/18/2020,0,,
Puerto Rico,PR,7/25/2020,23,7/25/2020,0,,
Puerto Rico,PR,8/1/2020,24,8/1/2020,0,,
Puerto Rico,PR,8/8/2020,49,8/8/2020,0,,
Puerto Rico,PR,8/15/2020,55,8/15/2020,0,,
Puerto Rico,PR,8/22/2020,52,8/22/2020,0,,
Puerto Rico,PR,8/29/2020,47,8/29/2020,0,,
Puerto Rico,PR,9/5/2020,36,9/5/2020,0,,
Puerto Rico,PR,9/12/2020,71,9/12/2020,0,,
Puerto Rico,PR,9/19/2020,70,9/19/2020,0,,
Puerto Rico,PR,9/26/2020,37,9/26/2020,0,,
Puerto Rico,PR,10/3/2020,39,10/3/2020,0,,
Puerto Rico,PR,10/10/2020,47,10/10/2020,0,,
Puerto Rico,PR,10/17/2020,33,10/17/2020,0,,
Puerto Rico,PR,10/24/2020,33,10/24/2020,0,,
Puerto Rico,PR,10/31/2020,28,10/31/2020,0,,
Puerto Rico,PR,11/7/2020,40,11/7/2020,0,,
Puerto Rico,PR,11/14/2020,59,11/14/2020,0,,
Puerto Rico,PR,11/21/2020,91,11/21/2020,0,,
Puerto Rico,PR,11/28/2020,71,11/28/2020,0,,
Puerto Rico,PR,12/5/2020,102,12/5/2020,0,,
Puerto Rico,PR,12/12/2020,81,12/12/2020,0,,
Puerto Rico,PR,12/19/2020,76,12/19/2020,0,,
Puerto Rico,PR,12/26/2020,90,12/26/2020,0,,
Puerto Rico,PR,1/2/2021,94,1/2/2021,0,,
Puerto Rico,PR,1/9/2021,90,1/9/2021,0,,
Puerto Rico,PR,1/16/2021,87,1/16/2021,0,,
Puerto Rico,PR,1/23/2021,68,1/23/2021,0,,
Puerto Rico,PR,1/30/2021,52,1/30/2021,0,,
Puerto Rico,PR,2/6/2021,49,2/6/2021,0,,
Puerto Rico,PR,2/13/2021,43,2/13/2021,0,,
Puerto Rico,PR,2/20/2021,42,2/20/2021,0,,
Puerto Rico,PR,2/27/2021,75,2/27/2021,0,,
Puerto Rico,PR,3/6/2021,27,3/6/2021,0,,
Puerto Rico,PR,3/13/2021,18,3/13/2021,0,,
Puerto Rico,PR,3/20/2021,19,3/20/2021,0,,
Puerto Rico,PR,3/27/2021,16,3/27/2021,0,,
Puerto Rico,PR,4/3/2021,14,4/3/2021,0,,
Puerto Rico,PR,4/10/2021,28,4/10/2021,0,,
Puerto Rico,PR,4/17/2021,46,4/17/2021,0,,
Puerto Rico,PR,4/24/2021,64,4/24/2021,0,,
Puerto Rico,PR,5/1/2021,49,5/1/2021,0,,
Puerto Rico,PR,5/8/2021,59,5/8/2021,0,,
Puerto Rico,PR,5/15/2021,63,5/15/2021,0,,
Puerto Rico,PR,5/22/2021,37,5/22/2021,0,,
Puerto Rico,PR,5/29/2021,29,5/29/2021,0,,
Puerto Rico,PR,6/5/2021,17,6/5/2021,0,,
Puerto Rico,PR,6/12/2021,12,6/12/2021,0,,
Puerto Rico,PR,6/19/2021,10,6/19/2021,0,,
Puerto Rico,PR,6/26/2021,6,6/26/2021,0,,
Puerto Rico,PR,7/3/2021,6,7/3/2021,0,,
Puerto Rico,PR,7/10/2021,2,7/10/2021,0,,
Puerto Rico,PR,7/17/2021,7,7/17/2021,0,,
Puerto Rico,PR,7/24/2021,7,7/24/2021,0,,
Puerto Rico,PR,7/31/2021,12,7/31/2021,0,,
Puerto Rico,PR,8/7/2021,29,8/7/2021,0,,
Puerto Rico,PR,8/14/2021,53,8/14/2021,0,,
Puerto Rico,PR,8/21/2021,76,8/21/2021,0,,
Puerto Rico,PR,8/28/2021,88,8/28/2021,0,,
Puerto Rico,PR,9/4/2021,81,9/4/2021,0,,
Puerto Rico,PR,9/11/2021,88,9/11/2021,0,,
Puerto Rico,PR,9/18/2021,77,9/18/2021,0,,
Puerto Rico,PR,9/25/2021,55,9/25/2021,0,,
Puerto Rico,PR,10/2/2021,36,10/2/2021,0,,
Puerto Rico,PR,10/9/2021,26,10/9/2021,0,,
Puerto Rico,PR,10/16/2021,18,10/16/2021,0,,
Puerto Rico,PR,10/23/2021,13,10/23/2021,0,,
Puerto Rico,PR,10/30/2021,12,10/30/2021,0,,
Puerto Rico,PR,11/6/2021,12,11/6/2021,0,,
Puerto Rico,PR,11/13/2021,13,11/13/2021,0,,
Puerto Rico,PR,11/20/2021,4,11/20/2021,0,,
Puerto Rico,PR,11/27/2021,7,11/27/2021,0,,
Puerto Rico,PR,12/4/2021,4,12/4/2021,0,,
Puerto Rico,PR,12/11/2021,2,12/11/2021,0,,
Puerto Rico,PR,12/18/2021,10,12/18/2021,0,,
Puerto Rico,PR,12/25/2021,7,12/25/2021,0,,
Puerto Rico,PR,1/1/2022,17,1/1/2022,0,,
Puerto Rico,PR,1/8/2022,53,1/8/2022,0,,
Puerto Rico,PR,1/15/2022,132,1/15/2022,0,,
Puerto Rico,PR,1/22/2022,180,1/22/2022,0,,
Puerto Rico,PR,1/29/2022,164,1/29/2022,0,,
Puerto Rico,PR,2/5/2022,102,2/5/2022,0,,
Puerto Rico,PR,2/12/2022,86,2/12/2022,0,,
Puerto Rico,PR,2/19/2022,53,2/19/2022,0,,
Puerto Rico,PR,2/26/2022,26,2/26/2022,0,,
Puerto Rico,PR,3/5/2022,29,3/5/2022,0,,
Puerto Rico,PR,3/12/2022,17,3/12/2022,0,,
Puerto Rico,PR,3/19/2022,4,3/19/2022,0,,
Puerto Rico,PR,3/26/2022,5,3/26/2022,0,,
Puerto Rico,PR,4/2/2022,11,4/2/2022,0,,
Puerto Rico,PR,4/9/2022,6,4/9/2022,0,,
Puerto Rico,PR,4/16/2022,8,4/16/2022,0,,
Puerto Rico,PR,4/23/2022,6,4/23/2022,0,,
Puerto Rico,PR,4/30/2022,17,4/30/2022,0,,
Puerto Rico,PR,5/7/2022,24,5/7/2022,0,,
Puerto Rico,PR,5/14/2022,22,5/14/2022,0,,
Puerto Rico,PR,5/21/2022,50,5/21/2022,0,,
Puerto Rico,PR,5/28/2022,52,5/28/2022,0,,
Puerto Rico,PR,6/4/2022,43,6/4/2022,0,,
Puerto Rico,PR,6/11/2022,37,6/11/2022,0,,
Puerto Rico,PR,6/18/2022,44,6/18/2022,0,,
Puerto Rico,PR,6/25/2022,48,6/25/2022,0,,
Puerto Rico,PR,7/2/2022,61,7/2/2022,0,,
Puerto Rico,PR,7/9/2022,41,7/9/2022,0,,
Puerto Rico,PR,7/16/2022,49,7/16/2022,0,,
Puerto Rico,PR,7/23/2022,45,7/23/2022,0,,
Puerto Rico,PR,7/30/2022,44,7/30/2022,0,,
Puerto Rico,PR,8/6/2022,36,8/6/2022,0,,
Puerto Rico,PR,8/13/2022,47,8/13/2022,0,,
Puerto Rico,PR,8/20/2022,56,8/20/2022,0,,
Puerto Rico,PR,8/27/2022,44,8/27/2022,0,,
Puerto Rico,PR,9/3/2022,45,9/3/2022,0,,
Puerto Rico,PR,9/10/2022,38,9/10/2022,0,,
Puerto Rico,PR,9/17/2022,38,9/17/2022,0,,
Puerto Rico,PR,9/24/2022,41,9/24/2022,0,,
Puerto Rico,PR,10/1/2022,42,10/1/2022,0,,
Puerto Rico,PR,10/8/2022,27,10/8/2022,0,,
Puerto Rico,PR,10/15/2022,30,10/15/2022,0,,
Puerto Rico,PR,10/22/2022,21,10/22/2022,0,,
Puerto Rico,PR,10/29/2022,25,10/29/2022,0,,
Puerto Rico,PR,11/5/2022,19,11/5/2022,0,,
Puerto Rico,PR,11/12/2022,20,11/12/2022,0,,
Puerto Rico,PR,11/19/2022,24,11/19/2022,0,,
Puerto Rico,PR,11/26/2022,31,11/26/2022,0,,
Puerto Rico,PR,12/3/2022,40,12/3/2022,0,,
Puerto Rico,PR,12/10/2022,51,12/10/2022,0,,
Puerto Rico,PR,12/17/2022,31,12/17/2022,0,,
Puerto Rico,PR,12/24/2022,33,12/24/2022,0,,
Puerto Rico,PR,12/31/2022,35,12/31/2022,0,,
Puerto Rico,PR,1/7/2023,34,1/7/2023,0,,
Puerto Rico,PR,1/14/2023,36,1/14/2023,0,,
Puerto Rico,PR,1/21/2023,31,1/21/2023,0,,
Puerto Rico,PR,1/28/2023,40,1/28/2023,0,,
Puerto Rico,PR,2/4/2023,30,2/4/2023,0,,
Puerto Rico,PR,2/11/2023,38,2/11/2023,0,,
Puerto Rico,PR,2/18/2023,21,2/18/2023,0,,
Puerto Rico,PR,2/25/2023,20,2/25/2023,0,,
Puerto Rico,PR,3/4/2023,19,3/4/2023,0,,
Puerto Rico,PR,3/11/2023,13,3/11/2023,0,,
Rhode Island,RI,1/25/2020,0,1/25/2020,0,,
Rhode Island,RI,2/1/2020,0,2/1/2020,0,,
Rhode Island,RI,2/8/2020,0,2/8/2020,0,,
Rhode Island,RI,2/15/2020,0,2/15/2020,0,,
Rhode Island,RI,2/22/2020,0,2/22/2020,0,,
Rhode Island,RI,2/29/2020,0,2/29/2020,0,,
Rhode Island,RI,3/7/2020,0,3/7/2020,0,,
Rhode Island,RI,3/14/2020,0,3/14/2020,0,,
Rhode Island,RI,3/21/2020,1,3/21/2020,0,,
Rhode Island,RI,3/28/2020,3,3/28/2020,0,,
Rhode Island,RI,4/4/2020,24,4/4/2020,0,,
Rhode Island,RI,4/11/2020,54,4/11/2020,0,,
Rhode Island,RI,4/18/2020,93,4/18/2020,0,,
Rhode Island,RI,4/25/2020,101,4/25/2020,0,,
Rhode Island,RI,5/2/2020,126,5/2/2020,0,,
Rhode Island,RI,5/9/2020,134,5/9/2020,0,,
Rhode Island,RI,5/16/2020,108,5/16/2020,0,,
Rhode Island,RI,5/23/2020,105,5/23/2020,0,,
Rhode Island,RI,5/30/2020,75,5/30/2020,0,,
Rhode Island,RI,6/6/2020,58,6/6/2020,0,,
Rhode Island,RI,6/13/2020,24,6/13/2020,0,,
Rhode Island,RI,6/20/2020,36,6/20/2020,0,,
Rhode Island,RI,6/27/2020,23,6/27/2020,0,,
Rhode Island,RI,7/4/2020,21,7/4/2020,0,,
Rhode Island,RI,7/11/2020,14,7/11/2020,0,,
Rhode Island,RI,7/18/2020,12,7/18/2020,0,,
Rhode Island,RI,7/25/2020,9,7/25/2020,0,,
Rhode Island,RI,8/1/2020,6,8/1/2020,0,,
Rhode Island,RI,8/8/2020,10,8/8/2020,0,,
Rhode Island,RI,8/15/2020,8,8/15/2020,0,,
Rhode Island,RI,8/22/2020,20,8/22/2020,0,,
Rhode Island,RI,8/29/2020,10,8/29/2020,0,,
Rhode Island,RI,9/5/2020,12,9/5/2020,0,,
Rhode Island,RI,9/12/2020,9,9/12/2020,0,,
Rhode Island,RI,9/19/2020,15,9/19/2020,0,,
Rhode Island,RI,9/26/2020,10,9/26/2020,0,,
Rhode Island,RI,10/3/2020,10,10/3/2020,0,,
Rhode Island,RI,10/10/2020,17,10/10/2020,0,,
Rhode Island,RI,10/17/2020,26,10/17/2020,0,,
Rhode Island,RI,10/24/2020,17,10/24/2020,0,,
Rhode Island,RI,10/31/2020,25,10/31/2020,0,,
Rhode Island,RI,11/7/2020,25,11/7/2020,0,,
Rhode Island,RI,11/14/2020,42,11/14/2020,0,,
Rhode Island,RI,11/21/2020,48,11/21/2020,0,,
Rhode Island,RI,11/28/2020,68,11/28/2020,0,,
Rhode Island,RI,12/5/2020,83,12/5/2020,0,,
Rhode Island,RI,12/12/2020,140,12/12/2020,0,,
Rhode Island,RI,12/19/2020,132,12/19/2020,0,,
Rhode Island,RI,12/26/2020,102,12/26/2020,0,,
Rhode Island,RI,1/2/2021,101,1/2/2021,0,,
Rhode Island,RI,1/9/2021,105,1/9/2021,0,,
Rhode Island,RI,1/16/2021,99,1/16/2021,0,,
Rhode Island,RI,1/23/2021,95,1/23/2021,0,,
Rhode Island,RI,1/30/2021,77,1/30/2021,0,,
Rhode Island,RI,2/6/2021,67,2/6/2021,0,,
Rhode Island,RI,2/13/2021,59,2/13/2021,0,,
Rhode Island,RI,2/20/2021,26,2/20/2021,0,,
Rhode Island,RI,2/27/2021,17,2/27/2021,0,,
Rhode Island,RI,3/6/2021,39,3/6/2021,0,,
Rhode Island,RI,3/13/2021,26,3/13/2021,0,,
Rhode Island,RI,3/20/2021,28,3/20/2021,0,,
Rhode Island,RI,3/27/2021,13,3/27/2021,0,,
Rhode Island,RI,4/3/2021,22,4/3/2021,0,,
Rhode Island,RI,4/10/2021,10,4/10/2021,0,,
Rhode Island,RI,4/17/2021,9,4/17/2021,0,,
Rhode Island,RI,4/24/2021,13,4/24/2021,0,,
Rhode Island,RI,5/1/2021,11,5/1/2021,0,,
Rhode Island,RI,5/8/2021,16,5/8/2021,0,,
Rhode Island,RI,5/15/2021,13,5/15/2021,0,,
Rhode Island,RI,5/22/2021,4,5/22/2021,0,,
Rhode Island,RI,5/29/2021,4,5/29/2021,0,,
Rhode Island,RI,6/5/2021,9,6/5/2021,0,,
Rhode Island,RI,6/12/2021,5,6/12/2021,0,,
Rhode Island,RI,6/19/2021,2,6/19/2021,0,,
Rhode Island,RI,6/26/2021,4,6/26/2021,0,,
Rhode Island,RI,7/3/2021,2,7/3/2021,0,,
Rhode Island,RI,7/10/2021,0,7/10/2021,0,,
Rhode Island,RI,7/17/2021,6,7/17/2021,0,,
Rhode Island,RI,7/24/2021,3,7/24/2021,0,,
Rhode Island,RI,7/31/2021,1,7/31/2021,0,,
Rhode Island,RI,8/7/2021,3,8/7/2021,0,,
Rhode Island,RI,8/14/2021,1,8/14/2021,0,,
Rhode Island,RI,8/21/2021,9,8/21/2021,0,,
Rhode Island,RI,8/28/2021,11,8/28/2021,0,,
Rhode Island,RI,9/4/2021,9,9/4/2021,0,,
Rhode Island,RI,9/11/2021,20,9/11/2021,0,,
Rhode Island,RI,9/18/2021,19,9/18/2021,0,,
Rhode Island,RI,9/25/2021,11,9/25/2021,0,,
Rhode Island,RI,10/2/2021,15,10/2/2021,0,,
Rhode Island,RI,10/9/2021,16,10/9/2021,0,,
Rhode Island,RI,10/16/2021,6,10/16/2021,0,,
Rhode Island,RI,10/23/2021,12,10/23/2021,0,,
Rhode Island,RI,10/30/2021,6,10/30/2021,0,,
Rhode Island,RI,11/6/2021,3,11/6/2021,0,,
Rhode Island,RI,11/13/2021,9,11/13/2021,0,,
Rhode Island,RI,11/20/2021,16,11/20/2021,0,,
Rhode Island,RI,11/27/2021,9,11/27/2021,0,,
Rhode Island,RI,12/4/2021,26,12/4/2021,0,,
Rhode Island,RI,12/11/2021,16,12/11/2021,0,,
Rhode Island,RI,12/18/2021,35,12/18/2021,0,,
Rhode Island,RI,12/25/2021,26,12/25/2021,0,,
Rhode Island,RI,1/1/2022,48,1/1/2022,0,,
Rhode Island,RI,1/8/2022,55,1/8/2022,0,,
Rhode Island,RI,1/15/2022,54,1/15/2022,0,,
Rhode Island,RI,1/22/2022,65,1/22/2022,0,,
Rhode Island,RI,1/29/2022,62,1/29/2022,0,,
Rhode Island,RI,2/5/2022,52,2/5/2022,0,,
Rhode Island,RI,2/12/2022,22,2/12/2022,0,,
Rhode Island,RI,2/19/2022,21,2/19/2022,0,,
Rhode Island,RI,2/26/2022,9,2/26/2022,0,,
Rhode Island,RI,3/5/2022,11,3/5/2022,0,,
Rhode Island,RI,3/12/2022,4,3/12/2022,0,,
Rhode Island,RI,3/19/2022,8,3/19/2022,0,,
Rhode Island,RI,3/26/2022,9,3/26/2022,0,,
Rhode Island,RI,4/2/2022,84,4/2/2022,0,,
Rhode Island,RI,4/9/2022,3,4/9/2022,0,,
Rhode Island,RI,4/16/2022,2,4/16/2022,0,,
Rhode Island,RI,4/23/2022,5,4/23/2022,0,,
Rhode Island,RI,4/30/2022,8,4/30/2022,0,,
Rhode Island,RI,5/7/2022,4,5/7/2022,0,,
Rhode Island,RI,5/14/2022,8,5/14/2022,0,,
Rhode Island,RI,5/21/2022,10,5/21/2022,0,,
Rhode Island,RI,5/28/2022,15,5/28/2022,0,,
Rhode Island,RI,6/4/2022,6,6/4/2022,0,,
Rhode Island,RI,6/11/2022,7,6/11/2022,0,,
Rhode Island,RI,6/18/2022,6,6/18/2022,0,,
Rhode Island,RI,6/25/2022,9,6/25/2022,0,,
Rhode Island,RI,7/2/2022,6,7/2/2022,0,,
Rhode Island,RI,7/9/2022,4,7/9/2022,0,,
Rhode Island,RI,7/16/2022,6,7/16/2022,0,,
Rhode Island,RI,7/23/2022,5,7/23/2022,0,,
Rhode Island,RI,7/30/2022,4,7/30/2022,0,,
Rhode Island,RI,8/6/2022,2,8/6/2022,0,,
Rhode Island,RI,8/13/2022,0,8/13/2022,0,,
Rhode Island,RI,8/20/2022,4,8/20/2022,0,,
Rhode Island,RI,8/27/2022,7,8/27/2022,0,,
Rhode Island,RI,9/3/2022,2,9/3/2022,0,,
Rhode Island,RI,9/10/2022,7,9/10/2022,0,,
Rhode Island,RI,9/17/2022,9,9/17/2022,0,,
Rhode Island,RI,9/24/2022,6,9/24/2022,0,,
Rhode Island,RI,10/1/2022,2,10/1/2022,0,,
Rhode Island,RI,10/8/2022,5,10/8/2022,0,,
Rhode Island,RI,10/15/2022,7,10/15/2022,0,,
Rhode Island,RI,10/22/2022,5,10/22/2022,0,,
Rhode Island,RI,10/29/2022,10,10/29/2022,0,,
Rhode Island,RI,11/5/2022,9,11/5/2022,0,,
Rhode Island,RI,11/12/2022,20,11/12/2022,0,,
Rhode Island,RI,11/19/2022,6,11/19/2022,0,,
Rhode Island,RI,11/26/2022,12,11/26/2022,0,,
Rhode Island,RI,12/3/2022,3,12/3/2022,0,,
Rhode Island,RI,12/10/2022,16,12/10/2022,0,,
Rhode Island,RI,12/17/2022,15,12/17/2022,0,,
Rhode Island,RI,12/24/2022,7,12/24/2022,0,,
Rhode Island,RI,12/31/2022,0,12/31/2022,0,,
Rhode Island,RI,1/7/2023,19,1/7/2023,0,,
Rhode Island,RI,1/14/2023,9,1/14/2023,0,,
Rhode Island,RI,1/21/2023,14,1/21/2023,0,,
Rhode Island,RI,1/28/2023,9,1/28/2023,0,,
Rhode Island,RI,2/4/2023,12,2/4/2023,0,,
Rhode Island,RI,2/11/2023,8,2/11/2023,0,,
Rhode Island,RI,2/18/2023,8,2/18/2023,0,,
Rhode Island,RI,2/25/2023,11,2/25/2023,0,,
Rhode Island,RI,3/4/2023,5,3/4/2023,0,,
Rhode Island,RI,3/11/2023,5,3/11/2023,0,,
South Carolina,SC,1/25/2020,0,1/25/2020,0,,
South Carolina,SC,2/1/2020,0,2/1/2020,0,,
South Carolina,SC,2/8/2020,0,2/8/2020,0,,
South Carolina,SC,2/15/2020,0,2/15/2020,0,,
South Carolina,SC,2/22/2020,0,2/22/2020,0,,
South Carolina,SC,2/29/2020,0,2/29/2020,0,,
South Carolina,SC,3/7/2020,0,3/7/2020,0,,
South Carolina,SC,3/14/2020,0,3/14/2020,0,,
South Carolina,SC,3/21/2020,3,3/21/2020,0,,
South Carolina,SC,3/28/2020,12,3/28/2020,0,,
South Carolina,SC,4/4/2020,25,4/4/2020,0,,
South Carolina,SC,4/11/2020,40,4/11/2020,0,,
South Carolina,SC,4/18/2020,39,4/18/2020,0,,
South Carolina,SC,4/25/2020,47,4/25/2020,0,,
South Carolina,SC,5/2/2020,101,5/2/2020,0,,
South Carolina,SC,5/9/2020,63,5/9/2020,0,,
South Carolina,SC,5/16/2020,50,5/16/2020,0,,
South Carolina,SC,5/23/2020,45,5/23/2020,0,,
South Carolina,SC,5/30/2020,62,5/30/2020,0,,
South Carolina,SC,6/6/2020,58,6/6/2020,0,,
South Carolina,SC,6/13/2020,54,6/13/2020,0,,
South Carolina,SC,6/20/2020,45,6/20/2020,0,,
South Carolina,SC,6/27/2020,67,6/27/2020,0,,
South Carolina,SC,7/4/2020,102,7/4/2020,0,,
South Carolina,SC,7/11/2020,138,7/11/2020,0,,
South Carolina,SC,7/18/2020,184,7/18/2020,0,,
South Carolina,SC,7/25/2020,330,7/25/2020,0,,
South Carolina,SC,8/1/2020,286,8/1/2020,0,,
South Carolina,SC,8/8/2020,256,8/8/2020,0,,
