state,USPS,datew,incidD,date
Montana,MT,2021-02-20,14,2021-02-20
Montana,MT,2021-02-27,17,2021-02-27
Montana,MT,2021-03-06,23,2021-03-06
Montana,MT,2021-03-13,13,2021-03-13
Montana,MT,2021-03-20,22,2021-03-20
Montana,MT,2021-03-27,22,2021-03-27
Montana,MT,2021-04-03,29,2021-04-03
Montana,MT,2021-04-10,58,2021-04-10
Montana,MT,2021-04-17,22,2021-04-17
Montana,MT,2021-04-24,18,2021-04-24
Montana,MT,2021-05-01,11,2021-05-01
Montana,MT,2021-05-08,18,2021-05-08
Montana,MT,2021-05-15,6,2021-05-15
Montana,MT,2021-05-22,7,2021-05-22
Montana,MT,2021-05-29,10,2021-05-29
Montana,MT,2021-06-05,19,2021-06-05
Montana,MT,2021-06-12,9,2021-06-12
Montana,MT,2021-06-19,10,2021-06-19
Montana,MT,2021-06-26,11,2021-06-26
Montana,MT,2021-07-03,4,2021-07-03
Montana,MT,2021-07-10,7,2021-07-10
Montana,MT,2021-07-17,18,2021-07-17
Montana,MT,2021-07-24,4,2021-07-24
Montana,MT,2021-07-31,9,2021-07-31
Montana,MT,2021-08-07,18,2021-08-07
Montana,MT,2021-08-14,8,2021-08-14
Montana,MT,2021-08-21,25,2021-08-21
Montana,MT,2021-08-28,28,2021-08-28
Montana,MT,2021-09-04,28,2021-09-04
Montana,MT,2021-09-11,23,2021-09-11
Montana,MT,2021-09-18,43,2021-09-18
Montana,MT,2021-09-25,68,2021-09-25
Montana,MT,2021-10-02,72,2021-10-02
Montana,MT,2021-10-09,62,2021-10-09
Montana,MT,2021-10-16,49,2021-10-16
Montana,MT,2021-10-23,119,2021-10-23
Montana,MT,2021-10-30,99,2021-10-30
Montana,MT,2021-11-06,69,2021-11-06
Montana,MT,2021-11-13,64,2021-11-13
Montana,MT,2021-11-20,68,2021-11-20
Montana,MT,2021-11-27,84,2021-11-27
Montana,MT,2021-12-04,108,2021-12-04
Montana,MT,2021-12-11,82,2021-12-11
Montana,MT,2021-12-18,56,2021-12-18
Montana,MT,2021-12-25,18,2021-12-25
Montana,MT,2022-01-01,11,2022-01-01
Montana,MT,2022-01-08,11,2022-01-08
Montana,MT,2022-01-15,28,2022-01-15
Montana,MT,2022-01-22,31,2022-01-22
Montana,MT,2022-01-29,17,2022-01-29
Montana,MT,2022-02-05,38,2022-02-05
Montana,MT,2022-02-12,36,2022-02-12
Montana,MT,2022-02-19,38,2022-02-19
Montana,MT,2022-02-26,67,2022-02-26
Montana,MT,2022-03-05,32,2022-03-05
Montana,MT,2022-03-12,19,2022-03-12
Montana,MT,2022-03-19,11,2022-03-19
Montana,MT,2022-03-26,8,2022-03-26
Montana,MT,2022-04-02,7,2022-04-02
Montana,MT,2022-04-09,6,2022-04-09
Montana,MT,2022-04-16,5,2022-04-16
Montana,MT,2022-04-23,2,2022-04-23
Montana,MT,2022-04-30,98,2022-04-30
Montana,MT,2022-05-07,20,2022-05-07
Montana,MT,2022-05-14,3,2022-05-14
Montana,MT,2022-05-21,4,2022-05-21
Montana,MT,2022-05-28,15,2022-05-28
Montana,MT,2022-06-04,0,2022-06-04
Montana,MT,2022-06-11,34,2022-06-11
Montana,MT,2022-06-18,6,2022-06-18
Montana,MT,2022-06-25,4,2022-06-25
Montana,MT,2022-07-02,1,2022-07-02
Montana,MT,2022-07-09,5,2022-07-09
Montana,MT,2022-07-16,5,2022-07-16
Montana,MT,2022-07-23,12,2022-07-23
Montana,MT,2022-07-30,6,2022-07-30
Montana,MT,2022-08-06,8,2022-08-06
Montana,MT,2022-08-13,0,2022-08-13
Montana,MT,2022-08-20,9,2022-08-20
Montana,MT,2022-08-27,14,2022-08-27
Montana,MT,2022-09-03,2,2022-09-03
Montana,MT,2022-09-10,7,2022-09-10
Montana,MT,2022-09-17,3,2022-09-17
Montana,MT,2022-09-24,6,2022-09-24
Montana,MT,2022-10-01,2,2022-10-01
Montana,MT,2022-10-08,35,2022-10-08
Montana,MT,2022-10-15,0,2022-10-15
Montana,MT,2022-10-22,14,2022-10-22
Montana,MT,2022-10-29,4,2022-10-29
Montana,MT,2022-11-05,4,2022-11-05
Montana,MT,2022-11-12,0,2022-11-12
Montana,MT,2022-11-19,10,2022-11-19
Montana,MT,2022-11-26,8,2022-11-26
Montana,MT,2022-12-03,5,2022-12-03
Montana,MT,2022-12-10,0,2022-12-10
Montana,MT,2022-12-17,14,2022-12-17
Montana,MT,2022-12-24,3,2022-12-24
Montana,MT,2022-12-31,4,2022-12-31
Montana,MT,2023-01-07,2,2023-01-07
Montana,MT,2023-01-14,7,2023-01-14
Montana,MT,2023-01-21,3,2023-01-21
Montana,MT,2023-01-28,7,2023-01-28
Montana,MT,2023-02-04,4,2023-02-04
Montana,MT,2023-02-11,1,2023-02-11
Montana,MT,2023-02-18,3,2023-02-18
Montana,MT,2023-02-25,3,2023-02-25
Montana,MT,2023-03-04,1,2023-03-04
Montana,MT,2023-03-11,0,2023-03-11
Nebraska,NE,2020-01-25,0,2020-01-25
Nebraska,NE,2020-02-01,0,2020-02-01
Nebraska,NE,2020-02-08,0,2020-02-08
Nebraska,NE,2020-02-15,0,2020-02-15
Nebraska,NE,2020-02-22,0,2020-02-22
Nebraska,NE,2020-02-29,0,2020-02-29
Nebraska,NE,2020-03-07,0,2020-03-07
Nebraska,NE,2020-03-14,0,2020-03-14
Nebraska,NE,2020-03-21,0,2020-03-21
Nebraska,NE,2020-03-28,2,2020-03-28
Nebraska,NE,2020-04-04,4,2020-04-04
Nebraska,NE,2020-04-11,11,2020-04-11
Nebraska,NE,2020-04-18,7,2020-04-18
Nebraska,NE,2020-04-25,26,2020-04-25
Nebraska,NE,2020-05-02,23,2020-05-02
Nebraska,NE,2020-05-09,19,2020-05-09
Nebraska,NE,2020-05-16,33,2020-05-16
Nebraska,NE,2020-05-23,24,2020-05-23
Nebraska,NE,2020-05-30,23,2020-05-30
Nebraska,NE,2020-06-06,17,2020-06-06
Nebraska,NE,2020-06-13,28,2020-06-13
Nebraska,NE,2020-06-20,29,2020-06-20
Nebraska,NE,2020-06-27,23,2020-06-27
Nebraska,NE,2020-07-04,17,2020-07-04
Nebraska,NE,2020-07-11,7,2020-07-11
Nebraska,NE,2020-07-18,20,2020-07-18
Nebraska,NE,2020-07-25,21,2020-07-25
Nebraska,NE,2020-08-01,16,2020-08-01
Nebraska,NE,2020-08-08,21,2020-08-08
Nebraska,NE,2020-08-15,16,2020-08-15
Nebraska,NE,2020-08-22,15,2020-08-22
Nebraska,NE,2020-08-29,16,2020-08-29
Nebraska,NE,2020-09-05,12,2020-09-05
Nebraska,NE,2020-09-12,33,2020-09-12
Nebraska,NE,2020-09-19,11,2020-09-19
Nebraska,NE,2020-09-26,27,2020-09-26
Nebraska,NE,2020-10-03,28,2020-10-03
Nebraska,NE,2020-10-10,22,2020-10-10
Nebraska,NE,2020-10-17,28,2020-10-17
Nebraska,NE,2020-10-24,48,2020-10-24
Nebraska,NE,2020-10-31,57,2020-10-31
Nebraska,NE,2020-11-07,51,2020-11-07
Nebraska,NE,2020-11-14,76,2020-11-14
Nebraska,NE,2020-11-21,126,2020-11-21
Nebraska,NE,2020-11-28,84,2020-11-28
Nebraska,NE,2020-12-05,205,2020-12-05
Nebraska,NE,2020-12-12,171,2020-12-12
Nebraska,NE,2020-12-19,110,2020-12-19
Nebraska,NE,2020-12-26,104,2020-12-26
Nebraska,NE,2021-01-02,110,2021-01-02
Nebraska,NE,2021-01-09,68,2021-01-09
Nebraska,NE,2021-01-16,100,2021-01-16
Nebraska,NE,2021-01-23,42,2021-01-23
Nebraska,NE,2021-01-30,43,2021-01-30
Nebraska,NE,2021-02-06,48,2021-02-06
Nebraska,NE,2021-02-13,34,2021-02-13
Nebraska,NE,2021-02-20,45,2021-02-20
Nebraska,NE,2021-02-27,35,2021-02-27
Nebraska,NE,2021-03-06,31,2021-03-06
Nebraska,NE,2021-03-13,20,2021-03-13
Nebraska,NE,2021-03-20,8,2021-03-20
Nebraska,NE,2021-03-27,40,2021-03-27
Nebraska,NE,2021-04-03,6,2021-04-03
Nebraska,NE,2021-04-10,39,2021-04-10
Nebraska,NE,2021-04-17,35,2021-04-17
Nebraska,NE,2021-04-24,29,2021-04-24
Nebraska,NE,2021-05-01,3,2021-05-01
Nebraska,NE,2021-05-08,13,2021-05-08
Nebraska,NE,2021-05-15,46,2021-05-15
Nebraska,NE,2021-05-22,54,2021-05-22
Nebraska,NE,2021-05-29,27,2021-05-29
Nebraska,NE,2021-06-05,0,2021-06-05
Nebraska,NE,2021-06-12,7,2021-06-12
Nebraska,NE,2021-06-19,3,2021-06-19
Nebraska,NE,2021-06-26,4,2021-06-26
Nebraska,NE,2021-07-03,2,2021-07-03
Nebraska,NE,2021-07-10,1,2021-07-10
Nebraska,NE,2021-07-17,13,2021-07-17
Nebraska,NE,2021-07-24,11,2021-07-24
Nebraska,NE,2021-07-31,4,2021-07-31
Nebraska,NE,2021-08-07,10,2021-08-07
Nebraska,NE,2021-08-14,5,2021-08-14
Nebraska,NE,2021-08-21,17,2021-08-21
Nebraska,NE,2021-08-28,19,2021-08-28
Nebraska,NE,2021-09-04,28,2021-09-04
Nebraska,NE,2021-09-11,9,2021-09-11
Nebraska,NE,2021-09-18,15,2021-09-18
Nebraska,NE,2021-09-25,34,2021-09-25
Nebraska,NE,2021-10-02,435,2021-10-02
Nebraska,NE,2021-10-09,15,2021-10-09
Nebraska,NE,2021-10-16,43,2021-10-16
Nebraska,NE,2021-10-23,40,2021-10-23
Nebraska,NE,2021-10-30,37,2021-10-30
Nebraska,NE,2021-11-06,26,2021-11-06
Nebraska,NE,2021-11-13,47,2021-11-13
Nebraska,NE,2021-11-20,60,2021-11-20
Nebraska,NE,2021-11-27,24,2021-11-27
Nebraska,NE,2021-12-04,48,2021-12-04
Nebraska,NE,2021-12-11,83,2021-12-11
Nebraska,NE,2021-12-18,35,2021-12-18
Nebraska,NE,2021-12-25,19,2021-12-25
Nebraska,NE,2022-01-01,21,2022-01-01
Nebraska,NE,2022-01-08,130,2022-01-08
Nebraska,NE,2022-01-15,72,2022-01-15
Nebraska,NE,2022-01-22,29,2022-01-22
Nebraska,NE,2022-01-29,97,2022-01-29
Nebraska,NE,2022-02-05,89,2022-02-05
Nebraska,NE,2022-02-12,60,2022-02-12
Nebraska,NE,2022-02-19,68,2022-02-19
Nebraska,NE,2022-02-26,73,2022-02-26
Nebraska,NE,2022-03-05,57,2022-03-05
Nebraska,NE,2022-03-12,13,2022-03-12
Nebraska,NE,2022-03-19,21,2022-03-19
Nebraska,NE,2022-03-26,6,2022-03-26
Nebraska,NE,2022-04-02,109,2022-04-02
Nebraska,NE,2022-04-09,13,2022-04-09
Nebraska,NE,2022-04-16,16,2022-04-16
Nebraska,NE,2022-04-23,6,2022-04-23
Nebraska,NE,2022-04-30,0,2022-04-30
Nebraska,NE,2022-05-07,19,2022-05-07
Nebraska,NE,2022-05-14,36,2022-05-14
Nebraska,NE,2022-05-21,7,2022-05-21
Nebraska,NE,2022-05-28,43,2022-05-28
Nebraska,NE,2022-06-04,16,2022-06-04
Nebraska,NE,2022-06-11,33,2022-06-11
Nebraska,NE,2022-06-18,4,2022-06-18
Nebraska,NE,2022-06-25,8,2022-06-25
Nebraska,NE,2022-07-02,7,2022-07-02
Nebraska,NE,2022-07-09,3,2022-07-09
Nebraska,NE,2022-07-16,18,2022-07-16
Nebraska,NE,2022-07-23,0,2022-07-23
Nebraska,NE,2022-07-30,3,2022-07-30
Nebraska,NE,2022-08-06,4,2022-08-06
Nebraska,NE,2022-08-13,24,2022-08-13
Nebraska,NE,2022-08-20,51,2022-08-20
Nebraska,NE,2022-08-27,10,2022-08-27
Nebraska,NE,2022-09-03,0,2022-09-03
Nebraska,NE,2022-09-10,33,2022-09-10
Nebraska,NE,2022-09-17,2,2022-09-17
Nebraska,NE,2022-09-24,17,2022-09-24
Nebraska,NE,2022-10-01,35,2022-10-01
Nebraska,NE,2022-10-08,9,2022-10-08
Nebraska,NE,2022-10-15,1,2022-10-15
Nebraska,NE,2022-10-22,7,2022-10-22
Nebraska,NE,2022-10-29,17,2022-10-29
Nebraska,NE,2022-11-05,12,2022-11-05
Nebraska,NE,2022-11-12,44,2022-11-12
Nebraska,NE,2022-11-19,16,2022-11-19
Nebraska,NE,2022-11-26,31,2022-11-26
Nebraska,NE,2022-12-03,10,2022-12-03
Nebraska,NE,2022-12-10,9,2022-12-10
Nebraska,NE,2022-12-17,3,2022-12-17
Nebraska,NE,2022-12-24,9,2022-12-24
Nebraska,NE,2022-12-31,1,2022-12-31
Nebraska,NE,2023-01-07,38,2023-01-07
Nebraska,NE,2023-01-14,7,2023-01-14
Nebraska,NE,2023-01-21,4,2023-01-21
Nebraska,NE,2023-01-28,12,2023-01-28
Nebraska,NE,2023-02-04,19,2023-02-04
Nebraska,NE,2023-02-11,25,2023-02-11
Nebraska,NE,2023-02-18,37,2023-02-18
Nebraska,NE,2023-02-25,54,2023-02-25
Nebraska,NE,2023-03-04,36,2023-03-04
Nebraska,NE,2023-03-11,21,2023-03-11
Nevada,NV,2020-01-25,0,2020-01-25
Nevada,NV,2020-02-01,0,2020-02-01
Nevada,NV,2020-02-08,0,2020-02-08
Nevada,NV,2020-02-15,0,2020-02-15
Nevada,NV,2020-02-22,0,2020-02-22
Nevada,NV,2020-02-29,0,2020-02-29
Nevada,NV,2020-03-07,0,2020-03-07
Nevada,NV,2020-03-14,0,2020-03-14
Nevada,NV,2020-03-21,2,2020-03-21
Nevada,NV,2020-03-28,8,2020-03-28
Nevada,NV,2020-04-04,36,2020-04-04
Nevada,NV,2020-04-11,56,2020-04-11
Nevada,NV,2020-04-18,49,2020-04-18
Nevada,NV,2020-04-25,54,2020-04-25
Nevada,NV,2020-05-02,50,2020-05-02
Nevada,NV,2020-05-09,64,2020-05-09
Nevada,NV,2020-05-16,40,2020-05-16
Nevada,NV,2020-05-23,40,2020-05-23
Nevada,NV,2020-05-30,44,2020-05-30
Nevada,NV,2020-06-06,22,2020-06-06
Nevada,NV,2020-06-13,25,2020-06-13
Nevada,NV,2020-06-20,24,2020-06-20
Nevada,NV,2020-06-27,14,2020-06-27
Nevada,NV,2020-07-04,30,2020-07-04
Nevada,NV,2020-07-11,62,2020-07-11
Nevada,NV,2020-07-18,54,2020-07-18
Nevada,NV,2020-07-25,86,2020-07-25
Nevada,NV,2020-08-01,100,2020-08-01
Nevada,NV,2020-08-08,117,2020-08-08
Nevada,NV,2020-08-15,120,2020-08-15
Nevada,NV,2020-08-22,128,2020-08-22
Nevada,NV,2020-08-29,105,2020-08-29
Nevada,NV,2020-09-05,86,2020-09-05
Nevada,NV,2020-09-12,61,2020-09-12
Nevada,NV,2020-09-19,79,2020-09-19
Nevada,NV,2020-09-26,54,2020-09-26
Nevada,NV,2020-10-03,38,2020-10-03
Nevada,NV,2020-10-10,39,2020-10-10
Nevada,NV,2020-10-17,48,2020-10-17
Nevada,NV,2020-10-24,36,2020-10-24
Nevada,NV,2020-10-31,34,2020-10-31
Nevada,NV,2020-11-07,73,2020-11-07
Nevada,NV,2020-11-14,58,2020-11-14
Nevada,NV,2020-11-21,103,2020-11-21
Nevada,NV,2020-11-28,108,2020-11-28
Nevada,NV,2020-12-05,182,2020-12-05
Nevada,NV,2020-12-12,219,2020-12-12
Nevada,NV,2020-12-19,229,2020-12-19
Nevada,NV,2020-12-26,193,2020-12-26
Nevada,NV,2021-01-02,206,2021-01-02
Nevada,NV,2021-01-09,302,2021-01-09
Nevada,NV,2021-01-16,311,2021-01-16
Nevada,NV,2021-01-23,250,2021-01-23
Nevada,NV,2021-01-30,253,2021-01-30
Nevada,NV,2021-02-06,232,2021-02-06
Nevada,NV,2021-02-13,198,2021-02-13
Nevada,NV,2021-02-20,174,2021-02-20
Nevada,NV,2021-02-27,89,2021-02-27
Nevada,NV,2021-03-06,79,2021-03-06
Nevada,NV,2021-03-13,81,2021-03-13
Nevada,NV,2021-03-20,54,2021-03-20
Nevada,NV,2021-03-27,65,2021-03-27
Nevada,NV,2021-04-03,38,2021-04-03
Nevada,NV,2021-04-10,58,2021-04-10
Nevada,NV,2021-04-17,33,2021-04-17
Nevada,NV,2021-04-24,57,2021-04-24
Nevada,NV,2021-05-01,42,2021-05-01
Nevada,NV,2021-05-08,34,2021-05-08
Nevada,NV,2021-05-15,32,2021-05-15
Nevada,NV,2021-05-22,22,2021-05-22
Nevada,NV,2021-05-29,34,2021-05-29
Nevada,NV,2021-06-05,14,2021-06-05
Nevada,NV,2021-06-12,22,2021-06-12
Nevada,NV,2021-06-19,27,2021-06-19
Nevada,NV,2021-06-26,24,2021-06-26
Nevada,NV,2021-07-03,30,2021-07-03
Nevada,NV,2021-07-10,23,2021-07-10
Nevada,NV,2021-07-17,38,2021-07-17
Nevada,NV,2021-07-24,59,2021-07-24
Nevada,NV,2021-07-31,95,2021-07-31
Nevada,NV,2021-08-07,93,2021-08-07
Nevada,NV,2021-08-14,155,2021-08-14
Nevada,NV,2021-08-21,120,2021-08-21
Nevada,NV,2021-08-28,153,2021-08-28
Nevada,NV,2021-09-04,150,2021-09-04
Nevada,NV,2021-09-11,119,2021-09-11
Nevada,NV,2021-09-18,143,2021-09-18
Nevada,NV,2021-09-25,170,2021-09-25
Nevada,NV,2021-10-02,151,2021-10-02
Nevada,NV,2021-10-09,118,2021-10-09
Nevada,NV,2021-10-16,137,2021-10-16
Nevada,NV,2021-10-23,101,2021-10-23
Nevada,NV,2021-10-30,108,2021-10-30
Nevada,NV,2021-11-06,82,2021-11-06
Nevada,NV,2021-11-13,95,2021-11-13
Nevada,NV,2021-11-20,110,2021-11-20
Nevada,NV,2021-11-27,54,2021-11-27
Nevada,NV,2021-12-04,98,2021-12-04
Nevada,NV,2021-12-11,119,2021-12-11
Nevada,NV,2021-12-18,89,2021-12-18
Nevada,NV,2021-12-25,86,2021-12-25
Nevada,NV,2022-01-01,56,2022-01-01
Nevada,NV,2022-01-08,90,2022-01-08
Nevada,NV,2022-01-15,117,2022-01-15
Nevada,NV,2022-01-22,109,2022-01-22
Nevada,NV,2022-01-29,178,2022-01-29
Nevada,NV,2022-02-05,230,2022-02-05
Nevada,NV,2022-02-12,191,2022-02-12
Nevada,NV,2022-02-19,173,2022-02-19
Nevada,NV,2022-02-26,156,2022-02-26
Nevada,NV,2022-03-05,135,2022-03-05
Nevada,NV,2022-03-12,123,2022-03-12
Nevada,NV,2022-03-19,28,2022-03-19
Nevada,NV,2022-03-26,82,2022-03-26
Nevada,NV,2022-04-02,60,2022-04-02
Nevada,NV,2022-04-09,45,2022-04-09
Nevada,NV,2022-04-16,365,2022-04-16
Nevada,NV,2022-04-23,183,2022-04-23
Nevada,NV,2022-04-30,68,2022-04-30
Nevada,NV,2022-05-07,28,2022-05-07
Nevada,NV,2022-05-14,18,2022-05-14
Nevada,NV,2022-05-21,26,2022-05-21
Nevada,NV,2022-05-28,48,2022-05-28
Nevada,NV,2022-06-04,24,2022-06-04
Nevada,NV,2022-06-11,39,2022-06-11
Nevada,NV,2022-06-18,32,2022-06-18
Nevada,NV,2022-06-25,39,2022-06-25
Nevada,NV,2022-07-02,33,2022-07-02
Nevada,NV,2022-07-09,35,2022-07-09
Nevada,NV,2022-07-16,67,2022-07-16
Nevada,NV,2022-07-23,48,2022-07-23
Nevada,NV,2022-07-30,32,2022-07-30
Nevada,NV,2022-08-06,36,2022-08-06
Nevada,NV,2022-08-13,40,2022-08-13
Nevada,NV,2022-08-20,56,2022-08-20
Nevada,NV,2022-08-27,22,2022-08-27
Nevada,NV,2022-09-03,25,2022-09-03
Nevada,NV,2022-09-10,17,2022-09-10
Nevada,NV,2022-09-17,0,2022-09-17
Nevada,NV,2022-09-24,58,2022-09-24
Nevada,NV,2022-10-01,26,2022-10-01
Nevada,NV,2022-10-08,15,2022-10-08
Nevada,NV,2022-10-15,15,2022-10-15
Nevada,NV,2022-10-22,13,2022-10-22
Nevada,NV,2022-10-29,11,2022-10-29
Nevada,NV,2022-11-05,15,2022-11-05
Nevada,NV,2022-11-12,10,2022-11-12
Nevada,NV,2022-11-19,20,2022-11-19
Nevada,NV,2022-11-26,24,2022-11-26
Nevada,NV,2022-12-03,6,2022-12-03
Nevada,NV,2022-12-10,27,2022-12-10
Nevada,NV,2022-12-17,20,2022-12-17
Nevada,NV,2022-12-24,28,2022-12-24
Nevada,NV,2022-12-31,46,2022-12-31
Nevada,NV,2023-01-07,27,2023-01-07
Nevada,NV,2023-01-14,45,2023-01-14
Nevada,NV,2023-01-21,11,2023-01-21
Nevada,NV,2023-01-28,41,2023-01-28
Nevada,NV,2023-02-04,8,2023-02-04
Nevada,NV,2023-02-11,27,2023-02-11
Nevada,NV,2023-02-18,9,2023-02-18
Nevada,NV,2023-02-25,8,2023-02-25
Nevada,NV,2023-03-04,5,2023-03-04
Nevada,NV,2023-03-11,6,2023-03-11
New Hampshire,NH,2020-01-25,0,2020-01-25
New Hampshire,NH,2020-02-01,0,2020-02-01
New Hampshire,NH,2020-02-08,0,2020-02-08
New Hampshire,NH,2020-02-15,0,2020-02-15
New Hampshire,NH,2020-02-22,0,2020-02-22
New Hampshire,NH,2020-02-29,0,2020-02-29
New Hampshire,NH,2020-03-07,0,2020-03-07
New Hampshire,NH,2020-03-14,0,2020-03-14
New Hampshire,NH,2020-03-21,0,2020-03-21
New Hampshire,NH,2020-03-28,2,2020-03-28
New Hampshire,NH,2020-04-04,5,2020-04-04
New Hampshire,NH,2020-04-11,15,2020-04-11
New Hampshire,NH,2020-04-18,16,2020-04-18
New Hampshire,NH,2020-04-25,15,2020-04-25
New Hampshire,NH,2020-05-02,31,2020-05-02
New Hampshire,NH,2020-05-09,47,2020-05-09
New Hampshire,NH,2020-05-16,40,2020-05-16
New Hampshire,NH,2020-05-23,37,2020-05-23
New Hampshire,NH,2020-05-30,30,2020-05-30
New Hampshire,NH,2020-06-06,45,2020-06-06
New Hampshire,NH,2020-06-13,35,2020-06-13
New Hampshire,NH,2020-06-20,21,2020-06-20
New Hampshire,NH,2020-06-27,28,2020-06-27
New Hampshire,NH,2020-07-04,12,2020-07-04
New Hampshire,NH,2020-07-11,12,2020-07-11
New Hampshire,NH,2020-07-18,5,2020-07-18
New Hampshire,NH,2020-07-25,13,2020-07-25
New Hampshire,NH,2020-08-01,7,2020-08-01
New Hampshire,NH,2020-08-08,3,2020-08-08
New Hampshire,NH,2020-08-15,4,2020-08-15
New Hampshire,NH,2020-08-22,6,2020-08-22
New Hampshire,NH,2020-08-29,3,2020-08-29
New Hampshire,NH,2020-09-05,0,2020-09-05
New Hampshire,NH,2020-09-12,3,2020-09-12
New Hampshire,NH,2020-09-19,3,2020-09-19
New Hampshire,NH,2020-09-26,1,2020-09-26
New Hampshire,NH,2020-10-03,3,2020-10-03
New Hampshire,NH,2020-10-10,13,2020-10-10
New Hampshire,NH,2020-10-17,11,2020-10-17
New Hampshire,NH,2020-10-24,7,2020-10-24
New Hampshire,NH,2020-10-31,10,2020-10-31
New Hampshire,NH,2020-11-07,6,2020-11-07
New Hampshire,NH,2020-11-14,10,2020-11-14
New Hampshire,NH,2020-11-21,9,2020-11-21
New Hampshire,NH,2020-11-28,15,2020-11-28
New Hampshire,NH,2020-12-05,36,2020-12-05
New Hampshire,NH,2020-12-12,41,2020-12-12
New Hampshire,NH,2020-12-19,50,2020-12-19
New Hampshire,NH,2020-12-26,51,2020-12-26
New Hampshire,NH,2021-01-02,68,2021-01-02
New Hampshire,NH,2021-01-09,93,2021-01-09
New Hampshire,NH,2021-01-16,65,2021-01-16
New Hampshire,NH,2021-01-23,54,2021-01-23
New Hampshire,NH,2021-01-30,61,2021-01-30
New Hampshire,NH,2021-02-06,56,2021-02-06
New Hampshire,NH,2021-02-13,32,2021-02-13
New Hampshire,NH,2021-02-20,23,2021-02-20
New Hampshire,NH,2021-02-27,17,2021-02-27
New Hampshire,NH,2021-03-06,11,2021-03-06
New Hampshire,NH,2021-03-13,18,2021-03-13
New Hampshire,NH,2021-03-20,18,2021-03-20
New Hampshire,NH,2021-03-27,18,2021-03-27
New Hampshire,NH,2021-04-03,12,2021-04-03
New Hampshire,NH,2021-04-10,9,2021-04-10
New Hampshire,NH,2021-04-17,10,2021-04-17
New Hampshire,NH,2021-04-24,16,2021-04-24
New Hampshire,NH,2021-05-01,22,2021-05-01
New Hampshire,NH,2021-05-08,10,2021-05-08
New Hampshire,NH,2021-05-15,17,2021-05-15
New Hampshire,NH,2021-05-22,13,2021-05-22
New Hampshire,NH,2021-05-29,8,2021-05-29
New Hampshire,NH,2021-06-05,3,2021-06-05
New Hampshire,NH,2021-06-12,5,2021-06-12
New Hampshire,NH,2021-06-19,7,2021-06-19
New Hampshire,NH,2021-06-26,4,2021-06-26
New Hampshire,NH,2021-07-03,1,2021-07-03
New Hampshire,NH,2021-07-10,3,2021-07-10
New Hampshire,NH,2021-07-17,6,2021-07-17
New Hampshire,NH,2021-07-24,4,2021-07-24
New Hampshire,NH,2021-07-31,2,2021-07-31
New Hampshire,NH,2021-08-07,2,2021-08-07
New Hampshire,NH,2021-08-14,6,2021-08-14
New Hampshire,NH,2021-08-21,2,2021-08-21
New Hampshire,NH,2021-08-28,18,2021-08-28
New Hampshire,NH,2021-09-04,11,2021-09-04
New Hampshire,NH,2021-09-11,15,2021-09-11
New Hampshire,NH,2021-09-18,16,2021-09-18
New Hampshire,NH,2021-09-25,15,2021-09-25
New Hampshire,NH,2021-10-02,9,2021-10-02
New Hampshire,NH,2021-10-09,16,2021-10-09
New Hampshire,NH,2021-10-16,23,2021-10-16
New Hampshire,NH,2021-10-23,23,2021-10-23
New Hampshire,NH,2021-10-30,1,2021-10-30
New Hampshire,NH,2021-11-06,53,2021-11-06
New Hampshire,NH,2021-11-13,25,2021-11-13
New Hampshire,NH,2021-11-20,40,2021-11-20
New Hampshire,NH,2021-11-27,21,2021-11-27
New Hampshire,NH,2021-12-04,56,2021-12-04
New Hampshire,NH,2021-12-11,54,2021-12-11
New Hampshire,NH,2021-12-18,55,2021-12-18
New Hampshire,NH,2021-12-25,41,2021-12-25
New Hampshire,NH,2022-01-01,84,2022-01-01
New Hampshire,NH,2022-01-08,58,2022-01-08
New Hampshire,NH,2022-01-15,60,2022-01-15
New Hampshire,NH,2022-01-22,56,2022-01-22
New Hampshire,NH,2022-01-29,70,2022-01-29
New Hampshire,NH,2022-02-05,41,2022-02-05
New Hampshire,NH,2022-02-12,48,2022-02-12
New Hampshire,NH,2022-02-19,39,2022-02-19
New Hampshire,NH,2022-02-26,40,2022-02-26
New Hampshire,NH,2022-03-05,29,2022-03-05
New Hampshire,NH,2022-03-12,12,2022-03-12
New Hampshire,NH,2022-03-19,20,2022-03-19
New Hampshire,NH,2022-03-26,11,2022-03-26
New Hampshire,NH,2022-04-02,7,2022-04-02
New Hampshire,NH,2022-04-09,6,2022-04-09
New Hampshire,NH,2022-04-16,6,2022-04-16
New Hampshire,NH,2022-04-23,11,2022-04-23
New Hampshire,NH,2022-04-30,5,2022-04-30
New Hampshire,NH,2022-05-07,7,2022-05-07
New Hampshire,NH,2022-05-14,13,2022-05-14
New Hampshire,NH,2022-05-21,15,2022-05-21
New Hampshire,NH,2022-05-28,19,2022-05-28
New Hampshire,NH,2022-06-04,9,2022-06-04
New Hampshire,NH,2022-06-11,19,2022-06-11
New Hampshire,NH,2022-06-18,8,2022-06-18
New Hampshire,NH,2022-06-25,4,2022-06-25
New Hampshire,NH,2022-07-02,12,2022-07-02
New Hampshire,NH,2022-07-09,16,2022-07-09
New Hampshire,NH,2022-07-16,7,2022-07-16
New Hampshire,NH,2022-07-23,9,2022-07-23
New Hampshire,NH,2022-07-30,9,2022-07-30
New Hampshire,NH,2022-08-06,7,2022-08-06
